id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_19_05_35,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_35,False,,,,,,,,,,,,,,inherit_04,inherit_04,1.0,,c232_sk1_shield,,,,,,,,,,,,,,,,,,
d_main_19_05_36,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_36,False,,,,,,,,,,,,,,inherit_04,inherit_04,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_37,d_main_19_05,Speech,rapi,rapi,Locale_MainScenario:d_main_19_05_37,True,,,,,,,,,,,,,,inherit_04,inherit_05,3.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_38,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_38,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_39,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_39,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_40,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_40,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_41,d_main_19_05,Speech,anis,anis,Locale_MainScenario:d_main_19_05_41,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_42,d_main_19_05,Speech,anis,anis,Locale_MainScenario:d_main_19_05_42,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_43,d_main_19_05,Speech,harran,harran,Locale_MainScenario:d_main_19_05_43,True,,,,,,,,,,,,,,inherit_05,inherit_05,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_44,d_main_19_05,Speech,harran,harran,Locale_MainScenario:d_main_19_05_44,True,,,,,,,,,,,,,,inherit_05,inherit_01,3.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_45,d_main_19_05,Speech,harran,harran,Locale_MainScenario:d_main_19_05_45,True,,,,,,,,,,,,,,inherit_01,inherit_01,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_46,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_46,False,,,,,,,,,,,,,,inherit_01,inherit_01,1.0,,,,,,,,,,,,,,,,,,,,
d_main_19_05_47,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_47,False,neon,8,idle,papillon,6,idle,anis,4,idle,rapi,2,idle,Laboratory,14,L_140,2.0,,,,,,,,black,johan,14,idle,isabel,16,idle,harran,18,idle,,,
d_main_19_05_48,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_48,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_49,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_49,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_50,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_50,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_51,d_main_19_05,Self,johan,Self,Locale_MainScenario:d_main_19_05_51,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_52,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_52,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_53,d_main_19_05,Narration,johan,Narration,Locale_MainScenario:d_main_19_05_53,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,S_160,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_54,d_main_19_05,Monologue,johan,Monologue,Locale_MainScenario:d_main_19_05_54,False,,8,idle,,6,idle,,4,idle,,2,idle,,S_160,S_160,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_55,d_main_19_05,Self,johan,Self,Locale_MainScenario:d_main_19_05_55,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_56,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_56,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_57,d_main_19_05,Monologue,johan,Monologue,Locale_MainScenario:d_main_19_05_57,False,,8,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_58,d_main_19_05,Self,johan,Self,Locale_MainScenario:d_main_19_05_58,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_59,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_59,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_60,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_60,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_61,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_61,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_62,d_main_19_05,Self,johan,Self,Locale_MainScenario:d_main_19_05_62,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_63,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_63,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,surprise,,16,idle,,18,idle,,,
d_main_19_05_64,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_64,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_65,d_main_19_05,Speech,isabel,isabel,Locale_MainScenario:d_main_19_05_65,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,15,2.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_66,d_main_19_05,Speech,isabel,isabel,Locale_MainScenario:d_main_19_05_66,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_67,d_main_19_05,Speech,isabel,isabel,Locale_MainScenario:d_main_19_05_67,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_68,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_68,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,think,,16,idle,,18,idle,,,
d_main_19_05_69,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_69,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,think,,16,idle,,18,idle,,,
d_main_19_05_70,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_70,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_71,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_71,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,15,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_72,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_72,True,,8,idle,,6,idle,,4,idle,,2,idle,,15,14,2.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_73,d_main_19_05,Self,,Self,Locale_MainScenario:d_main_19_05_73,False,,8,idle,,6,idle,,4,idle,,2,idle,,14,14,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_74,d_main_19_05,Self,,Self,Locale_MainScenario:d_main_19_05_74,False,,8,idle,,6,idle,,4,idle,,2,idle,,14,14,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_75,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_75,True,,8,idle,,6,idle,,4,idle,,2,idle,,14,L_140,2.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_76,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_76,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,angry,,16,idle,,18,idle,,,
d_main_19_05_77,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_77,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_140,L_140,1.0,,,,,,,,,,14,no,,16,idle,,18,idle,,,
d_main_19_05_78,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_78,False,,8,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,sfx_scn_grab,,,,,,,,14,no,,16,idle,,18,idle,,,
d_main_19_05_79,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_79,False,,8,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_80,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_80,False,,8,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_81,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_81,False,,8,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_82,d_main_19_05,Speech,anis,anis,Locale_MainScenario:d_main_19_05_82,True,,8,idle,,6,idle,,4,angry,,2,angry,,4,40,0.3,,,Low_2,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_83,d_main_19_05,Speech,rapi,rapi,Locale_MainScenario:d_main_19_05_83,True,,8,idle,,6,idle,,4,angry,,2,angry,,40,20,0.3,,,,,,,,,,14,idle,,16,idle,,18,idle,,,
d_main_19_05_84,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_84,False,,8,idle,,6,idle,,4,angry,,2,angry,,12,XS_1200,0.3,,c232_ult_invinsible,Low_2,,,,,,,14,idle,,16,idle,,18,idle,noah,12,idle
d_main_19_05_85,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_85,False,,8,idle,,6,idle,,4,angry,,2,angry,,XS_1200,XS_1200,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_86,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_86,True,,8,idle,,6,idle,,4,angry,,2,angry,,XS_1200,XS_120,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,good
d_main_19_05_87,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_87,True,,8,idle,,6,idle,,4,angry,,2,angry,,XS_120,XS_120,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,good
d_main_19_05_88,d_main_19_05,Speech,noah,noah,Locale_MainScenario:d_main_19_05_88,False,,8,idle,,6,idle,,4,angry,,2,angry,,XS_120,XS_120,3.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,"expression_0,idle"
d_main_19_05_89,d_main_19_05,Speech,anis,anis,Locale_MainScenario:d_main_19_05_89,True,,8,idle,,6,idle,,4,sad,,2,angry,,XS_120,XS_120,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_90,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_90,False,,8,idle,,6,idle,,4,sad,,2,angry,,XS_120,12,0.3,,sfx_scn_2rifle,Low_2,,,,,,,14,idle,,16,idle,,18,idle,,12,good
d_main_19_05_91,d_main_19_05,Speech,papillon,papillon,Locale_MainScenario:d_main_19_05_91,True,,8,idle,,6,surprise,,4,angry,,2,angry,,S_60,S_60,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,good
d_main_19_05_92,d_main_19_05,Speech,anis,anis,Locale_MainScenario:d_main_19_05_92,True,,8,idle,,6,surprise,,4,angry,,2,angry,,4,40,0.3,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_93,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_93,False,,8,idle,,6,idle,,4,angry,,2,angry,,black,black,1.0,,sfx_scn_flare,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_94,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_94,False,,8,idle,,6,idle,,4,angry,,2,angry,,14,L_140,2.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_95,d_main_19_05,Monologue,,Monologue,Locale_MainScenario:d_main_19_05_95,False,,8,idle,,6,idle,,4,angry,,2,angry,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_96,d_main_19_05,Narration,,Narration,Locale_MainScenario:d_main_19_05_96,False,,8,idle,,6,idle,,4,angry,,2,angry,,L_140,L_140,1.0,,sfx_scn_rapturehowl,Low_2,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_97,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_97,True,,8,idle,,6,idle,,4,angry,,2,angry,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_98,d_main_19_05,Speech,johan,johan,Locale_MainScenario:d_main_19_05_98,True,,8,idle,,6,idle,,4,angry,,2,angry,,L_140,L_140,1.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
d_main_19_05_99,d_main_19_05,Speech,isabel,isabel,Locale_MainScenario:d_main_19_05_99,True,,8,idle,,6,idle,,4,angry,,2,angry,,L_140,S_160,2.0,,,,,,,,,,14,idle,,16,idle,,18,idle,,12,idle
