id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade
d_ex_wingofvictory_07_11,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_11,False,,15,idle,,13,idle,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_12,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_12,True,,15,idle,,13,idle,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_13,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_13,True,,15,idle,,13,idle,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_14,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_14,False,,15,idle,,13,idle,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_15,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_15,True,,15,idle,,13,idle,,1,idle,,3,idle,,XS_130,150,1.0,,,
d_ex_wingofvictory_07_16,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_16,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_17,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_17,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_18,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_18,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_19,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_19,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_20,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_20,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,1315,1.0,,,
d_ex_wingofvictory_07_21,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_21,True,,15,idle,,13,idle,,1,idle,,3,idle,,1315,1315,1.0,,,
d_ex_wingofvictory_07_22,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_22,True,,15,idle,,13,idle,,1,idle,,3,idle,,1315,150,1.0,,,
d_ex_wingofvictory_07_23,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_23,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_24,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_24,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_25,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_25,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_26,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_26,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,1500,1.0,,,
d_ex_wingofvictory_07_27,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_27,True,,15,idle,,13,idle,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_28,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_28,True,,15,idle,,13,idle,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_29,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_29,True,,15,idle,,13,idle,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_30,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_30,True,,15,idle,,13,idle,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_31,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_31,False,,15,idle,,13,idle,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_32,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_32,True,,15,idle,,13,idle,,1,idle,,3,idle,,1500,150,1.0,,,
d_ex_wingofvictory_07_33,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_33,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_34,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_34,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_35,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_35,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_36,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_36,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,31,2.0,,,
d_ex_wingofvictory_07_37,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_37,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_38,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_38,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_39,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_39,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_40,d_ex_wingofvictory_07,Speech,max,max,Locale_SuddenStory:d_ex_wingofvictory_07_40,True,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_41,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_41,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_42,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_42,True,,15,delight,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_43,d_ex_wingofvictory_07,Speech,puppies,puppies,Locale_SuddenStory:d_ex_wingofvictory_07_43,False,,15,delight,,13,idle,,1,idle,,3,delight,,31,31,1.0,,,
d_ex_wingofvictory_07_44,d_ex_wingofvictory_07,Narration,,,Locale_SuddenStory:d_ex_wingofvictory_07_44,False,,15,delight,,13,idle,,1,idle,,3,delight,,31,31,1.0,none,sfx_scn_dogrun,
d_ex_wingofvictory_07_45,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_45,False,,15,think,,13,idle,,1,idle,,3,delight,,150,150,1.0,,,
d_ex_wingofvictory_07_46,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_46,False,,15,think,,13,idle,,1,idle,,3,delight,,3,XS_30,1.0,,,
d_ex_wingofvictory_07_47,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_47,False,,15,idle,,13,idle,,1,idle,,3,delight,,XS_130,XS_130,1.0,bgm_story_herecomestrouble,,
d_ex_wingofvictory_07_48,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_48,False,,15,idle,,13,idle,,1,idle,,3,delight,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_49,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_49,True,,15,idle,,13,shy,,1,idle,,3,delight,,XS_130,XS_1300,1.0,,,
d_ex_wingofvictory_07_50,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_50,True,,15,idle,,13,shy,,1,idle,,3,delight,,XS_1300,XS_1300,1.0,,,
d_ex_wingofvictory_07_51,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_51,True,,15,special,,13,shy,,1,idle,,3,delight,,XS_1300,1500,1.0,,,
d_ex_wingofvictory_07_52,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_52,True,,15,special,,13,shy,,1,idle,,3,delight,,1500,1500,1.0,,,
d_ex_wingofvictory_07_53,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_53,False,,15,special,,13,shy,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_54,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_54,True,,15,special,,13,delight,,1,idle,,3,idle,,1500,XS_1300,1.0,,,
d_ex_wingofvictory_07_55,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_55,True,,15,special,,13,delight,,1,idle,,3,idle,,XS_1300,XS_1300,1.0,,,
d_ex_wingofvictory_07_56,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_56,False,,15,special,,13,delight,,1,idle,,3,idle,,XS_1300,XS_130,1.0,,,
d_ex_wingofvictory_07_57,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_57,False,,15,special,,13,delight,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,
d_ex_wingofvictory_07_58,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_58,True,,15,think,,13,delight,,1,idle,,3,idle,,XS_130,150,1.0,,,
d_ex_wingofvictory_07_59,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_59,True,,15,think,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_60,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_60,True,,15,think,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_61,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_61,True,,15,think,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_62,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_62,False,,15,think,,13,idle,,1,idle,,3,idle,,black,black,1.0,,,
d_ex_wingofvictory_07_63,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_63,False,,15,idle,,13,idle,,1,idle,,3,idle,,black,black,1.0,,,
d_ex_wingofvictory_07_64,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_64,True,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_65,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_65,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_66,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_66,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_67,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_67,False,,15,idle,,13,idle,,1,idle,,3,idle,,150,31,2.0,,,
d_ex_wingofvictory_07_68,d_ex_wingofvictory_07,Narration,,,Locale_SuddenStory:d_ex_wingofvictory_07_68,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_69,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_69,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_70,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_70,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_71,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_71,False,,15,idle,,13,idle,,1,idle,,3,idle,,31,31,1.0,,,
d_ex_wingofvictory_07_72,d_ex_wingofvictory_07,Speech,max,max,Locale_SuddenStory:d_ex_wingofvictory_07_72,False,,15,idle,,13,angry,,1,surprise,,3,sad,,31,31,1.0,,,
d_ex_wingofvictory_07_73,d_ex_wingofvictory_07,Speech,puppies,puppies,Locale_SuddenStory:d_ex_wingofvictory_07_73,False,,15,idle,,13,angry,,1,surprise,,3,sad,,31,31,1.0,,,
d_ex_wingofvictory_07_74,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_74,False,,15,idle,,13,angry,,1,surprise,,3,sad,,31,13,1.0,,,
d_ex_wingofvictory_07_75,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_75,False,,15,idle,,13,angry,,1,surprise,,3,sad,,13,13,1.0,,,
d_ex_wingofvictory_07_76,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_76,False,,15,idle,,13,angry,,1,surprise,,3,sad,,black,black,1.0,,,
d_ex_wingofvictory_07_77,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_77,False,,15,idle,,13,angry,,1,idle,,3,idle,,black,black,1.0,,,black
d_ex_wingofvictory_07_78,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_78,False,,15,idle,,13,angry,,1,idle,,3,idle,,black,black,1.0,,,
d_ex_wingofvictory_07_79,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_79,False,,15,idle,,13,angry,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_80,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_80,True,,15,idle,,13,angry,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_81,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_81,True,,15,delight,,13,angry,,1,idle,,3,idle,,150,150,1.0,,,
d_ex_wingofvictory_07_82,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_82,True,,15,delight,,13,angry,,1,idle,,3,idle,,150,1500,1.0,,,
d_ex_wingofvictory_07_83,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_83,True,,15,delight,,13,angry,,1,idle,,3,idle,,1500,1500,1.0,,,
d_ex_wingofvictory_07_84,d_ex_wingofvictory_07,Speech,max,max,Locale_SuddenStory:d_ex_wingofvictory_07_84,True,,15,idle,,13,delight,,1,idle,,3,delight,,max_10,max_10,1.0,,,
d_ex_wingofvictory_07_85,d_ex_wingofvictory_07,Speech,puppies,puppies,Locale_SuddenStory:d_ex_wingofvictory_07_85,True,,15,idle,,13,delight,,1,idle,,3,delight,,XS_30,XS_30,1.0,,,
d_ex_wingofvictory_07_86,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_86,False,,15,idle,,13,delight,,1,idle,,3,delight,,XS_30,XS_300,1.0,,,
d_ex_wingofvictory_07_87,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_87,True,,15,idle,,13,delight,,1,idle,,3,delight,,XS_1300,XS_1300,1.0,,,
d_ex_wingofvictory_07_88,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_88,False,,15,idle,,13,delight,,1,idle,,3,delight,,XS_1300,XS_1300,1.0,,,
d_ex_wingofvictory_07_89,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_89,True,,15,idle,,13,delight,,1,idle,,3,delight,,XS_1300,1500,1.0,,,
d_ex_wingofvictory_07_90,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_90,True,,15,idle,,13,delight,,1,idle,,3,delight,,1500,1500,1.0,,,
d_ex_wingofvictory_07_91,d_ex_wingofvictory_07,Speech,max,max,Locale_SuddenStory:d_ex_wingofvictory_07_91,True,,15,idle,,13,delight,,1,delight,,3,delight,,max_10,max_10,1.0,,,
d_ex_wingofvictory_07_92,d_ex_wingofvictory_07,Speech,puppies,puppies,Locale_SuddenStory:d_ex_wingofvictory_07_92,True,,15,idle,,13,delight,,1,delight,,3,delight,,XS_30,XS_30,1.0,,,
d_ex_wingofvictory_07_93,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_93,True,,15,idle,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_94,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_94,True,,15,idle,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_95,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_95,True,,15,delight,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_96,d_ex_wingofvictory_07,Speech,moran,moran,Locale_SuddenStory:d_ex_wingofvictory_07_96,True,,15,delight,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_97,d_ex_wingofvictory_07,Speech,puppies,puppies,Locale_SuddenStory:d_ex_wingofvictory_07_97,True,,15,delight,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_98,d_ex_wingofvictory_07,Speech,biscuit,biscuit,Locale_SuddenStory:d_ex_wingofvictory_07_98,True,,15,delight,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_99,d_ex_wingofvictory_07,Self,,,Locale_SuddenStory:d_ex_wingofvictory_07_99,False,,15,delight,,13,delight,,1,delight,,3,delight,,1315,1315,1.0,,,
d_ex_wingofvictory_07_100,d_ex_wingofvictory_07,Monologue,,,Locale_SuddenStory:d_ex_wingofvictory_07_100,False,,15,delight,,13,delight,,1,delight,,3,delight,,black,black,1.0,,,
