id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake
d_ex_outdoorpool_03_64,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_64,True,,3,idle,,1,idle,,13,idle,,130,12,1.0,,,,
d_ex_outdoorpool_03_65,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_65,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_03_66,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_66,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_03_67,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_67,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_03_68,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_68,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_03_69,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_69,True,,3,think,,1,no,,13,idle,,12,3,2.0,,,,
d_ex_outdoorpool_03_70,d_ex_outdoorpool_03,Monologue,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_70,False,,3,think,,1,idle,,13,idle,,3,30,2.0,,,,
d_ex_outdoorpool_03_71,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_71,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_72,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_72,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_73,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_73,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_74,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_74,True,,3,idle,,1,angry,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_75,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_75,True,,3,idle,,1,angry,,13,idle,,XS_10,130,1.0,,,,
d_ex_outdoorpool_03_76,d_ex_outdoorpool_03,Monologue,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_76,False,,3,idle,,1,angry,,13,idle,,130,12,1.0,,,,
d_ex_outdoorpool_03_77,d_ex_outdoorpool_03,Monologue,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_77,False,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_03_78,d_ex_outdoorpool_03,Narration,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_78,False,,3,idle,,1,angry,,13,idle,,black,black,1.0,,,sfx_scn_spraywater,
d_ex_outdoorpool_03_79,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_79,True,,3,think,,1,idle,,13,idle,,30,300,1.0,,,sfx_scn_spraywater,Low_2
d_ex_outdoorpool_03_80,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_80,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,,,
d_ex_outdoorpool_03_81,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_81,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,,,
d_ex_outdoorpool_03_82,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_82,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,,sfx_scn_spraywater,Low_2
d_ex_outdoorpool_03_83,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_83,True,,3,think,,1,angry,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_84,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_84,True,,3,think,,1,no,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_85,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_85,True,,3,think,,1,no,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_86,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_86,True,,3,think,,1,no,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_87,d_ex_outdoorpool_03,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_03_87,False,,3,think,,1,no,,13,idle,,XS_10,XS_100,1.0,,,sfx_scn_spraywater,Low_2
d_ex_outdoorpool_03_88,d_ex_outdoorpool_03,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_03_88,False,,3,think,,1,no,,13,idle,,XS_100,XS_100,1.0,,,,
d_ex_outdoorpool_03_89,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_89,True,,3,idle,,1,no,,13,idle,,300,30,1.0,,,,
d_ex_outdoorpool_03_90,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_90,True,,3,think,,1,no,,13,idle,,30,30,1.0,,,sfx_scn_spraywater,Low_2
d_ex_outdoorpool_03_91,d_ex_outdoorpool_03,Self,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_91,False,,3,idle,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_92,d_ex_outdoorpool_03,Self,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_92,False,,3,idle,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_93,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_93,True,,3,idle,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_94,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_94,True,,3,idle,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_95,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_95,True,,3,idle,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_96,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_96,True,,3,think,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_97,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_97,True,,3,think,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_98,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_98,True,,3,think,,1,no,,13,idle,,30,30,1.0,,,sfx_scn_spraywater,Low_2
d_ex_outdoorpool_03_99,d_ex_outdoorpool_03,Self,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_99,False,,3,think,,1,no,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_100,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_100,True,,3,think,,1,no,,13,idle,,XS_10,XS_100,1.0,,,,
d_ex_outdoorpool_03_101,d_ex_outdoorpool_03,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_03_101,False,,3,think,,1,no,,13,idle,,black,black,1.0,,,sfx_scn_spraywater,
d_ex_outdoorpool_03_102,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_102,True,,3,think,,1,no,,13,idle,,130,1300,1.0,,,,
d_ex_outdoorpool_03_103,d_ex_outdoorpool_03,Narration,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_103,False,,3,think,,1,no,,13,idle,,black,black,1.0,,,sfx_scn_spraywater,
d_ex_outdoorpool_03_104,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_104,True,,3,idle,,1,no,,13,idle,,30,3,1.0,,,,
d_ex_outdoorpool_03_105,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_105,True,,3,think,,1,no,,13,idle,,3,3,1.0,,,,Low_2
d_ex_outdoorpool_03_106,d_ex_outdoorpool_03,Monologue,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_106,False,,3,think,,1,no,,13,idle,,black,black,1.0,,,,
d_ex_outdoorpool_03_107,d_ex_outdoorpool_03,Monologue,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_107,False,,3,think,,1,no,,13,idle,,black,black,1.0,,,,
d_ex_outdoorpool_03_108,d_ex_outdoorpool_03,Monologue,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_108,False,,3,think,,1,no,,13,idle,,black,black,1.0,,,,
