id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_church_09_32,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_32,True,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_33,d_ex_church_09,Self,vesti_t,,Locale_SuddenStory:d_ex_church_09_33,False,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_34,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_34,True,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_35,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_35,True,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_36,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_36,True,,,,,XS_130,XS_1300,1.0,bgm_story_tepidappleade,,,,13,rage,
d_ex_church_09_37,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_37,False,,,,,XS_1300,XS_1300,1.0,,,,,13,rage,
d_ex_church_09_38,d_ex_church_09,Narration,vesti_t,,Locale_SuddenStory:d_ex_church_09_38,False,,,,,black,black,1.0,,sfx_scn_walk,,,13,rage,
d_ex_church_09_39,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_39,True,,,,,XS_500,XS_500,1.0,,,,,13,angry,
d_ex_church_09_40,d_ex_church_09,Narration,vesti_t,,Locale_SuddenStory:d_ex_church_09_40,False,,,,,black,black,1.0,,sfx_scn_cape,,,13,angry,
d_ex_church_09_41,d_ex_church_09,Monologue,vesti_t,,Locale_SuddenStory:d_ex_church_09_41,False,,,,,black,black,1.0,,,,,13,angry,
d_ex_church_09_42,d_ex_church_09,Monologue,vesti_t,,Locale_SuddenStory:d_ex_church_09_42,False,,,,,black,black,1.0,,,,,13,angry,
d_ex_church_09_43,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_43,False,,,,,XS_500,XS_1300,1.5,,,,,13,angry,
d_ex_church_09_44,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_44,False,,,,,XS_1300,XS_1300,1.0,,,,,13,angry,
d_ex_church_09_45,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_45,True,,,,,XS_1300,XS_1300,1.0,,,,,13,worry,
d_ex_church_09_46,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_46,False,,,,,XS_1300,XS_1300,1.0,,,,,13,worry,
d_ex_church_09_47,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_47,False,,,,,XS_1300,XS_130,1.0,,,,,13,worry,
d_ex_church_09_48,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_48,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_49,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_49,True,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_50,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_50,True,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_51,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_51,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_52,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_52,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_53,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_53,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_54,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_54,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_55,d_ex_church_09,Self,vesti_t,,Locale_SuddenStory:d_ex_church_09_55,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_56,d_ex_church_09,Monologue,vesti_t,,Locale_SuddenStory:d_ex_church_09_56,False,,,,,black,black,1.0,,,,,13,worry,
d_ex_church_09_57,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_57,True,,,,,XS_130,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_58,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_58,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_59,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_59,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_60,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_60,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_61,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_61,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_62,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_62,True,,,,,XS_1300,XS_130,1.0,,,,,13,idle,
d_ex_church_09_63,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_63,True,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_64,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_64,True,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_65,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_65,True,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_66,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_66,True,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_67,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_67,False,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_68,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_68,False,,,,,XS_130,XS_130,1.0,,,,,13,delight,
d_ex_church_09_69,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_69,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_70,d_ex_church_09,Self,vesti_t,,Locale_SuddenStory:d_ex_church_09_70,False,,,,,XS_130,XS_130,1.0,,,,,13,worry,
d_ex_church_09_71,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_71,True,,,,,XS_130,XS_1300,1.0,,,,,13,sad,
d_ex_church_09_72,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_72,True,,,,,XS_1300,XS_1300,1.0,,,,,13,sad,
d_ex_church_09_73,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_73,False,,,,,XS_1300,XS_1300,1.0,,,,,13,sad,
d_ex_church_09_74,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_74,True,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_75,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_75,True,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_76,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_76,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_77,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_77,True,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_78,d_ex_church_09,Narration,vesti_t,,Locale_SuddenStory:d_ex_church_09_78,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_79,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_79,True,,,,,XS_1300,XS_130,1.0,,,,,13,idle,
d_ex_church_09_80,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_80,True,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_81,d_ex_church_09,Self,vesti_t,,Locale_SuddenStory:d_ex_church_09_81,False,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_82,d_ex_church_09,Monologue,vesti_t,,Locale_SuddenStory:d_ex_church_09_82,False,,,,,XS_130,XS_130,1.0,,,,,13,idle,
d_ex_church_09_83,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_83,True,,,,,black,black,1.0,,,,,13,shy,
d_ex_church_09_84,d_ex_church_09,Monologue,vesti_t,,Locale_SuddenStory:d_ex_church_09_84,False,,,,,black,black,1.0,,,,,13,shy,
d_ex_church_09_85,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_85,True,,,,,black,black,1.0,,,,,13,shy,
d_ex_church_09_86,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_86,False,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_87,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_87,True,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_88,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_88,False,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_89,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_89,False,,,,,XS_130,XS_1300,1.0,,,,,13,shy,
d_ex_church_09_90,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_90,False,,,,,XS_1300,XS_1300,1.0,,,,,13,shy,
d_ex_church_09_91,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_91,False,,,,,XS_1300,XS_1300,1.0,,,,,13,shy,
d_ex_church_09_92,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_92,False,,,,,XS_1300,XS_1300,1.0,,,,,13,shy,
d_ex_church_09_93,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_93,True,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_94,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_94,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_95,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_95,True,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_96,d_ex_church_09,Speech,vesti_t,phantom,Locale_SuddenStory:d_ex_church_09_96,False,,,,,XS_1300,XS_1300,1.0,,,,,13,idle,
d_ex_church_09_97,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_97,True,,,,,XS_1300,XS_1300,1.0,,,,,13,shy,
d_ex_church_09_98,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_98,True,,,,,XS_1300,XS_130,0.7,,,,,13,shy,
d_ex_church_09_99,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_99,True,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_100,d_ex_church_09,Self,vesti_t,,Locale_SuddenStory:d_ex_church_09_100,False,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_101,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_101,True,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_102,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_102,True,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_103,d_ex_church_09,Speech,vesti_t,vesti_t,Locale_SuddenStory:d_ex_church_09_103,True,,,,,XS_130,XS_130,1.0,,,,,13,shy,
d_ex_church_09_104,d_ex_church_09,Self,phantom,,Locale_SuddenStory:d_ex_church_09_104,False,,,,,XS_130,XS_130,1.0,,,,,13,shy,vesti_t
d_ex_church_09_105,d_ex_church_09,Self,phantom,,Locale_SuddenStory:d_ex_church_09_105,False,,,,,XS_130,L_10,1.0,,,,,,,
d_ex_church_09_106,d_ex_church_09,Narration,phantom,,Locale_SuddenStory:d_ex_church_09_106,False,phantom,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_107,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_107,True,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_108,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_108,True,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_109,d_ex_church_09,Self,phantom,,Locale_SuddenStory:d_ex_church_09_109,False,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_110,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_110,True,,1,delight,,L_10,L_100,1.0,,,,,,,
d_ex_church_09_111,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_111,True,,1,delight,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_112,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_112,True,,1,delight,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_113,d_ex_church_09,Self,phantom,,Locale_SuddenStory:d_ex_church_09_113,False,,1,delight,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_114,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_114,True,,1,no,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_115,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_115,True,,1,no,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_116,d_ex_church_09,Narration,phantom,,Locale_SuddenStory:d_ex_church_09_116,False,,1,no,,L_100,L_100,1.0,,sfx_scn_cape,,,,,
d_ex_church_09_117,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_117,True,,1,smile,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_118,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_118,True,,1,smile,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_119,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_119,True,,1,smile,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_120,d_ex_church_09,Narration,phantom,,Locale_SuddenStory:d_ex_church_09_120,False,,1,smile,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_121,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_121,True,,1,smile,,L_100,L_100,1.0,,,,,,,
d_ex_church_09_122,d_ex_church_09,Narration,phantom,,Locale_SuddenStory:d_ex_church_09_122,False,,1,smile,,L_100,L_10,1.0,,sfx_scn_windowrattle,,,,,
d_ex_church_09_123,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_123,True,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_124,d_ex_church_09,Self,phantom,,Locale_SuddenStory:d_ex_church_09_124,False,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_125,d_ex_church_09,Speech,phantom,phantom,Locale_SuddenStory:d_ex_church_09_125,True,,1,surprise,,L_10,L_10,1.0,,,,,,,
d_ex_church_09_126,d_ex_church_09,Monologue,phantom,,Locale_SuddenStory:d_ex_church_09_126,False,,1,surprise,,black,black,1.0,,,,,,,
