id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake
d_main_17_03_e_11,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_11,True,,3,idle,,1,void,,13,idle,,15,idle,,100,100,1.0,,anis,anis,,
d_main_17_03_e_12,d_main_17_03_e,Self,Locale_MainScenario:d_main_17_03_e_12,False,,3,idle,,1,void,,13,idle,,15,idle,,100,100,1.0,,anis,,,
d_main_17_03_e_13,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_13,False,,3,idle,,1,sad,,13,idle,,15,idle,,100,100,1.0,,anis,anis,,
d_main_17_03_e_14,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_14,True,,3,idle,,1,pain,,13,idle,,15,idle,,100,10,1.0,,anis,anis,,
d_main_17_03_e_15,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_15,True,,3,idle,,1,pain,,13,idle,,15,idle,,10,10,1.0,,anis,anis,,
d_main_17_03_e_16,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_16,True,,3,idle,,1,pain,,13,idle,,15,idle,,10,10,1.0,,anis,anis,,
d_main_17_03_e_17,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_17,True,,3,idle,,1,pain,,13,idle,,15,idle,,10,10,1.0,,anis,anis,,
d_main_17_03_e_18,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_18,True,,3,idle,,1,pain,,13,idle,,15,idle,,10,10,1.0,,anis,anis,,
d_main_17_03_e_19,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_19,True,,3,idle,,1,pain,,13,idle,,15,idle,,10,100,1.0,,anis,anis,,
d_main_17_03_e_20,d_main_17_03_e,Self,Locale_MainScenario:d_main_17_03_e_20,False,,3,idle,,1,pain,,13,idle,,15,idle,,100,100,1.0,,anis,,,
d_main_17_03_e_21,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_21,True,,3,idle,,1,worry,,13,idle,,15,idle,,100,100,1.0,,anis,anis,,
d_main_17_03_e_22,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_22,True,,3,idle,,1,worry,,13,idle,,15,idle,,100,113,1.0,,neon,neon,,
d_main_17_03_e_23,d_main_17_03_e,Narration,Locale_MainScenario:d_main_17_03_e_23,False,,3,idle,,1,worry,,12,idle,,15,idle,,113,113,1.0,,neon,,sfx_scn_slap,Low_2
d_main_17_03_e_24,d_main_17_03_e,Monologue,Locale_MainScenario:d_main_17_03_e_24,False,,3,idle,,1,worry,,12,idle,,15,idle,,113,113,1.0,,neon,,,
d_main_17_03_e_25,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_25,True,,3,idle,,1,angry,,13,idle,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_26,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_26,True,,3,idle,,1,angry,,13,surprise,,15,idle,,113,113,1.0,bgm_story_leisuretime,neon,neon,,
d_main_17_03_e_27,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_27,True,,3,idle,,1,angry,,13,no,,15,idle,,113,113,1.0,,neon,neon,,
d_main_17_03_e_28,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_28,True,,3,idle,,1,angry,,13,angry,,15,idle,,113,113,1.0,,neon,neon,,
d_main_17_03_e_29,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_29,True,,3,idle,,1,worry,,13,angry,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_30,d_main_17_03_e,Self,Locale_MainScenario:d_main_17_03_e_30,False,,3,idle,,1,worry,,13,angry,,15,idle,,113,113,1.0,,anis,,,
d_main_17_03_e_31,d_main_17_03_e,Self,Locale_MainScenario:d_main_17_03_e_31,False,,3,idle,,1,worry,,13,angry,,15,idle,,113,113,1.0,,anis,,,
d_main_17_03_e_32,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_32,False,,3,idle,,1,worry,,13,angry,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_33,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_33,True,,3,idle,,1,delight,,13,angry,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_34,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_34,True,,3,idle,,1,delight,,13,no,,15,idle,,113,113,1.0,,neon,neon,,
d_main_17_03_e_35,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_35,True,,3,idle,,1,delight,,13,surprise,,15,idle,,113,113,1.0,,neon,neon,,
d_main_17_03_e_36,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_36,True,,3,idle,,1,angry,,13,surprise,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_37,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_37,True,,3,idle,,1,angry,,13,delight,,15,idle,,113,113,1.0,,neon,neon,,
d_main_17_03_e_38,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_38,True,,3,idle,,1,angry,,13,delight,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_39,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_39,True,,3,idle,,1,angry,,13,delight,,15,idle,,113,15,1.0,,rapi,rapi,,
d_main_17_03_e_40,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_40,True,,3,idle,,1,angry,,13,idle,,15,idle,,15,15,1.0,,rapi,rapi,,
d_main_17_03_e_41,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_41,True,,3,idle,,1,angry,,13,surprise,,15,idle,,15,113,1.0,,neon,neon,,
d_main_17_03_e_42,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_42,True,,3,idle,,1,idle,,13,surprise,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_43,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_43,True,,3,idle,,1,idle,,13,surprise,,15,idle,,113,113,1.0,,anis,anis,,
d_main_17_03_e_44,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_44,True,,3,idle,,1,idle,,13,surprise,,15,idle,,150,150,1.0,,rapi,rapi,,
d_main_17_03_e_45,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_45,True,,3,idle,,1,idle,,13,surprise,,15,idle,,10,10,1.0,,anis,anis,,
d_main_17_03_e_46,d_main_17_03_e,Monologue,Locale_MainScenario:d_main_17_03_e_46,False,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,anis,,,
d_main_17_03_e_47,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_47,True,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,rapunzel,rapunzel,,
d_main_17_03_e_48,d_main_17_03_e,Speech,Locale_MainScenario:d_main_17_03_e_48,True,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,rapunzel,rapunzel,,
