id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_ex_armory_09_31,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_31,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_32,d_ex_armory_09,Narration,,Locale_SuddenStory:d_ex_armory_09_32,False,,black,black,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_33,d_ex_armory_09,Narration,,Locale_SuddenStory:d_ex_armory_09_33,False,,black,black,1.0,,,,black,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_34,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_34,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_35,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_35,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_36,d_ex_armory_09,Self,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_36,False,,130,130,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_37,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_37,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_38,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_38,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_39,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_39,True,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_40,d_ex_armory_09,Self,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_40,False,,130,130,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_41,d_ex_armory_09,Monologue,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_41,False,,130,130,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_42,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_42,True,,130,14,1.0,,,rapi_red,,,15,think,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_43,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_43,True,,14,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_44,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_44,True,,14,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_45,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_45,False,,14,14,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_46,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_46,True,,30,30,1.0,,,emma_t,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_47,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_47,True,,150,150,1.0,,,rapi_red,,,15,think,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_48,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_48,True,,30,30,1.0,,,emma_t,,,15,think,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_49,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_49,True,,30,30,1.0,,,emma_t,,,15,think,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_50,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_50,True,,30,30,1.0,,,emma_t,,,15,think,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_51,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_51,True,,12,12,1.0,,,eunhwa_t,,,15,think,,,13,no,,1,idle,,3,idle
d_ex_armory_09_52,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_52,True,,12,12,1.0,,,eunhwa_t,,,15,think,,,13,no,,1,idle,,3,idle
d_ex_armory_09_53,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_53,True,,12,12,1.0,,,vesti_t,,,15,think,,,13,no,,1,idle,,3,idle
d_ex_armory_09_54,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_54,True,,12,12,1.0,,,vesti_t,,,15,think,,,13,no,,1,idle,,3,idle
d_ex_armory_09_55,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_55,True,,12,12,1.0,,,vesti_t,,,15,think,,,13,no,,1,delight,,3,idle
d_ex_armory_09_56,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_56,False,,12,12,1.0,,,eunhwa_t,,,15,think,,,13,angry,,1,delight,,3,idle
d_ex_armory_09_57,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_57,True,,12,14,1.0,,,rapi_red,,,15,think,,,13,angry,,1,delight,,3,idle
d_ex_armory_09_58,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_58,True,,14,14,1.0,,,rapi_red,,,15,think,,,13,angry,,1,delight,,3,idle
d_ex_armory_09_59,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_59,True,,14,14,1.0,,,eunhwa_t,,,15,think,,,13,no,,1,delight,,3,idle
d_ex_armory_09_60,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_60,True,,14,14,1.0,,,eunhwa_t,,,15,think,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_61,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_61,True,,14,14,1.0,,,eunhwa_t,,,15,think,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_62,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_62,True,,14,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_63,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_63,False,,14,13,1.0,,,rapi_red,,,15,delight,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_64,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_64,False,,13,2,1.0,,,rapi_red,,,15,delight,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_65,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_65,True,,2,2,1.0,,,vesti_t,,,15,delight,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_66,d_ex_armory_09,Self,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_66,False,,2,130,1.0,,,,,,15,delight,,,13,idle,,1,delight,,3,idle
d_ex_armory_09_67,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_67,True,,130,130,1.0,,,eunhwa_t,,,15,delight,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_68,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_68,True,,130,130,1.0,,,eunhwa_t,,,15,delight,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_69,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_69,True,,130,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_70,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_70,True,,14,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_71,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_71,True,,14,14,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_72,d_ex_armory_09,Speech,vesti_t,Locale_SuddenStory:d_ex_armory_09_72,True,,2,2,1.0,,,vesti_t,,,15,idle,,,13,idle,,1,angry,,3,idle
d_ex_armory_09_73,d_ex_armory_09,Self,vesti_t,Locale_SuddenStory:d_ex_armory_09_73,False,,2,2,1.0,,,,,,15,idle,,,13,idle,,1,angry,,3,idle
d_ex_armory_09_74,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_74,True,,2,2,1.0,,,emma_t,,,15,idle,,,13,idle,,1,angry,,3,idle
d_ex_armory_09_75,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_75,False,,130,130,1.0,,,eunhwa_t,,,15,idle,,,13,idle,,1,angry,,3,idle
d_ex_armory_09_76,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_76,True,,130,14,1.0,,,eunhwa_t,,,15,idle,,,13,no,,1,idle,,3,idle
d_ex_armory_09_77,d_ex_armory_09,Speech,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_77,True,,14,14,1.0,,,eunhwa_t,,,15,idle,,,13,no,,1,idle,,3,idle
d_ex_armory_09_78,d_ex_armory_09,Self,eunhwa_t,Locale_SuddenStory:d_ex_armory_09_78,False,,14,14,1.0,,,,,,15,idle,,,13,no,,1,idle,,3,idle
d_ex_armory_09_79,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_79,True,,14,14,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,idle
d_ex_armory_09_80,d_ex_armory_09,Speech,emma_t,Locale_SuddenStory:d_ex_armory_09_80,True,,30,30,1.0,,,emma_t,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_81,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_81,True,,150,150,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_82,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_82,True,,150,150,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_83,d_ex_armory_09,Speech,rapi_red,Locale_SuddenStory:d_ex_armory_09_83,True,,150,150,1.0,,,rapi_red,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_84,d_ex_armory_09,Self,rapi_red,Locale_SuddenStory:d_ex_armory_09_84,False,,150,150,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_85,d_ex_armory_09,Monologue,,Locale_SuddenStory:d_ex_armory_09_85,False,,black,black,1.0,,,,,,15,idle,,,13,idle,,1,idle,,3,delight
d_ex_armory_09_86,d_ex_armory_09,Monologue,,Locale_SuddenStory:d_ex_armory_09_86,False,,black,black,1.0,,,,,,15,idle,rapi_red,,13,idle,,1,idle,,3,delight
