id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_26_6_26,d_main_26_06,Monologue,,,Locale_MainScenario:d_main_26_6_26,False,none,black,black,1.0,,,,,chap_26_02,1,idle,chime,,13,idle,crown,,3,idle,redhood,,15,void,anis,,17,surprise,neon
d_main_26_6_27,d_main_26_06,Monologue,,,Locale_MainScenario:d_main_26_6_27,False,,Chap_26_02_01,Chap_26_02_01,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_28,d_main_26_06,Monologue,,,Locale_MainScenario:d_main_26_6_28,False,,Chap_26_02_01,Chap_26_02_01,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_29,d_main_26_06,Monologue,,,Locale_MainScenario:d_main_26_6_29,False,,Chap_26_02_01,Chap_26_02_01,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_30,d_main_26_06,Speech,crown,crown,Locale_MainScenario:d_main_26_6_30,True,,Chap_26_02_01,Chap_26_02_02,1.4,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_31,d_main_26_06,Self,,,Locale_MainScenario:d_main_26_6_31,False,,Chap_26_02_02,Chap_26_02_02,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_32,d_main_26_06,Speech,crown,crown,Locale_MainScenario:d_main_26_6_32,True,,Chap_26_02_02,Chap_26_02_02,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_33,d_main_26_06,Speech,crown,crown,Locale_MainScenario:d_main_26_6_33,True,,Chap_26_02_02,Chap_26_02_02,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_34,d_main_26_06,Speech,crown,crown,Locale_MainScenario:d_main_26_6_34,True,,Chap_26_02_02,Chap_26_02_02,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_26_6_35,d_main_26_06,Monologue,,,Locale_MainScenario:d_main_26_6_35,False,Desert_02,black,black,1.0,,,,,,1,idle,chap_26_02,dorothy,5,think,,redhood,3,think,,anis,1,idle,,neon,13,surprise,
d_main_26_6_36,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_36,True,,12,12,1.0,,,,,,,,,,5,think,,,3,think,,,1,idle,,,13,surprise,
d_main_26_6_37,d_main_26_06,Speech,neon,neon,Locale_MainScenario:d_main_26_6_37,True,,12,12,1.0,,,,,,,,,,5,think,,,3,think,,,1,idle,,,13,surprise,
d_main_26_6_38,d_main_26_06,Self,,,Locale_MainScenario:d_main_26_6_38,False,,12,2,1.0,,,,,,,,,,5,think,,,3,think,,,1,idle,,,13,surprise,
d_main_26_6_39,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_39,True,,2,2,1.0,none,,,,,,,,,5,think,,,3,think,,,1,void,,,13,surprise,
d_main_26_6_40,d_main_26_06,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_6_40,False,,50,50,1.0,event_bgm_redash_thewilds,,,,,,,,,5,think,,,3,think,,,1,void,,,13,idle,
d_main_26_6_41,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_41,True,CountryVillage_d,8,8,1.0,,,,black,,,,,,5,think,dorothy,,3,shy,,,1,void,,,13,idle,
d_main_26_6_42,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_42,True,,8,8,1.0,,,,,,,,,,,,,,3,shy,,,1,void,,,13,idle,
d_main_26_6_43,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_43,True,,8,3,1.0,,,,,,,,,,,,,,3,shy,,,1,void,,,13,idle,
d_main_26_6_44,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_44,True,,3,3,1.0,,,,,,,,,,,,,,3,shy,,,1,void,,,13,idle,
d_main_26_6_45,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_45,False,,3,30,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_46,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_46,True,,30,30,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_47,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_47,True,,30,30,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_48,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_48,True,,30,2,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_49,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_49,True,,2,2,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_50,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_50,True,,2,2,1.0,,,,,,,,,,,,,,3,idle,,,1,void,,,13,idle,
d_main_26_6_51,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_51,True,,2,2,1.0,,,,,,,,,,,,,,3,idle,,,1,worry,,,13,idle,
d_main_26_6_52,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_52,True,,2,2,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_53,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_53,True,,2,2,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_54,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_54,True,,2,2,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_55,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_55,False,,2,2,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_56,d_main_26_06,Speech,neon,neon,Locale_MainScenario:d_main_26_6_56,True,,S_130,S_130,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_57,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_57,True,,30,30,1.0,,,,,,,,,,,,,,3,think,,,1,worry,,,13,idle,
d_main_26_6_58,d_main_26_06,Speech,anis,anis,Locale_MainScenario:d_main_26_6_58,True,,10,10,1.0,,,,,,,,,,,,,,3,think,,,1,void,,,13,idle,
d_main_26_6_59,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_59,True,,30,30,1.0,,,,,,,,,,,,,,3,think,,,1,void,,,13,idle,
d_main_26_6_60,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_60,True,,30,3,1.0,,,,,,,,,,,,,,3,think,,,1,void,,,13,idle,
d_main_26_6_61,d_main_26_06,Speech,redhood,redhood,Locale_MainScenario:d_main_26_6_61,True,,3,3,1.0,,,,,,,,,,,,,,3,think,,,1,void,,,13,idle,
