id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/hide_char_id
d_main_32_08_e_30,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_30,False,,1,idle,,13,angry,,black,black,1.0,,,,,,15,angry,,17,angry,vesti,,,,,,,,,,
d_main_32_08_e_31,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_31,True,,1,idle,,13,angry,,10,100,1.0,,,,,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_32,d_main_32_08_e,Narration,behemoth,,Locale_MainScenario:d_main_32_08_e_32,False,,1,idle,,13,angry,,100,100,1.0,,,sfx_scn_explosions,Low_2,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_33,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_33,False,,1,idle,,13,angry,,black,black,1.0,,,,,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_34,d_main_32_08_e,Self,rapi,,Locale_MainScenario:d_main_32_08_e_34,False,,1,idle,,13,angry,,17,1315,1.0,,,,,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_35,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_35,True,,1,idle,,13,angry,,1315,1,1.0,,,,,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_36,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_36,False,,1,idle,,13,angry,,black,black,1.0,,,,,,15,angry,,,,,,,,,,,,,,
d_main_32_08_e_37,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_37,False,,1,idle,,13,angry,,black,black,1.0,,rapi,,,,15,angry,,,,,anis,,,,,,,,,
d_main_32_08_e_38,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_38,False,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_39,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_39,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_40,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_40,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_41,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_41,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_42,d_main_32_08_e,Narration,behemoth,,Locale_MainScenario:d_main_32_08_e_42,False,,1,void,,,,,black,black,1.0,,,sfx_scn_sglassbreak,,,,,,,,,,,,,,,,,,
d_main_32_08_e_43,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_43,False,,1,void,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_44,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_44,False,,1,void,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_45,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_45,False,,1,void,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_46,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_46,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_47,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_47,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_48,d_main_32_08_e,Narration,behemoth,,Locale_MainScenario:d_main_32_08_e_48,False,,1,void,,,,,black,black,1.0,,,sfx_scn_medhit,,,,,,,,,,,,,,,,,,
d_main_32_08_e_49,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_49,True,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_50,d_main_32_08_e,Self,behemoth,,Locale_MainScenario:d_main_32_08_e_50,False,,1,void,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_51,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_51,True,,1,void,,,,,10,100,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_52,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_52,False,,1,void,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_53,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_53,False,,1,void,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_54,d_main_32_08_e,Monologue,behemoth,,Locale_MainScenario:d_main_32_08_e_54,False,,1,void,,,,,100,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_55,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_55,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_56,d_main_32_08_e,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_32_08_e_56,True,,1,idle,shifty_r,OP_rightup,angry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_57,d_main_32_08_e,Narration,behemoth,,Locale_MainScenario:d_main_32_08_e_57,False,,1,idle,,OP_rightup,angry,,black,black,1.0,,shifty_r,sfx_scn_hugestomp,,,,,,,,,,,,,,,,,,
d_main_32_08_e_58,d_main_32_08_e,Narration,behemoth,,Locale_MainScenario:d_main_32_08_e_58,False,,1,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_59,d_main_32_08_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_32_08_e_59,True,,1,idle,mana_op,OP_leftup,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_60,d_main_32_08_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_08_e_60,True,,1,idle,,OP_leftup,idle,,1,100,1.5,,mana_op,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_61,d_main_32_08_e,Narration,,,Locale_MainScenario:d_main_32_08_e_61,False,,1,idle,,,,,black,black,1.0,,,sfx_scn_activate,,,,,,,,,,behemoth,,,,,,,,
d_main_32_08_e_62,d_main_32_08_e,Monologue,,,Locale_MainScenario:d_main_32_08_e_62,False,,,,,,,,black,black,1.0,,,sfx_scn_lostsectorcreate2,,,,,,,,,,,,,,,,,,
d_main_32_08_e_63,d_main_32_08_e,Monologue,,,Locale_MainScenario:d_main_32_08_e_63,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_64,d_main_32_08_e,Monologue,,,Locale_MainScenario:d_main_32_08_e_64,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_32_08_e_65,d_main_32_08_e,Monologue,,,Locale_MainScenario:d_main_32_08_e_65,False,,,,rapi,13,idle,,black,black,1.0,,,,,anis,15,worry,,,,,,,grave_no,1,idle,,,,,
d_main_32_08_e_66,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_66,True,,,,,13,idle,,13,130,1.0,,,,,,15,worry,vesti,17,shy,,,,,1,idle,neon,19,idle,,
d_main_32_08_e_67,d_main_32_08_e,Speech,anis,anis,Locale_MainScenario:d_main_32_08_e_67,True,,,,,13,idle,,130,150,1.0,,,,,,15,worry,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_68,d_main_32_08_e,Speech,vesti,vesti,Locale_MainScenario:d_main_32_08_e_68,True,,,,,13,idle,,150,XS_170,1.0,,,,,,15,worry,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_69,d_main_32_08_e,Speech,neon,neon,Locale_MainScenario:d_main_32_08_e_69,True,,,,,13,idle,,XS_170,S_190,1.0,,,,,,15,worry,,17,shy,,,,,1,idle,,19,delight,,
d_main_32_08_e_70,d_main_32_08_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_08_e_70,False,,,,,13,idle,,L_10,L_10,1.0,,,,,,15,worry,,17,shy,,,,,1,idle,,19,delight,,
d_main_32_08_e_71,d_main_32_08_e,Self,grave_no,,Locale_MainScenario:d_main_32_08_e_71,False,,,,,13,idle,,L_10,L_10,1.0,,,,,,15,worry,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_72,d_main_32_08_e,Self,grave_no,,Locale_MainScenario:d_main_32_08_e_72,False,,,,,13,idle,,L_10,L_10,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_73,d_main_32_08_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_08_e_73,True,,,,,13,idle,,L_10,L_10,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_74,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_74,True,,,,,13,delight,,L_10,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_75,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_75,True,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_76,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_76,True,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_77,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_77,True,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_78,d_main_32_08_e,Self,rapi,,Locale_MainScenario:d_main_32_08_e_78,False,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_79,d_main_32_08_e,Monologue,rapi,,Locale_MainScenario:d_main_32_08_e_79,False,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_80,d_main_32_08_e,Monologue,rapi,,Locale_MainScenario:d_main_32_08_e_80,False,,,,,13,idle,,130,130,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_81,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_81,True,,,,,13,delight,,130,1300,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_82,d_main_32_08_e,Monologue,rapi,,Locale_MainScenario:d_main_32_08_e_82,False,,,,,13,idle,,1300,1300,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_83,d_main_32_08_e,Self,rapi,,Locale_MainScenario:d_main_32_08_e_83,False,,,,,13,idle,,1300,1300,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_84,d_main_32_08_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_08_e_84,True,,,,,13,idle,,L_100,L_100,1.0,,,,,,15,idle,,17,shy,,,,,1,idle,,19,idle,,
d_main_32_08_e_85,d_main_32_08_e,Monologue,vesti,,Locale_MainScenario:d_main_32_08_e_85,False,,,,,13,idle,,black,black,1.0,,,,,,15,idle,,15,shy,,anis,,,1,idle,,19,idle,neon,grave_no
d_main_32_08_e_86,d_main_32_08_e,Speech,vesti,vesti,Locale_MainScenario:d_main_32_08_e_86,True,,,,,13,idle,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_87,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_87,True,,,,,13,idle,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_88,d_main_32_08_e,Speech,vesti,vesti,Locale_MainScenario:d_main_32_08_e_88,True,,,,,13,idle,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_89,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_89,True,,,,,13,idle,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_90,d_main_32_08_e,Speech,vesti,vesti,Locale_MainScenario:d_main_32_08_e_90,True,,,,,13,idle,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_91,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_91,False,,,,,13,think,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_92,d_main_32_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_32_08_e_92,True,,,,,13,delight,,1315,1315,1.0,,,,,,,,,15,shy,,,,,,,,,,,
d_main_32_08_e_93,d_main_32_08_e,Speech,vesti,vesti,Locale_MainScenario:d_main_32_08_e_93,True,,,,,13,delight,,1315,1315,1.0,,,,,,,,,15,delight,,,,,,,,,,,
