id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_filter_01,set_filter_02
d_ex_outdoorpool_08_18,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_18,True,,2,idle,,12,sad,,120,120,1.0,,,,,
d_ex_outdoorpool_08_19,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_19,False,,2,idle,,12,sad,,120,120,1.0,,,,,
d_ex_outdoorpool_08_20,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_20,True,,2,idle,,12,sad,,120,120,1.0,,,,,
d_ex_outdoorpool_08_21,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_21,True,,2,idle,,12,idle,,120,120,1.0,,,,,
d_ex_outdoorpool_08_22,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_22,True,,2,idle,,12,idle,,120,120,1.0,,,,,
d_ex_outdoorpool_08_23,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_23,True,,2,angry,,12,idle,,120,S_20,1.0,,,,,
d_ex_outdoorpool_08_24,d_ex_outdoorpool_08,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_08_24,False,,2,angry,,12,idle,,S_20,S_20,1.0,,d_ex_outdoorpool_08_26,,,
d_ex_outdoorpool_08_25,d_ex_outdoorpool_08,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_08_25,False,,2,angry,,12,idle,,S_20,S_20,1.0,,d_ex_outdoorpool_08_26,,,
d_ex_outdoorpool_08_26,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_26,True,,2,idle,,12,think,,S_20,120,0.5,,,,,
d_ex_outdoorpool_08_27,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_27,True,,2,idle,,12,think,,120,120,1.0,,,,,
d_ex_outdoorpool_08_28,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_28,True,,2,idle,,12,think,,120,120,1.0,,,,,
d_ex_outdoorpool_08_29,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_29,True,,2,idle,,12,think,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_30,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_30,False,,2,idle,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_31,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_31,True,,2,angry,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_32,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_32,True,,2,angry,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_33,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_33,True,,2,angry,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_34,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_34,True,,2,angry,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_35,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_35,True,,2,angry,,12,sad,,120,120,1.0,,,,,
d_ex_outdoorpool_08_36,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_36,True,,2,delight,,12,sad,,120,S_20,0.5,,,,,
d_ex_outdoorpool_08_37,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_37,True,,2,delight,,12,sad,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_38,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_38,True,,2,delight,,12,sad,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_39,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_39,True,,2,delight,,12,sad,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_40,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_40,True,,2,delight,,12,sad,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_41,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_41,True,,2,delight,,12,sad,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_42,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_42,True,,2,delight,,12,sad,,S_20,1,1.0,,,,,
d_ex_outdoorpool_08_43,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_43,True,,2,idle,,12,idle,,1,1,1.0,,,,,
d_ex_outdoorpool_08_44,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_44,False,,2,idle,,12,idle,,1,1,1.0,,,,,
d_ex_outdoorpool_08_45,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_45,False,,2,idle,,12,shy,,1,120,1.0,,,,,
d_ex_outdoorpool_08_46,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_46,True,,2,surprise,,12,shy,,120,S_20,1.0,,,,,
d_ex_outdoorpool_08_47,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_47,False,,2,surprise,,12,shy,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_48,d_ex_outdoorpool_08,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_08_48,False,,2,surprise,,12,shy,,S_20,1,1.0,,,,,
d_ex_outdoorpool_08_49,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_49,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_50,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_50,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_51,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_51,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_52,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_52,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_53,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_53,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_54,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_54,True,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_55,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_55,False,,2,surprise,,12,shy,,1,1,1.0,,,,,
d_ex_outdoorpool_08_56,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_56,False,,2,idle,,12,sad,,1,120,2.0,,,,,
d_ex_outdoorpool_08_57,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_57,True,,2,idle,,12,sad,,120,120,1.0,,,,,
d_ex_outdoorpool_08_58,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_58,True,,2,idle,,12,idle,,120,120,1.0,,,,,
d_ex_outdoorpool_08_59,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_59,True,,2,idle,,12,idle,,120,120,1.0,,,,,
d_ex_outdoorpool_08_60,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_60,True,,2,sad,,12,idle,,120,S_20,1.0,,,,,
d_ex_outdoorpool_08_61,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_61,True,,2,sad,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_62,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_62,True,,2,sad,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_63,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_63,True,,2,idle,,12,shy,,S_20,120,0.6,,,,,
d_ex_outdoorpool_08_64,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_64,True,,2,idle,,12,shy,,120,120,1.0,,,,,
d_ex_outdoorpool_08_65,d_ex_outdoorpool_08,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_08_65,False,,2,idle,,12,shy,,120,120,1.0,,d_ex_outdoorpool_08_67,,,
d_ex_outdoorpool_08_66,d_ex_outdoorpool_08,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_08_66,False,,2,idle,,12,shy,,120,120,1.0,,d_ex_outdoorpool_08_70,,,
d_ex_outdoorpool_08_67,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_67,True,,2,idle,,12,shy,,120,1200,1.0,,,,,
d_ex_outdoorpool_08_68,d_ex_outdoorpool_08,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_08_68,False,,2,idle,,12,shy,,1200,1200,1.0,,,,,
d_ex_outdoorpool_08_69,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_69,False,,2,idle,,12,shy,,1200,1200,1.0,,,,,
d_ex_outdoorpool_08_70,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_70,True,,2,idle,,12,shy,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_71,d_ex_outdoorpool_08,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_08_71,False,,2,idle,,12,idle,,black,black,1.0,,,sfx_scn_splash,,
d_ex_outdoorpool_08_72,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_72,False,,2,sad,,12,idle,,black,black,1.0,,,,,
d_ex_outdoorpool_08_73,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_73,False,,2,sad,,12,special,,120,120,1.0,,,,,
d_ex_outdoorpool_08_74,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_74,False,,2,sad,,12,special,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_75,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_75,True,,2,sad,,12,special,,S_20,1,0.7,,,,,
d_ex_outdoorpool_08_76,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_76,True,,2,sad,,12,special,,1,1,1.0,,,,,
d_ex_outdoorpool_08_77,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_77,True,,2,sad,,12,special,,1,1,1.0,,,,,
d_ex_outdoorpool_08_78,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_78,False,,2,sad,,12,special,,1,1,1.0,,,,,
d_ex_outdoorpool_08_79,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_79,True,,2,sad,,12,special,,1,1,1.0,,,,,
d_ex_outdoorpool_08_80,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_80,False,,2,idle,,12,sad,,1,1,1.0,,,,,
d_ex_outdoorpool_08_81,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_81,False,,2,idle,,12,sad,,1,1,1.0,,,,,
d_ex_outdoorpool_08_82,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_82,True,,2,surprise,,12,idle,,1,S_20,1.0,,,,,
d_ex_outdoorpool_08_83,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_83,True,,2,surprise,,12,idle,,S_20,S_20,1.0,,,,,
d_ex_outdoorpool_08_84,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_84,True,,2,angry,,12,idle,,S_20,S_200,1.0,,,,,
d_ex_outdoorpool_08_85,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_85,True,,2,angry,,12,idle,,S_200,S_200,1.0,,,,,
d_ex_outdoorpool_08_86,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_86,True,,2,angry,,12,idle,,S_200,S_200,1.0,,,,,
d_ex_outdoorpool_08_87,d_ex_outdoorpool_08,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_08_87,False,,2,angry,,12,idle,,black,black,1.0,,,,,
d_ex_outdoorpool_08_88,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_88,False,,2,angry,,12,idle,,16,16,1.0,,,,,
d_ex_outdoorpool_08_89,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_89,False,,2,angry,,12,special,,16,16,1.0,,,,,
d_ex_outdoorpool_08_90,d_ex_outdoorpool_08,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_08_90,False,,2,angry,,12,special,,16,16,1.0,,,,,
d_ex_outdoorpool_08_91,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_91,True,,2,angry,,12,special,,16,1,1.0,,,,,
d_ex_outdoorpool_08_92,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_92,True,,2,angry,,12,special,,1,1,1.0,,,,,
d_ex_outdoorpool_08_93,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_93,True,,2,angry,,12,angry,,1,1,1.0,,,,,
d_ex_outdoorpool_08_94,d_ex_outdoorpool_08,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_08_94,False,,2,idle,,12,angry,,black,black,1.0,none,,sfx_scn_splash,,
d_ex_outdoorpool_08_95,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_95,False,,2,idle,,12,surprise,,1,1,1.0,,,,,
d_ex_outdoorpool_08_96,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_96,False,,2,idle,,12,surprise,,1,1,1.0,,,,,
d_ex_outdoorpool_08_97,d_ex_outdoorpool_08,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_08_97,False,,2,idle,,12,surprise,,1,1,1.0,,,,,
d_ex_outdoorpool_08_98,d_ex_outdoorpool_08,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_08_98,False,,2,surprise,,12,special,,1,15,2.0,bgm_story_trauma	,,sfx_scn_splash,Red,Vignetting
d_ex_outdoorpool_08_99,d_ex_outdoorpool_08,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_08_99,False,,2,surprise,,12,special,,15,1500,1.0,,,sfx_scn_spraywater,Red,Vignetting
d_ex_outdoorpool_08_100,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_100,False,,2,surprise,,12,special,,1500,1500,1.0,,,,Red,Vignetting
d_ex_outdoorpool_08_101,d_ex_outdoorpool_08,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_08_101,False,,2,surprise,,12,special,,1500,1500,1.0,,,,Red,Vignetting
d_ex_outdoorpool_08_102,d_ex_outdoorpool_08,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_08_102,True,,2,surprise,,12,special,,1,1,1.0,,,,Red,Vignetting
d_ex_outdoorpool_08_103,d_ex_outdoorpool_08,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_08_103,False,,2,surprise,,12,special,,black,black,1.0,,,,Red,Vignetting
