id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_15af_04_28,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_28,False,,2,idle,,12,idle,,2,2,1.0,
d_main_15af_04_29,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_29,True,,2,surprise,,12,idle,,2,2,1.0,
d_main_15af_04_30,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_30,True,,2,idle,,12,idle,,2,2,1.0,
d_main_15af_04_31,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_31,False,,2,idle,,12,idle,,2,2,1.0,
d_main_15af_04_32,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_32,True,,2,angry,,12,idle,,2,XS_20,1.0,
d_main_15af_04_33,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_33,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_34,d_main_15af_04,Speech,rian,rian,Locale_MainScenario:d_main_15af_04_34,True,,2,angry,,12,delight,,S_120,S_120,1.0,
d_main_15af_04_35,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_35,True,,2,surprise,,12,delight,,S_120,XS_20,1.0,
d_main_15af_04_36,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_36,False,,2,surprise,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_37,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_37,False,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_38,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_38,False,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_39,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_39,False,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_40,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_40,False,,2,think,,12,idle,,XS_20,2,2.0,
d_main_15af_04_41,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_41,True,,2,think,,12,idle,,2,2,1.0,
d_main_15af_04_42,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_42,True,,2,angry,,12,idle,,2,XS_20,0.3,
d_main_15af_04_43,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_43,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_44,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_44,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_45,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_45,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_46,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_46,True,,2,angry,,12,idle,,XS_20,XS_200,1.0,
d_main_15af_04_47,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_47,False,,2,angry,,12,idle,,XS_200,XS_200,1.0,
d_main_15af_04_48,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_48,False,,2,angry,,12,idle,,XS_200,XS_200,1.0,
d_main_15af_04_49,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_49,False,,2,angry,,12,idle,,XS_200,XS_20,2.0,
d_main_15af_04_50,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_50,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_51,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_51,True,,2,think,,12,idle,,XS_20,2,2.0,
d_main_15af_04_52,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_52,True,,2,idle,,12,idle,,2,2,1.0,
d_main_15af_04_53,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_53,True,,2,idle,,12,idle,,2,2,1.0,
d_main_15af_04_54,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_54,True,,2,surprise,,12,idle,,2,2,1.0,
d_main_15af_04_55,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_55,True,,2,surprise,,12,idle,,2,XS_20,2.0,
d_main_15af_04_56,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_56,True,,2,idle,,12,idle,,XS_20,XS_20,1.0,
d_main_15af_04_57,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_57,True,,2,think,,12,idle,,XS_20,XS_200,2.0,
d_main_15af_04_58,d_main_15af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_15af_04_58,True,,2,idle,,12,idle,,XS_200,XS_200,1.0,
d_main_15af_04_59,d_main_15af_04,Self,syuen,Self,Locale_MainScenario:d_main_15af_04_59,False,,2,idle,,12,idle,,XS_200,XS_200,1.0,
