id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_25_03_s_17,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_17,True,,3,think,,1,void,,13,idle,,2,2,1.0,
d_main_25_03_s_18,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_18,True,,3,think,,1,void,,13,idle,,2,2,1.0,
d_main_25_03_s_19,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_19,True,,3,think,,1,void,,13,idle,,2,10,1.0,
d_main_25_03_s_20,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_20,True,,3,think,,1,void,,13,idle,,10,10,1.0,
d_main_25_03_s_21,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_21,True,,3,think,,1,sad,,13,idle,,10,10,1.0,
d_main_25_03_s_22,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_22,True,,3,think,,1,void,,13,idle,,10,10,1.0,
d_main_25_03_s_23,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_23,True,,3,think,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_24,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_24,True,,3,think,,1,void,,13,idle,,10,10,1.0,
d_main_25_03_s_25,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_25,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_26,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_26,True,,3,think,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_27,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_27,False,,3,think,,1,void,,13,idle,,30,300,2.0,
d_main_25_03_s_28,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_28,True,,3,think,,1,void,,13,idle,,300,300,1.0,
d_main_25_03_s_29,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_29,True,,3,think,,1,void,,13,idle,,300,300,1.0,
d_main_25_03_s_30,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_30,True,,3,think,,1,void,,13,idle,,300,300,1.0,
d_main_25_03_s_31,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_31,True,,3,think,,1,idle,,13,idle,,10,10,1.0,
d_main_25_03_s_32,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_32,True,,3,think,,1,idle,,13,idle,,10,10,1.0,
d_main_25_03_s_33,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_33,True,,3,idle,,1,idle,,13,idle,,10,2,1.0,
d_main_25_03_s_34,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_34,True,,3,think,,1,idle,,13,idle,,2,2,1.0,
d_main_25_03_s_35,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_35,True,,3,think,,1,worry,,13,idle,,2,2,1.0,
d_main_25_03_s_36,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_36,True,,3,think,,1,void,,13,idle,,2,2,1.0,
d_main_25_03_s_37,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_37,True,,3,think,,1,void,,13,idle,,2,2,1.0,
d_main_25_03_s_38,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_38,True,,3,think,,1,void,,13,idle,,2,2,1.0,
d_main_25_03_s_39,d_main_25_03_s,Speech,anis,anis,Locale_MainScenario:d_main_25_03_s_39,True,,3,think,,1,worry,,13,idle,,2,2,1.0,
d_main_25_03_s_40,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_40,True,,3,think,,1,worry,,13,idle,,2,2,1.0,
d_main_25_03_s_41,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_41,True,,3,think,,1,void,,13,idle,,S_130,S_130,1.0,
d_main_25_03_s_42,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_42,True,,3,idle,,1,void,,13,idle,,S_130,S_130,1.0,
d_main_25_03_s_43,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_43,True,,3,idle,,1,void,,13,no,,S_130,S_1300,1.0,
d_main_25_03_s_44,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_44,True,,3,think,,1,void,,13,no,,30,30,1.0,
d_main_25_03_s_45,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_45,True,,3,think,,1,void,,13,idle,,S_1300,S_1300,1.0,
d_main_25_03_s_46,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_46,True,,3,think,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_47,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_47,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_48,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_48,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_49,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_49,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_50,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_50,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_51,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_51,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_52,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_52,True,,3,idle,,1,void,,13,idle,,30,30,1.0,
d_main_25_03_s_53,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_53,True,,3,idle,,1,void,,13,idle,,S_1300,S_130,1.0,
d_main_25_03_s_54,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_54,True,,3,idle,,1,void,,13,no,,S_130,S_130,1.0,
d_main_25_03_s_55,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_55,True,,3,idle,,1,void,,13,no,,S_130,S_130,1.0,
d_main_25_03_s_56,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_56,True,,3,idle,,1,void,,13,no,,30,30,1.0,
d_main_25_03_s_57,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_57,True,,3,idle,,1,void,,13,delight,,S_130,S_130,1.0,
d_main_25_03_s_58,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_58,True,,3,think,,1,void,,13,delight,,30,30,1.0,
d_main_25_03_s_59,d_main_25_03_s,Narration,dorothy,,Locale_MainScenario:d_main_25_03_s_59,False,,3,think,,1,void,,13,delight,,S_130,S_1300,2.0,
d_main_25_03_s_60,d_main_25_03_s,Narration,dorothy,,Locale_MainScenario:d_main_25_03_s_60,False,,3,think,,1,void,,13,delight,,30,300,2.0,
d_main_25_03_s_61,d_main_25_03_s,Speech,neon,neon,Locale_MainScenario:d_main_25_03_s_61,True,,3,think,,1,void,,13,delight,,300,300,1.0,
d_main_25_03_s_62,d_main_25_03_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_s_62,True,,3,think,,1,void,,13,delight,,300,300,1.0,
