id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_workshop_02_18,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_18,False,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,sad,
d_ex_workshop_02_19,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_19,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,sad,
d_ex_workshop_02_20,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_20,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,sad,
d_ex_workshop_02_21,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_21,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,sad,
d_ex_workshop_02_22,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_22,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,sad,
d_ex_workshop_02_23,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_23,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_24,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_24,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_25,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_25,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,delight,
d_ex_workshop_02_26,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_26,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,delight,
d_ex_workshop_02_27,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_27,False,,1315,1315,1.0,,,d_ex_workshop_02_29,,1,idle,,13,idle,,15,delight,
d_ex_workshop_02_28,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_28,False,,1315,1315,1.0,,,d_ex_workshop_02_32,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_29,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_29,True,,1315,1,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_30,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_30,True,,1,1,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_31,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_31,True,,1,1,1.0,,,d_ex_workshop_02_36,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_32,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_32,True,,1315,1,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_33,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_33,True,,1,L_10,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_34,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_34,True,,L_10,L_10,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_35,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_35,True,,L_10,1,1.0,,,d_ex_workshop_02_36,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_36,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_36,True,,1,113,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_37,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_37,True,,113,113,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_38,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_38,False,,black,black,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_39,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_39,False,,black,black,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_40,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_40,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,idle,
d_ex_workshop_02_41,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_41,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_42,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_42,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_43,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_43,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_44,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_44,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_45,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_45,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_46,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_46,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_47,d_ex_workshop_02,Speech,poli,poli,Locale_SuddenStory:d_ex_workshop_02_47,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,delight,
d_ex_workshop_02_48,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_48,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,delight,
d_ex_workshop_02_49,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_49,False,,1315,1315,1.0,,,,,1,idle,,13,idle,,19,delight,poli
d_ex_workshop_02_50,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_50,True,,1315,113,1.0,,,,,1,delight,,13,idle,,,,
d_ex_workshop_02_51,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_51,False,,113,113,1.0,,sfx_scn_bikeengine,,,1,delight,,13,idle,,,,
d_ex_workshop_02_52,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_52,True,,113,113,1.0,,,,,1,delight,,13,idle,,,,
d_ex_workshop_02_53,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_53,False,,113,113,1.0,,,,,1,delight,,13,idle,,,,
d_ex_workshop_02_54,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_54,False,,113,113,1.0,,sfx_scn_toyshopbell,,,1,delight,,13,idle,,,,
d_ex_workshop_02_55,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_55,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_56,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_56,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,sugar,15,idle,
d_ex_workshop_02_57,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_57,True,,L_10,L_10,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_58,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_58,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_59,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_59,False,,S_150,S_150,1.0,,,d_ex_workshop_02_61,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_60,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_60,False,,S_150,S_150,1.0,,,d_ex_workshop_02_62,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_61,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_61,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_62,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_62,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_63,d_ex_workshop_02,Self,,,Locale_SuddenStory:d_ex_workshop_02_63,False,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_64,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_64,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_65,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_65,True,,S_150,S_150,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_66,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_66,True,,S_150,1315,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_67,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_67,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_68,d_ex_workshop_02,Speech,sugar,sugar,Locale_SuddenStory:d_ex_workshop_02_68,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,
d_ex_workshop_02_69,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_69,False,,black,black,1.0,,,,,1,idle,,16,idle,,15,idle,sugar
d_ex_workshop_02_70,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_70,False,,black,black,1.0,,sfx_scn_bikeengine,,,1,idle,,16,idle,,,,
d_ex_workshop_02_71,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_71,False,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_72,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_72,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_73,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_73,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_74,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_74,True,,113,113,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_75,d_ex_workshop_02,Self,,,Locale_SuddenStory:d_ex_workshop_02_75,False,,113,113,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_76,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_76,True,,113,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_77,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_77,True,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_78,d_ex_workshop_02,Self,,,Locale_SuddenStory:d_ex_workshop_02_78,False,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_79,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_79,True,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_80,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_80,True,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_81,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_81,False,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_82,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_82,True,,XS_130,XS_130,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_83,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_83,False,,XS_130,XS_130,1.0,,,d_ex_workshop_02_85,,8,idle,,13,idle,,,,
d_ex_workshop_02_84,d_ex_workshop_02,Choice,,,Locale_SuddenStory:d_ex_workshop_02_84,False,,XS_130,XS_130,1.0,,,d_ex_workshop_02_87,,8,idle,,13,idle,,,,
d_ex_workshop_02_85,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_85,True,,XS_130,XS_1300,1.0,,,,,8,idle,,13,idle,,,,
d_ex_workshop_02_86,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_86,True,,XS_1300,XS_1300,1.0,,,d_ex_workshop_02_89,,8,idle,,13,idle,,,,
d_ex_workshop_02_87,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_87,True,,XS_130,XS_1300,1.0,,,,,8,idle,,13,delight,,,,
d_ex_workshop_02_88,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_88,True,,XS_1300,XS_1300,1.0,,,d_ex_workshop_02_89,,8,idle,,13,delight,,,,
d_ex_workshop_02_89,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_89,True,,XS_1300,XS_1300,1.0,,,,,8,idle,,13,delight,,,,
d_ex_workshop_02_90,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_90,True,,XS_1300,XS_1300,1.0,,,,,8,idle,,13,delight,,,,
d_ex_workshop_02_91,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_91,True,,XS_1300,113,1.0,,,,,1,idle,,13,delight,,,,
d_ex_workshop_02_92,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_92,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_93,d_ex_workshop_02,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_02_93,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_94,d_ex_workshop_02,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_02_94,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_95,d_ex_workshop_02,Self,,,Locale_SuddenStory:d_ex_workshop_02_95,False,,113,113,1.0,,,,,1,idle,,13,idle,,,,
d_ex_workshop_02_96,d_ex_workshop_02,Narration,,,Locale_SuddenStory:d_ex_workshop_02_96,False,,black,black,1.0,,,,,1,idle,,13,delight,,,,
