id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_maidcafe_09_11,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_11,True,,3,3,1.0,,,blanc,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_12,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_12,True,,3,L_20,1.0,,,noir,,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_13,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_13,True,,L_20,S_120,1.0,,,soda_b,,,4,idle,,,2,delight,,,12,delight,
d_ex_maidcafe_09_14,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_14,True,,S_120,S_120,1.0,,,soda_b,,,4,idle,,,2,delight,,,12,delight,
d_ex_maidcafe_09_15,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_15,True,,3,3,1.0,,,blanc,,,4,idle,,,2,delight,,,12,delight,
d_ex_maidcafe_09_16,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_16,True,,3,3,1.0,,,blanc,,,4,idle,,,2,delight,,,12,delight,
d_ex_maidcafe_09_17,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_17,True,,S_120,S_120,1.0,,,soda_b,,,4,idle,,,2,delight,,,12,delight,
d_ex_maidcafe_09_18,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_18,True,,S_120,S_1200,1.0,,,soda_b,,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_19,d_ex_maidcafe_09,Monologue,blanc,Locale_SuddenStory:d_ex_maidcafe_09_19,False,,S_1200,S_1200,1.0,,,,,,4,idle,,,2,delight,,,12,idle,soda_b
d_ex_maidcafe_09_20,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_20,True,,3,3,1.0,,,blanc,,,4,delight,,,2,delight,,,,,
d_ex_maidcafe_09_21,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_21,True,,3,3,1.0,,,blanc,,,4,delight,,,2,delight,,,,,
d_ex_maidcafe_09_22,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_22,True,,3,3,1.0,,,noir,,,4,idle,,,2,idle,,,,,
d_ex_maidcafe_09_23,d_ex_maidcafe_09,Self,noir,Locale_SuddenStory:d_ex_maidcafe_09_23,False,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,
d_ex_maidcafe_09_24,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_24,True,,3,12,1.0,,,soda_b,,,4,idle,,,2,idle,,soda_b,12,delight,
d_ex_maidcafe_09_25,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_25,True,,12,S_120,1.0,,,soda_b,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_26,d_ex_maidcafe_09,Self,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_26,False,,S_120,S_120,1.0,,,,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_27,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_27,True,,4,L_40,1.0,,,blanc,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_28,d_ex_maidcafe_09,Monologue,blanc,Locale_SuddenStory:d_ex_maidcafe_09_28,False,,L_40,L_40,1.0,sfx_scn_dishdebris,,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_29,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_29,True,,L_40,3,1.0,,,blanc,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_30,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_30,True,,3,3,1.0,,,noir,,,4,delight,,,2,delight,,,12,idle,
d_ex_maidcafe_09_31,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_31,True,,3,3,1.0,,,blanc,,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_32,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_32,True,,3,3,1.0,,,blanc,,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_33,d_ex_maidcafe_09,Choice,blanc,Locale_SuddenStory:d_ex_maidcafe_09_33,False,,3,3,1.0,,,,d_ex_maidcafe_09_35,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_34,d_ex_maidcafe_09,Choice,blanc,Locale_SuddenStory:d_ex_maidcafe_09_34,False,,3,3,1.0,,,,d_ex_maidcafe_09_36,,4,idle,,,2,delight,,,12,idle,
d_ex_maidcafe_09_35,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_35,True,,3,3,1.0,,,blanc,d_ex_maidcafe_09_38,,4,think,,,2,delight,,,12,idle,
d_ex_maidcafe_09_36,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_36,True,,3,3,1.0,,,noir,,,4,think,,,2,surprise,,,12,idle,
d_ex_maidcafe_09_37,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_37,True,,3,3,1.0,,,noir,d_ex_maidcafe_09_38,,4,think,,,2,surprise,,,12,idle,
d_ex_maidcafe_09_38,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_38,True,,3,S_120,1.0,,,soda_b,,,4,think,,,2,idle,,,12,delight,
d_ex_maidcafe_09_39,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_39,True,,S_120,S_120,1.0,,,soda_b,,,4,think,,,2,idle,,,12,delight,
d_ex_maidcafe_09_40,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_40,True,,3,3,1.0,,,blanc,,,4,delight,,,2,idle,,,12,delight,
d_ex_maidcafe_09_41,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_41,True,,3,3,1.0,,,noir,,,4,delight,,,2,idle,,,12,delight,
d_ex_maidcafe_09_42,d_ex_maidcafe_09,Self,noir,Locale_SuddenStory:d_ex_maidcafe_09_42,False,,3,1,1.0,,,,,,4,delight,,,2,idle,,,12,delight,
d_ex_maidcafe_09_43,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_43,True,,1,1,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,delight,
d_ex_maidcafe_09_44,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_44,True,,1,1,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,delight,
d_ex_maidcafe_09_45,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_45,True,,1,S_120,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_46,d_ex_maidcafe_09,Monologue,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_46,False,,black,black,1.0,sfx_scn_putdown,,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_47,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_47,True,,S_120,S_120,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_48,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_48,True,,3,3,1.0,,,blanc,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_49,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_49,True,,3,3,1.0,,,noir,,,4,delight,,,2,delight,,,12,idle,
d_ex_maidcafe_09_50,d_ex_maidcafe_09,Monologue,noir,Locale_SuddenStory:d_ex_maidcafe_09_50,False,,black,black,1.0,,,,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_51,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_51,True,,S_120,S_120,1.0,,,soda_b,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_52,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_52,True,,S_120,L_20,1.0,,,noir,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_53,d_ex_maidcafe_09,Self,noir,Locale_SuddenStory:d_ex_maidcafe_09_53,False,,L_20,L_20,1.0,,,,,,4,idle,,,2,idle,,,12,idle,
d_ex_maidcafe_09_54,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_54,True,,L_20,L_40,1.0,,,blanc,,,4,think,,,2,idle,,,12,idle,
d_ex_maidcafe_09_55,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_55,True,,S_120,S_120,1.0,,,soda_b,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_56,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_56,True,,S_120,S_120,1.0,,,soda_b,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_57,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_57,True,,L_40,L_40,1.0,,,blanc,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_58,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_58,True,,L_40,L_40,1.0,,,soda_b,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_59,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_59,True,,L_40,L_40,1.0,,,blanc,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_60,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_60,True,,L_40,3,1.0,,,noir,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_61,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_61,True,,3,3,1.0,,,noir,,,4,think,,,2,idle,,,12,worry,
d_ex_maidcafe_09_62,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_62,True,,3,3,1.0,,,blanc,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_63,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_63,True,,3,3,1.0,,,blanc,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_64,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_64,True,,3,12,1.0,,,soda_b,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_65,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_65,True,,12,12,1.0,,,soda_b,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_66,d_ex_maidcafe_09,Self,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_66,False,,12,12,1.0,,,,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_67,d_ex_maidcafe_09,Self,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_67,False,,12,3,1.0,,,,,,4,idle,,,2,idle,,,12,worry,
d_ex_maidcafe_09_68,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_68,True,,3,3,1.0,,,blanc,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_69,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_69,True,,3,3,1.0,,,noir,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_70,d_ex_maidcafe_09,Monologue,noir,Locale_SuddenStory:d_ex_maidcafe_09_70,False,,black,black,1.0,,none,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_71,d_ex_maidcafe_09,Monologue,noir,Locale_SuddenStory:d_ex_maidcafe_09_71,False,,black,black,1.0,,,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_72,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_72,True,,4,L_40,1.0,,bgm_story_inwonderland,blanc,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_73,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_73,True,,L_40,L_20,1.0,,,noir,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_74,d_ex_maidcafe_09,Self,noir,Locale_SuddenStory:d_ex_maidcafe_09_74,False,,L_20,L_20,1.0,,,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_75,d_ex_maidcafe_09,Self,noir,Locale_SuddenStory:d_ex_maidcafe_09_75,False,,L_20,L_20,1.0,,,,,,4,delight,,,2,idle,,,12,idle,
d_ex_maidcafe_09_76,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_76,True,,L_20,S_120,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,shy,
d_ex_maidcafe_09_77,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_77,True,,S_120,S_120,1.0,,,soda_b,,,4,delight,,,2,idle,,,12,shy,
d_ex_maidcafe_09_78,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_78,True,,3,3,1.0,,,blanc,,,4,idle,,,2,idle,,,12,shy,
d_ex_maidcafe_09_79,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_79,True,,3,3,1.0,,,noir,,,4,idle,,,2,idle,,,12,shy,
d_ex_maidcafe_09_80,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_80,True,,S_120,S_120,1.0,,,soda_b,,,4,idle,,,2,idle,,,12,cry,
d_ex_maidcafe_09_81,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_81,True,,3,3,1.0,,,blanc,,,4,idle,,,2,idle,,,12,cry,
d_ex_maidcafe_09_82,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_82,True,,3,3,1.0,,,noir,,,4,idle,,,2,delight,,,12,cry,
d_ex_maidcafe_09_83,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_83,True,,3,3,1.0,,,blanc,,,4,delight,,,2,delight,,,12,cry,
d_ex_maidcafe_09_84,d_ex_maidcafe_09,Speech,blanc,Locale_SuddenStory:d_ex_maidcafe_09_84,True,,3,3,1.0,,,blanc,,,4,delight,,,2,delight,,,12,cry,
d_ex_maidcafe_09_85,d_ex_maidcafe_09,Speech,noir,Locale_SuddenStory:d_ex_maidcafe_09_85,True,,3,3,1.0,,,noir,,,4,delight,,,2,delight,,,12,shy,
d_ex_maidcafe_09_86,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_86,True,,3,12,1.0,,,soda_b,,,4,delight,,,2,delight,,,12,shy,
d_ex_maidcafe_09_87,d_ex_maidcafe_09,Monologue,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_87,False,,12,12,1.0,sfx_scn_toyshopbell,,,,,4,delight,blanc,,2,delight,noir,,12,shy,
d_ex_maidcafe_09_88,d_ex_maidcafe_09,Speech,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_88,True,,12,S_1200,2.0,,,soda_b,,,,,,,,,,,12,shy,
d_ex_maidcafe_09_89,d_ex_maidcafe_09,Monologue,soda_b,Locale_SuddenStory:d_ex_maidcafe_09_89,False,,S_1200,S_1200,1.0,,,,,,,,,,,,,,12,shy,
