id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/4/hide_char_id,play_sound
d_main_31_04_s_23,d_main_31_04_s,Speech,neon,neon,Locale_MainScenario:d_main_31_04_s_23,True,,1,void,,3,worry,,13,worry,,2,S_30,0.6,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_24,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_24,True,,1,void,,3,worry,,13,worry,,190,190,1.0,,,,,15,idle,,17,idle,,19,surprise,,
d_main_31_04_s_25,d_main_31_04_s,Speech,anis,anis,Locale_MainScenario:d_main_31_04_s_25,True,,1,idle,,3,worry,,13,worry,,2,2,1.0,,,,,15,idle,,17,idle,,19,surprise,,
d_main_31_04_s_26,d_main_31_04_s,Speech,neon,neon,Locale_MainScenario:d_main_31_04_s_26,True,,1,idle,,3,idle,,13,worry,,2,2,1.0,,,,,15,idle,,17,idle,,19,surprise,,
d_main_31_04_s_27,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_27,False,,1,idle,,3,idle,,13,worry,,190,190,1.0,,,,,15,idle,,17,idle,,19,worry,,
d_main_31_04_s_28,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_28,True,,1,idle,,3,idle,,13,worry,,190,19,1.0,,,,,15,idle,,17,idle,,19,delight,,
d_main_31_04_s_29,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_29,True,,1,idle,,3,idle,,13,worry,,19,19,1.0,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_30,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_30,True,,1,idle,,3,idle,,13,worry,,19,19,1.0,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_31,d_main_31_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_04_s_31,True,,1,void,,3,idle,,13,worry,,130,130,1.0,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_32,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_32,True,,1,void,,3,idle,,13,worry,,19,190,1.0,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_33,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_33,True,,1,void,,3,idle,,13,worry,,190,190,1.0,,,,,15,idle,,17,idle,,19,idle,,
d_main_31_04_s_34,d_main_31_04_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_s_34,True,,1,void,,3,idle,,13,worry,,XS_150,XS_150,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_35,d_main_31_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_04_s_35,True,,1,void,,3,idle,,13,think,,XS_150,130,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_36,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_36,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_37,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_37,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_38,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_38,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_39,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_39,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_40,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_40,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_41,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_41,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_42,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_42,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_43,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_43,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_44,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_44,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,shy,,17,idle,,19,idle,,
d_main_31_04_s_45,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_45,True,,1,void,,3,idle,,13,think,,170,18,1.0,,,,,15,shy,,17,idle,,19,worry,,
d_main_31_04_s_46,d_main_31_04_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_s_46,True,,1,void,,3,idle,,13,think,,18,16,1.0,,,,,15,idle,,17,idle,,19,worry,,
d_main_31_04_s_47,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_47,True,,1,void,,3,idle,,13,think,,16,16,1.0,,,,,15,idle,,17,surprise,,19,worry,,
d_main_31_04_s_48,d_main_31_04_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_s_48,False,,1,void,,3,idle,,13,think,,16,XS_150,1.0,,,,,15,idle,,17,surprise,,19,worry,,
d_main_31_04_s_49,d_main_31_04_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_s_49,True,,1,void,,3,idle,,13,think,,XS_150,170,1.0,,,,,15,idle,,17,angry,,19,worry,,
d_main_31_04_s_50,d_main_31_04_s,Narration,eunhwa,,Locale_MainScenario:d_main_31_04_s_50,False,,1,void,,3,idle,,13,think,,170,17,1.0,,,,,15,idle,,17,angry,,19,worry,eunhwa,sfx_scn_walkaway
d_main_31_04_s_51,d_main_31_04_s,Speech,anis,anis,Locale_MainScenario:d_main_31_04_s_51,True,,1,void,,3,idle,,13,think,,2,2,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_52,d_main_31_04_s,Speech,neon,neon,Locale_MainScenario:d_main_31_04_s_52,True,,1,void,,3,idle,,13,think,,2,2,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_53,d_main_31_04_s,Speech,neon,neon,Locale_MainScenario:d_main_31_04_s_53,True,,1,void,,3,idle,,13,think,,2,2,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_54,d_main_31_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_04_s_54,True,,1,void,,3,idle,,13,think,,2,13,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_55,d_main_31_04_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_s_55,True,,1,void,,3,idle,,13,think,,13,16,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_56,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_56,True,,1,void,,3,idle,,13,think,,16,16,1.0,,,,,15,idle,,,,,17,idle,,
d_main_31_04_s_57,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_57,True,,1,void,,3,idle,,13,think,,16,16,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_58,d_main_31_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_04_s_58,False,,1,void,,3,idle,,13,think,,130,130,1.0,,,,,15,idle,,,,,17,worry,,
d_main_31_04_s_59,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_59,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,idle,,,,,17,delight,,
d_main_31_04_s_60,d_main_31_04_s,Speech,emma,emma,Locale_MainScenario:d_main_31_04_s_60,True,,1,void,,3,idle,,13,think,,170,170,1.0,,,,,15,idle,,,,,17,delight,,
