id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_23_10_s_46,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_46,True,,12,12,1.0,,crow,crow,,,13,idle,,,15,angry,,,5,angry,,,,,,,1,crazy,
d_main_23_10_s_47,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_47,True,,12,12,1.0,,jackal,jackal,,,13,idle,,,15,angry,,,5,angry,,,,,,,1,crazy,
d_main_23_10_s_48,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_48,False,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_49,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_49,True,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_50,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_50,True,,130,130,1.0,,crow,crow,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_51,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_51,True,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_52,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_52,True,,130,130,1.0,,crow,crow,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_53,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_53,True,,130,130,1.0,,crow,crow,,,13,idle,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_54,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_54,True,,130,13,1.0,,crow,crow,,,13,smile,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_55,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_55,False,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,smile,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_56,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_56,True,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,smile,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_57,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_57,True,,XS_50,XS_50,1.0,,guillotine,guillotine,,,13,smile,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_58,d_main_23_10_s,Narration,Locale_MainScenario:d_main_23_10_s_58,False,,13,14,1.0,,,,,,13,smile,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_59,d_main_23_10_s,Monologue,Locale_MainScenario:d_main_23_10_s_59,False,,14,14,1.0,,,,,,13,smile,crow,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_60,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_60,True,,14,150,1.0,,viper,viper,,,,,,,15,idle,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_61,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_61,True,,150,150,1.0,,viper,viper,,,,,,,15,angry,,,5,idle,,,,,,,1,crazy,
d_main_23_10_s_62,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_62,False,,XS_50,XS_50,1.0,,guillotine,guillotine,,,,,,,15,angry,viper,,5,angry,,,,,,,1,crazy,
d_main_23_10_s_63,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_63,True,,XS_50,XS_50,1.0,,guillotine,guillotine,,,,,,,,,,,5,angry,,,,,,,1,crazy,
d_main_23_10_s_64,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_64,True,,XS_50,4,1.0,,jackal,jackal,,,,,,,,,,,5,angry,,,,,,,3,crazy,
d_main_23_10_s_65,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_65,True,,4,4,1.0,,guillotine,guillotine,,,,,,,,,,,5,idle,,,,,,,3,crazy,
d_main_23_10_s_66,d_main_23_10_s,Speech,Locale_MainScenario:d_main_23_10_s_66,True,,4,4,1.0,,guillotine,guillotine,,,,,,,,,,,5,idle,,,,,,,3,crazy,
d_main_23_10_s_67,d_main_23_10_s,Self,Locale_MainScenario:d_main_23_10_s_67,False,,4,4,1.0,,,,,,,,,,,,,,5,idle,,,,,,,3,crazy,
d_main_23_10_s_68,d_main_23_10_s,Monologue,Locale_MainScenario:d_main_23_10_s_68,False,,black,black,1.0,,,,,,,,,,,,,,5,idle,guillotine,,,,,,3,crazy,jackal
d_main_23_10_s_69,d_main_23_10_s,Monologue,Locale_MainScenario:d_main_23_10_s_69,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_s_70,d_main_23_10_s,Monologue,Locale_MainScenario:d_main_23_10_s_70,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
