id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_gym_10_35,d_ex_gym_10,Choice,rumani,,Locale_SuddenStory:d_ex_gym_10_35,False,,L_30,L_30,1.0,,,d_ex_gym_10_37,,,1,idle,,3,idle,
d_ex_gym_10_36,d_ex_gym_10,Choice,rumani,,Locale_SuddenStory:d_ex_gym_10_36,False,,L_30,L_30,1.0,,,d_ex_gym_10_37,,,1,idle,,3,idle,
d_ex_gym_10_37,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_37,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_38,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_38,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_39,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_39,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_40,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_40,False,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_41,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_41,True,,L_30,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_42,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_42,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_43,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_43,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_44,d_ex_gym_10,Monologue,rumani,,Locale_SuddenStory:d_ex_gym_10_44,False,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_45,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_45,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_46,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_46,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_47,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_47,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_48,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_48,True,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_49,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_49,False,,3,3,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_50,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_50,True,,3,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_51,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_51,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_52,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_52,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_53,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_53,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_54,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_54,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_55,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_55,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_56,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_56,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_57,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_57,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_58,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_58,True,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_59,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_59,True,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_60,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_60,True,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_61,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_61,False,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_62,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_62,True,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_63,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_63,True,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_64,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_64,False,,2,2,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_65,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_65,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_66,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_66,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_67,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_67,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_68,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_68,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_69,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_69,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_70,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_70,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_71,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_71,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_72,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_72,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_73,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_73,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_74,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_74,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_75,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_75,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_76,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_76,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_77,d_ex_gym_10,Narration,mana,,Locale_SuddenStory:d_ex_gym_10_77,False,,black,black,1.0,,,,black,,1,idle,,3,idle,
d_ex_gym_10_78,d_ex_gym_10,Narration,mana,,Locale_SuddenStory:d_ex_gym_10_78,False,,1,10,0.7,,sfx_scn_down,,,,1,idle,,3,idle,
d_ex_gym_10_79,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_79,True,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_80,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_80,False,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_81,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_81,True,,10,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_82,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_82,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_83,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_83,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_84,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_84,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_85,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_85,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_86,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_86,True,,2,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_87,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_87,True,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_88,d_ex_gym_10,Narration,rumani,,Locale_SuddenStory:d_ex_gym_10_88,False,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_89,d_ex_gym_10,Monologue,rumani,,Locale_SuddenStory:d_ex_gym_10_89,False,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_90,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_90,True,,L_30,L_30,1.0,,,,,,1,idle,,3,angry,
d_ex_gym_10_91,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_91,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_92,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_92,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_93,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_93,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_94,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_94,True,,L_30,L_30,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_95,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_95,False,,L_30,10,1.5,,,,,,1,idle,,3,think,
d_ex_gym_10_96,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_96,False,,10,10,1.0,,,,,,1,idle,,3,think,
d_ex_gym_10_97,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_97,True,,10,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_98,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_98,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_99,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_99,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_100,d_ex_gym_10,Narration,mana,,Locale_SuddenStory:d_ex_gym_10_100,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_101,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_101,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_102,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_102,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_103,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_103,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_104,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_104,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_105,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_105,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_106,d_ex_gym_10,Narration,rumani,,Locale_SuddenStory:d_ex_gym_10_106,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_107,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_107,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_108,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_108,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_109,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_109,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_110,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_110,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_111,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_111,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_112,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_112,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_113,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_113,False,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_114,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_114,True,,2,2,1.0,,,,,,1,idle,,3,delight,
d_ex_gym_10_115,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_115,True,,2,2,1.0,,,,,,1,idle,,3,delight,
d_ex_gym_10_116,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_116,True,,2,2,1.0,,,,,,1,idle,,3,delight,
d_ex_gym_10_117,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_117,False,,2,2,1.0,,,,,,1,idle,,3,delight,
d_ex_gym_10_118,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_118,False,,2,2,1.0,,,,,,1,idle,,3,delight,
d_ex_gym_10_119,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_119,True,,2,2,1.0,,,,black,,1,idle,,3,idle,
d_ex_gym_10_120,d_ex_gym_10,Narration,rumani,,Locale_SuddenStory:d_ex_gym_10_120,False,,2,10,0.7,,sfx_scn_down,,,,1,idle,,3,idle,
d_ex_gym_10_121,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_121,True,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_122,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_122,False,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_123,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_123,False,,10,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_124,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_124,False,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_125,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_125,True,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_126,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_126,True,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_127,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_127,False,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_128,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_128,True,,L_30,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_129,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_129,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_130,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_130,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_131,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_131,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_132,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_132,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_133,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_133,False,,2,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_134,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_134,True,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_135,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_135,True,,10,10,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_136,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_136,True,,10,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_137,d_ex_gym_10,Self,rumani,,Locale_SuddenStory:d_ex_gym_10_137,False,,L_30,L_30,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_138,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_138,True,,L_30,L_30,1.0,,,,,,1,idle,,3,worry,
d_ex_gym_10_139,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_139,True,,L_30,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_140,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_140,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_141,d_ex_gym_10,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_10_141,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_142,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_142,True,,2,2,1.0,,,,,,1,idle,,3,idle,
d_ex_gym_10_143,d_ex_gym_10,Monologue,mana,,Locale_SuddenStory:d_ex_gym_10_143,False,,black,black,1.0,,,,,,1,idle,,3,idle,rumani
d_ex_gym_10_144,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_144,True,,10,10,1.0,,,,,,1,idle,,,,
d_ex_gym_10_145,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_145,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_gym_10_146,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_146,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_147,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_147,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_148,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_148,False,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_149,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_149,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_150,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_150,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_151,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_151,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_152,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_152,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_153,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_153,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_154,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_154,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_155,d_ex_gym_10,Speech,mana,mana,Locale_SuddenStory:d_ex_gym_10_155,True,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_156,d_ex_gym_10,Self,mana,,Locale_SuddenStory:d_ex_gym_10_156,False,,10,10,1.0,,,,,,1,angry,,,,
d_ex_gym_10_157,d_ex_gym_10,Monologue,mana,,Locale_SuddenStory:d_ex_gym_10_157,False,,black,black,1.0,,,,,,1,angry,,,,
