id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_main_18_01_31,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_31,False,,S_10,12,1.0,,,rian,rian,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,
d_main_18_01_32,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_32,True,,12,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,
d_main_18_01_33,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_33,True,,12,12,1.0,,,rian,rian,,,,,,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,
d_main_18_01_34,d_main_18_01,Monologue,Locale_MainScenario:d_main_18_01_34,False,,black,black,1.0,,,rian,,,,,,,,,,,,,,,1,angry,,,13,idle,rian,,,,,,,,,,,
d_main_18_01_35,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_35,True,,1,S_10,2.0,,,syuen,syuen,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,fx_Eventscene_camera_recording,rec,True,
d_main_18_01_36,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_36,True,,S_10,S_10,1.0,,,syuen,syuen,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,,,
d_main_18_01_37,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_37,True,,S_10,S_10,1.0,,,syuen,syuen,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,
d_main_18_01_38,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_38,True,,S_10,S_100,0.5,,,syuen,syuen,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,,,
d_main_18_01_39,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_39,True,,S_100,S_100,1.0,,,syuen,syuen,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,,,
d_main_18_01_40,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_40,True,,S_100,S_100,1.0,,,syuen,syuen,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,,,
d_main_18_01_41,d_main_18_01,Narration,Locale_MainScenario:d_main_18_01_41,False,WasteLand_01,black,black,1.0,,,syuen,,neon,7,idle,,rapi,5,idle,,anis,3,void,,laplace,1,delight,syuen,drake,13,idle,,maxwell,15,idle,,,,,,,,fx_Eventscene_camera_recording
d_main_18_01_42,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_42,True,,1,S_10,1.0,,,laplace,laplace,,7,idle,,,5,idle,,,3,void,,,1,delight,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_43,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_43,True,,S_10,S_10,1.0,,,laplace,laplace,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_44,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_44,True,,S_10,S_10,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,syuen_op_l,OP_leftup,delight,,,,,
d_main_18_01_45,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_45,True,,S_10,S_10,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_46,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_46,True,,S_10,S_10,1.0,,,laplace,laplace,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_47,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_47,True,,S_10,S_10,1.0,,,laplace,laplace,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_48,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_48,True,,S_10,S_10,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_49,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_49,True,,S_10,S_10,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_50,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_50,True,,S_10,S_10,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_51,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_51,True,,S_10,150,1.0,,,maxwell,maxwell,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_52,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_52,True,,150,150,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_53,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_53,True,,150,150,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_54,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_54,True,,150,150,1.0,,,syuen_op_l,syuen_op_l,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,,,,,
d_main_18_01_55,d_main_18_01,Monologue,Locale_MainScenario:d_main_18_01_55,False,,150,150,1.0,,,syuen_op_l,,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,OP_leftup,idle,syuen_op_l,,,,
d_main_18_01_56,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_56,True,,30,30,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_57,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_57,True,,30,4,1.0,,,rapi,rapi,,7,idle,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_58,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_58,True,,4,4,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,worry,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_59,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_59,False,,4,2,1.0,,,laplace,laplace,,7,idle,,,5,idle,,,3,void,,,1,no,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_60,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_60,True,,2,2,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,void,,,1,no,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_61,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_61,True,,130,130,1.0,,,drake,drake,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_62,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_62,True,,130,130,1.0,,,drake,drake,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_63,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_63,True,,130,1300,0.5,,,drake,drake,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,delight,,,15,idle,,,,,,,,
d_main_18_01_64,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_64,False,,30,30,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_65,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_65,False,,30,50,2.0,,,rapi,rapi,,7,idle,,,5,think,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_66,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_66,True,,50,50,1.0,,,rapi,rapi,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_67,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_67,True,,50,50,1.0,,,rapi,rapi,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_68,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_68,True,,50,50,1.0,,,rapi,rapi,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_69,d_main_18_01,Self,Locale_MainScenario:d_main_18_01_69,False,,50,50,1.0,,,rapi,,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_70,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_70,True,,50,50,1.0,,,rapi,rapi,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_71,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_71,True,,50,4,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,worry,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_72,d_main_18_01,Self,Locale_MainScenario:d_main_18_01_72,False,,4,4,1.0,,,anis,,,7,idle,,,5,idle,,,3,worry,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_73,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_73,True,,4,4,1.0,,,anis,anis,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_74,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_74,True,,4,6,1.0,,,neon,neon,,7,idle,,,5,idle,,,3,void,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_75,d_main_18_01,Monologue,Locale_MainScenario:d_main_18_01_75,False,,6,6,1.0,,,neon,,,7,idle,neon,,5,idle,rapi,,3,void,anis,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_76,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_76,True,,150,150,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,angry,,,,,,,,
d_main_18_01_77,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_77,True,,150,150,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_78,d_main_18_01,Self,Locale_MainScenario:d_main_18_01_78,False,,150,150,1.0,,,maxwell,,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_79,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_79,True,,150,150,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,delight,,,,,,,,
d_main_18_01_80,d_main_18_01,Speech,Locale_MainScenario:d_main_18_01_80,True,,150,150,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
d_main_18_01_81,d_main_18_01,Self,Locale_MainScenario:d_main_18_01_81,False,,150,150,1.0,,,maxwell,,,,,,,,,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,
