id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_16_04_18,d_main_16_04,Speech,jackal,jackal,Locale_MainScenario:d_main_16_04_18,True,,S_1200,S_120,2.0,,,,,6,idle,,4,idle,,2,idle,,12,shy_02,,,14,idle,,16,idle
d_main_16_04_19,d_main_16_04,Speech,jackal,jackal,Locale_MainScenario:d_main_16_04_19,True,,S_120,S_120,1.0,,,,,6,idle,,4,idle,,2,idle,,12,shy_02,,,14,idle,,16,idle
d_main_16_04_20,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_20,False,,S_120,160,1.0,,,,,6,idle,,4,idle,,2,idle,,12,shy_02,,,14,idle,,16,idle
d_main_16_04_21,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_21,False,,160,160,1.0,,,,,6,idle,,4,idle,,2,idle,,12,idle,,,14,idle,,16,"expression_0,idle"
d_main_16_04_22,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_22,True,,160,160,1.0,,,,,6,idle,,4,idle,,2,idle,,12,idle,,,14,idle,,16,idle
d_main_16_04_23,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_23,True,,160,1600,2.0,,,,,6,idle,,4,idle,,2,idle,,12,idle,,,14,idle,,16,idle
d_main_16_04_24,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_24,True,,1600,1600,1.0,,,,,6,idle,,4,idle,,2,idle,,12,idle,,,14,idle,,16,idle
d_main_16_04_25,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_25,True,,1600,160,1.0,,,,,6,idle,,4,idle,,2,idle,,12,idle,,,14,idle,,16,smile
d_main_16_04_26,d_main_16_04,Speech,neon,neon,Locale_MainScenario:d_main_16_04_26,True,,S_40,S_40,1.0,,,,,6,idle,,4,no,,2,idle,,12,idle,,,14,idle,,16,smile
d_main_16_04_27,d_main_16_04,Speech,anis,anis,Locale_MainScenario:d_main_16_04_27,True,,S_40,20,0.5,,,,,6,idle,,4,no,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_28,d_main_16_04,Speech,anis,anis,Locale_MainScenario:d_main_16_04_28,True,,20,20,1.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_29,d_main_16_04,Speech,anis,anis,Locale_MainScenario:d_main_16_04_29,True,,20,20,1.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_30,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_30,True,,20,160,0.5,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,surprise
d_main_16_04_31,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_31,True,,160,160,1.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_32,d_main_16_04,Self,crow,Self,Locale_MainScenario:d_main_16_04_32,False,,160,160,1.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_33,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_33,True,,160,160,1.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,smile
d_main_16_04_34,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_34,True,,160,16,2.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_35,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_35,True,,16,5,3.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,angry
d_main_16_04_36,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_36,True,,5,16,0.5,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,angry
d_main_16_04_37,d_main_16_04,Speech,crow,crow,Locale_MainScenario:d_main_16_04_37,True,,16,160,2.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,smile
d_main_16_04_38,d_main_16_04,Speech,anis,anis,Locale_MainScenario:d_main_16_04_38,False,,20,20,2.0,,,,,6,idle,,4,idle,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_39,d_main_16_04,Speech,neon,neon,Locale_MainScenario:d_main_16_04_39,False,,20,S_40,1.0,,,,,6,idle,,4,angry,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_40,d_main_16_04,Speech,neon,neon,Locale_MainScenario:d_main_16_04_40,True,,S_40,S_400,0.3,,,,,6,idle,,4,angry,,2,angry,,12,idle,,,14,idle,,16,idle
d_main_16_04_41,d_main_16_04,Speech,jackal,jackal,Locale_MainScenario:d_main_16_04_41,False,,12,S_120,0.3,,,,,6,idle,,4,angry,,2,angry,,12,shy_01,,,14,idle,,16,idle
d_main_16_04_42,d_main_16_04,Self,jackal,Self,Locale_MainScenario:d_main_16_04_42,False,,S_120,S_120,1.0,,,,,6,idle,,4,angry,,2,angry,,12,shy_01,,,14,idle,,16,idle
