id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_27_06_17,d_main_27_06,Speech,neon,neon,Locale_MainScenario:d_main_27_06_17,True,,S_150,S_150,1.0,,,1,idle,,13,idle,,3,idle,,15,idle,,,,
d_main_27_06_18,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_18,True,,S_10,S_10,1.0,,,1,worry,,13,idle,,3,idle,,15,idle,,,,
d_main_27_06_19,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_19,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,idle,,15,idle,,,,
d_main_27_06_20,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_20,True,,S_10,S_100,1.0,,,1,idle,,13,idle,,3,idle,,15,idle,,,,
d_main_27_06_21,d_main_27_06,Speech,rapi,rapi,Locale_MainScenario:d_main_27_06_21,True,,S_100,S_100,1.0,,,1,idle,,13,idle,,3,idle,,15,idle,,,,
d_main_27_06_22,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_22,True,,S_100,S_100,1.0,,,1,idle,,13,idle,,3,idle,,15,idle,neon,,,
d_main_27_06_23,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_23,True,,S_100,S_100,1.0,,,1,idle,,13,idle,,3,idle,,,,,,,
d_main_27_06_24,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_24,True,,S_100,S_100,1.0,,,1,idle,,13,idle,,3,idle,,,,,,,
d_main_27_06_25,d_main_27_06,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_06_25,True,,S_100,300,1.0,,,1,idle,,13,idle,,3,worry,,,,,,,
d_main_27_06_26,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_26,True,,300,31,1.0,,,1,idle,,15,idle,,3,worry,,,,,hammering,13,worry
d_main_27_06_27,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_27,True,,31,113,1.0,,,1,idle,,15,idle,,3,worry,,,,,,13,worry
d_main_27_06_28,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_28,True,,113,113,1.0,,,1,idle,,15,idle,,3,worry,,,,,,13,worry
d_main_27_06_29,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_29,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_30,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_30,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_31,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_31,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_32,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_32,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_33,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_33,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_34,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_34,True,,113,113,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_35,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_35,True,,113,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_36,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_36,True,,130,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_37,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_37,True,,130,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_38,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_38,True,,130,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_39,d_main_27_06,Speech,rapi,rapi,Locale_MainScenario:d_main_27_06_39,True,,150,150,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_40,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_40,True,,130,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_41,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_41,True,,130,130,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_42,d_main_27_06,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_06_42,True,,30,30,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_43,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_43,True,,30,31,1.0,,,1,delight,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_44,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_44,True,,31,31,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_45,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_45,True,,31,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_46,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_46,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_47,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_47,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_48,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_48,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_49,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_49,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_50,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_50,True,,S_10,S_100,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_51,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_51,True,,S_100,S_100,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_52,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_52,True,,S_100,S_100,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_53,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_53,True,,S_100,S_100,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_54,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_54,True,,S_100,S_100,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_55,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_55,True,,S_100,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,worry
d_main_27_06_56,d_main_27_06,Speech,hammering,hammering,Locale_MainScenario:d_main_27_06_56,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_57,d_main_27_06,Self,,,Locale_MainScenario:d_main_27_06_57,False,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_58,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_58,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_59,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_59,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_60,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_60,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_61,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_61,True,,S_10,S_10,1.0,,,1,idle,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_62,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_62,True,,S_10,S_100,1.0,,,1,think,,15,idle,,3,idle,,,,,,13,smile
d_main_27_06_63,d_main_27_06,Speech,elegg,elegg,Locale_MainScenario:d_main_27_06_63,True,,S_100,S_100,1.0,none,,1,think,,15,idle,,3,idle,,,,,,13,smile
