id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id
d_main_37_02_e_18,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_18,True,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_19,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_19,True,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,,
d_main_37_02_e_20,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_20,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,3,2,1.0,,
d_main_37_02_e_21,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_21,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
d_main_37_02_e_22,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_22,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
d_main_37_02_e_23,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_23,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
d_main_37_02_e_24,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_24,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
d_main_37_02_e_25,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_25,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,2,12,1.0,,
d_main_37_02_e_26,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_26,True,,7,idle,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_27,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_27,True,,7,think,,5,idle,,3,no,,1,delight,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_28,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_28,True,,7,think,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,3,3,1.0,,
d_main_37_02_e_29,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_29,True,,7,think,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,3,3,1.0,,
d_main_37_02_e_30,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_30,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,4,1.0,,
d_main_37_02_e_31,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_31,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_32,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_32,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_33,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_33,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_34,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_34,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_35,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_35,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_36,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_36,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_37,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_37,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_38,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_38,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_39,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_39,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_40,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_40,True,,7,idle,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_41,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_41,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_42,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_42,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_43,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_43,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_44,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_44,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_45,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_45,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_46,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_46,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,12,4,1.0,,
d_main_37_02_e_47,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_47,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_48,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_48,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_49,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_49,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_50,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_50,True,,7,idle,,5,idle_02,,3,delight,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_51,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_51,True,,7,idle,,5,idle_02,,3,delight,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_52,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_52,True,,7,idle,,5,idle_02,,3,delight,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_53,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_53,True,,7,idle,,5,sad,,3,delight,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_54,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_54,True,,7,idle,,5,sad,,3,delight,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_55,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_55,True,,7,idle,,5,sad,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_56,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_56,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_57,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_57,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_58,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_58,True,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
d_main_37_02_e_59,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_59,False,,7,idle,,5,idle_02,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,4,50,1.0,,
d_main_37_02_e_60,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_60,True,,7,idle,,5,idle,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
d_main_37_02_e_61,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_61,True,,7,idle,,5,idle,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
d_main_37_02_e_62,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_62,True,,7,idle,,5,idle,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_63,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_63,True,,7,idle,,5,idle,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
d_main_37_02_e_64,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_64,True,,7,idle,,5,idle,,3,idle,,1,idle2,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_65,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_65,False,,7,idle,,5,idle,,3,surprise,,1,idle2,,13,idle,,15,idle,,17,idle,,30,3,1.0,,
d_main_37_02_e_66,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_66,True,,7,idle,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,17,idle,,3,12,1.0,,
d_main_37_02_e_67,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_67,True,,7,idle,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,17,idle,,12,12,1.0,,
d_main_37_02_e_68,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_68,True,,7,idle,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
d_main_37_02_e_69,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_69,True,,7,idle,,5,idle,,3,surprise,,1,shy,,13,idle,,15,idle,,17,idle,,1,10,0.7,,
d_main_37_02_e_70,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_70,True,,7,idle,,5,idle,,3,delight,,1,shy,,13,idle,,15,idle,,17,idle,,10,30,1.0,,
d_main_37_02_e_71,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_71,True,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
d_main_37_02_e_72,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_72,True,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
d_main_37_02_e_73,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_73,True,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
d_main_37_02_e_74,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_74,True,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,17,idle,,30,3,1.0,,
d_main_37_02_e_75,d_main_37_02_e,Monologue,,,Locale_MainScenario:d_main_37_02_e_75,False,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,17,idle,,3,3,1.0,,helm
d_main_37_02_e_76,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_76,True,,7,idle,,5,idle,,,,,1,surprise,,13,idle,,15,idle,,17,idle,,3,1,1.0,,
d_main_37_02_e_77,d_main_37_02_e,Self,,,Locale_MainScenario:d_main_37_02_e_77,False,,7,idle,,5,idle,,,,,1,surprise,,13,idle,,15,idle,,17,idle,,1,1,1.0,,
