id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_31_02_e_26,d_main_31_02_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_e_26,True,,5,delight,,3,idle,,,,,XS_50,XS_50,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_27,d_main_31_02_e,Speech,neon,neon,Locale_MainScenario:d_main_31_02_e_27,True,,5,delight,,3,idle,,,,,S_150,S_150,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_28,d_main_31_02_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_e_28,True,,5,idle,,3,idle,,,,,XS_50,XS_50,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_29,d_main_31_02_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_e_29,True,,5,idle,,3,idle,,,,,XS_50,XS_50,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_30,d_main_31_02_e,Speech,emma,emma,Locale_MainScenario:d_main_31_02_e_30,True,,5,idle,,3,idle,rapi,1,idle,,XS_50,2,1.0,,,13,void,,15,idle,,,,,,,,
d_main_31_02_e_31,d_main_31_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_e_31,True,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,13,void,,15,idle,,,,,,,,
d_main_31_02_e_32,d_main_31_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_e_32,True,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,13,void,,15,idle,,,,,,,,
d_main_31_02_e_33,d_main_31_02_e,Speech,emma,emma,Locale_MainScenario:d_main_31_02_e_33,True,,5,idle,,3,delight,,1,idle,,2,30,1.0,,,13,void,,15,idle,,,,,,,,
d_main_31_02_e_34,d_main_31_02_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_02_e_34,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,void,,15,idle,,,mana_op,OP_leftup,idle,shifty_r,OP_rightup,idle
d_main_31_02_e_35,d_main_31_02_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_02_e_35,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,void,,15,idle,,,,OP_leftup,idle,,OP_rightup,idle
d_main_31_02_e_36,d_main_31_02_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_02_e_36,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,void,,15,idle,,,,OP_leftup,idle,,OP_rightup,idle
d_main_31_02_e_37,d_main_31_02_e,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_31_02_e_37,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,void,,15,idle,,,,OP_leftup,idle,,OP_rightup,idle
d_main_31_02_e_38,d_main_31_02_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_02_e_38,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,void,,15,idle,,,,OP_leftup,idle,,OP_rightup,idle
d_main_31_02_e_39,d_main_31_02_e,Speech,emma,emma,Locale_MainScenario:d_main_31_02_e_39,True,,5,idle,,3,idle,,1,idle,,30,3,1.0,,,13,void,,15,idle,,,,OP_leftup,idle,,OP_rightup,idle
