id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
d_main_36_04_39,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_39,True,,3,idle,,1,idle,,13,angry,,2,2,1.0,bgm_story_languor,neon
d_main_36_04_40,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_40,True,,3,idle,,1,idle,,13,angry,,2,2,1.0,,ingrid
d_main_36_04_41,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_41,True,,3,idle,,1,worry,,13,angry,,2,2,1.0,,neon
d_main_36_04_42,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_42,True,,3,idle,,1,worry,,13,angry,,2,2,1.0,,ingrid
d_main_36_04_43,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_43,True,,3,idle,,1,worry,,13,worry,,2,12,1.3,,anis
d_main_36_04_44,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_44,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,anis
d_main_36_04_45,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_45,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,anis
d_main_36_04_46,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_46,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_47,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_47,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,anis
d_main_36_04_48,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_48,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,anis
d_main_36_04_49,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_49,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,neon
d_main_36_04_50,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_50,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,anis
d_main_36_04_51,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_51,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_52,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_52,True,,3,idle,,1,idle,,13,void,,12,130,1.3,,anis
d_main_36_04_53,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_53,True,,3,idle,,1,idle,,13,void,,130,130,1.0,,anis
d_main_36_04_54,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_54,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,anis
d_main_36_04_55,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_55,False,,3,idle,,1,idle,,13,worry,,130,S_10,1.3,,neon
d_main_36_04_56,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_56,True,,3,idle,,1,no,,13,worry,,S_10,S_10,1.0,,neon
d_main_36_04_57,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_57,True,,3,idle,,1,no,,13,angry,,S_10,12,1.3,,anis
d_main_36_04_58,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_58,True,,3,idle,,1,no,,13,worry,,12,12,1.0,,anis
d_main_36_04_59,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_59,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_60,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_60,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,neon
d_main_36_04_61,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_61,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,anis
d_main_36_04_62,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_62,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_63,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_63,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,anis
d_main_36_04_64,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_64,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,neon
d_main_36_04_65,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_65,False,,3,idle,,1,worry,,13,angry,,12,12,1.0,,neon
d_main_36_04_66,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_66,True,,3,idle,,1,worry,,13,angry,,12,12,1.0,,neon
d_main_36_04_67,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_67,True,,3,idle,,1,worry,,13,sad,,12,12,1.0,,anis
d_main_36_04_68,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_68,False,,3,idle,,1,worry,,13,void,,12,12,1.0,,anis
d_main_36_04_69,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_69,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,anis
d_main_36_04_70,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_70,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_71,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_71,True,,3,idle,,1,idle,,13,no,,12,12,1.0,,anis
d_main_36_04_72,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_72,True,,3,idle,,1,idle,,13,no,,12,12,1.0,,neon
d_main_36_04_73,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_73,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,anis
d_main_36_04_74,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_74,True,,3,idle,,1,idle,,13,worry,,L_30,L_30,1.0,,ingrid
d_main_36_04_75,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_75,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,anis
d_main_36_04_76,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_76,True,,3,idle,,1,idle,,13,worry,,L_30,L_30,1.0,,ingrid
d_main_36_04_77,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_77,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,neon
d_main_36_04_78,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_78,False,,3,idle,,1,idle,,13,void,,12,12,1.0,,anis
d_main_36_04_79,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_79,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,anis
d_main_36_04_80,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_80,False,,3,idle,,1,idle,,13,void,,12,12,1.0,,neon
d_main_36_04_81,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_81,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,neon
d_main_36_04_82,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_82,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,neon
d_main_36_04_83,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_83,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,anis
d_main_36_04_84,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_84,False,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.5,,ingrid
d_main_36_04_85,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_85,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_86,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_86,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_87,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_87,False,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.3,,neon
d_main_36_04_88,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_88,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_89,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_89,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_90,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_90,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_91,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_91,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_92,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_92,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_93,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_93,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,anis
d_main_36_04_94,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_94,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,anis
d_main_36_04_95,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_95,True,,3,idle,,1,idle,,13,idle,,L_30,L_30,1.0,,ingrid
d_main_36_04_96,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_96,False,,3,idle,,1,worry,,13,worry,,12,12,1.0,,anis
d_main_36_04_97,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_97,False,,3,idle,,1,worry,,13,worry,,12,12,1.0,,neon
d_main_36_04_98,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_98,True,,3,idle,,1,worry,,13,worry,,L_30,L_30,1.0,,ingrid
d_main_36_04_99,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_99,True,,3,idle,,1,idle,,13,worry,,L_30,L_30,1.0,,ingrid
d_main_36_04_100,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_100,True,,3,idle,,1,idle,,13,void,,12,12,1.0,,anis
d_main_36_04_101,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_101,True,,3,idle,,1,surprise,,13,void,,12,12,1.0,,neon
d_main_36_04_102,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_102,True,,3,idle,,1,surprise,,13,void,,12,12,1.0,,neon
d_main_36_04_103,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_103,True,,3,idle,,1,surprise,,13,angry,,12,12,1.0,,anis
d_main_36_04_104,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_104,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,neon
d_main_36_04_105,d_main_36_04,Speech,anis,Locale_MainScenario:d_main_36_04_105,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,anis
d_main_36_04_106,d_main_36_04,Speech,neon,Locale_MainScenario:d_main_36_04_106,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,neon
d_main_36_04_107,d_main_36_04,Speech,ingrid,Locale_MainScenario:d_main_36_04_107,True,,3,think,,1,idle,,13,angry,,12,L_30,1.5,,ingrid
