id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/5/hide_char_id,set_filter_01,set_filter_02,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_main_32_09_e_40,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_40,False,,1,idle,,13,idle,,15,angry,,17,idle,,black,black,1.0,sfx_scn_crystallwallhit,,behemoth,,,3,idle,,5,idle,,,,,,,,,
d_main_32_09_e_41,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_41,True,,1,idle,,13,idle,,15,angry,,17,idle,,53,53,1.0,,,grave,grave,,3,idle,,5,idle,,,,,,,,,
d_main_32_09_e_42,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_42,True,,1,idle,,13,idle,,15,angry,,17,idle,,53,53,1.0,,,behemoth,behemoth,,3,idle,,5,void,,,,,,,,,
d_main_32_09_e_43,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_43,False,,1,idle,,13,idle,,15,angry,,17,idle,,black,black,1.0,sfx_scn_crystalstab,,rapi,,,1,idle,,5,void,grave,behemoth,Red,Vignetting,,,,,
d_main_32_09_e_44,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_44,False,,1,idle,,13,idle,,15,angry,,17,idle,,5,500,1.0,,,rapi,,,,,,,,,,Red,Vignetting,,,,,
d_main_32_09_e_45,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_45,False,,1,idle,,13,idle,,15,angry,,17,idle,,500,500,1.0,,,rapi,,,,,,,,,,Red,Vignetting,,,,,
d_main_32_09_e_46,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_46,False,,1,idle,,13,idle,,15,angry,,17,idle,,500,500,1.0,,,rapi,,,,,,,,,,Red,Vignetting,,,,,
d_main_32_09_e_47,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_47,False,,1,idle,,13,idle,,15,angry,,17,idle,,500,5,1.0,,,rapi,,,,,,,,,,Red,Vignetting,,,,,
d_main_32_09_e_48,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_48,False,,1,idle,,13,idle,,15,angry,,17,idle,,5,5,1.0,,,rapi,,,,,,,,,,Red,Vignetting,,,,,
d_main_32_09_e_49,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_49,True,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,anis,,,,,,,,,,,,,,,
d_main_32_09_e_50,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_50,True,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,neon,neon,,,,,,,,,,,,,,,
d_main_32_09_e_51,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_51,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_32_09_e_52,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_52,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,anis,,,,,,,,,,,,,,,
d_main_32_09_e_53,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_53,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_32_09_e_54,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_54,True,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,neon,neon,,,,,,,,,,,,,,,
d_main_32_09_e_55,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_55,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_32_09_e_56,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_56,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,neon,neon,,,,,,,,,,,,,,,
d_main_32_09_e_57,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_57,True,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,anis,,,,,,,,,,,,,,,
d_main_32_09_e_58,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_58,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,,,,,,,,,,Blur_High,Vignetting,,,,,
d_main_32_09_e_59,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_59,True,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,shifty,shifty,,,,,,,,,Blur_High,Vignetting,,,,,
d_main_32_09_e_60,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_60,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,,,,,,,,,,Blur_High,Vignetting,,,,,
d_main_32_09_e_61,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_61,False,,1,idle,,13,idle,,15,angry,,17,surprise,,1517,1517,1.0,,,anis,,,,,,,,,,Blur_High,Vignetting,anis,,,,
d_main_32_09_e_62,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_62,False,,1,idle,,13,idle,,,,,17,surprise,,1517,1517,1.0,,,neon,,,,,,,,,,Blur_High,Vignetting,,neon,,,
d_main_32_09_e_63,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_63,False,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,rapi,,,,,,,,,,Blur_High,Vignetting,,,rapi,,
d_main_32_09_e_64,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_64,False,,,,,13,idle,,,,,,,,113,113,1.0,,,vesti,,,,,,,,,,Blur_High,Vignetting,,,,vesti,
d_main_32_09_e_65,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_65,False,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,Blur_High,Vignetting,,,,,
d_main_32_09_e_66,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_66,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,Blur_High,Vignetting,,,,,
d_main_32_09_e_67,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_67,False,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_68,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_68,False,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_69,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_69,False,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_70,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_70,False,,,,,,,,,,,,,,10,130,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_71,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_71,False,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_72,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_72,False,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_73,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_73,False,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_74,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_74,False,,,,,,,,,,,,,,130,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_09_e_75,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_75,True,,,,,,,,,,,,,,10,50,1.5,,,behemoth,behemoth,,,,behemoth,5,void,,,,,,,,,
d_main_32_09_e_76,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_76,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_77,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_77,True,,,,,,,,,,,,,,50,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_78,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_78,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_79,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_79,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_80,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_80,True,,,,,,,,,,,,,,500,50,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_81,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_81,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_82,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_82,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_83,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_83,False,,,,,,,,,,,,,,50,50,1.0,sfx_scn_metaldown,,behemoth,,,,,,5,void,,,,,,,,,
d_main_32_09_e_84,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_84,True,,,,,,,,,,,,,,50,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_85,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_85,False,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_86,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_86,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_87,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_87,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_88,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_88,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_89,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_89,False,,,,,,,,,,,,,,500,50,0.5,sfx_scn_machinebreak,,behemoth,,,,,,5,void,,,,,,,,,
d_main_32_09_e_90,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_90,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,,,,5,void,,,,,,,,,
d_main_32_09_e_91,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_91,False,,,,,,,,,,,,,,50,50,1.0,sfx_scn_heavyspark,,behemoth,,,,,,5,void,,,,,,,,,
d_main_32_09_e_92,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_92,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,void,,,,,,,,,
d_main_32_09_e_93,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_93,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,surprise,,,,,,,,,
d_main_32_09_e_94,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_94,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,,,,5,surprise,,,,,,,,,
d_main_32_09_e_95,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_95,False,,,,,,,,,,,,,,50,L_10,1.0,,,grave_no,,grave_no,1,idle,,5,surprise,,,,,,,,,
d_main_32_09_e_96,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_96,False,,,,,,,,,,,,,,L_10,L_10,1.0,,,grave_no,,,1,idle,,5,surprise,,,,,,,,,
d_main_32_09_e_97,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_97,False,,,,,,,,,,,,,,L_10,L_10,1.0,,,grave_no,,,1,idle,,5,surprise,,,,,,,,,
d_main_32_09_e_98,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_98,False,,,,,,,,,,,,,,L_10,L_10,1.0,,,grave_no,,,1,idle,,5,surprise,,,,,,,,,
d_main_32_09_e_99,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_99,True,,,,,,,,,,,,,,500,500,1.0,,,behemoth,behemoth,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_100,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_100,True,,,,,,,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_101,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_101,True,,,,,,,,,,,,,,500,50,1.0,,,behemoth,behemoth,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_102,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_102,True,rapi,3,angry,,,,,,,,,,,50,53,1.0,,,rapi,rapi,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_103,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_103,False,,3,angry,,,,,,,,,,,53,53,1.0,sfx_scn_bodyhit,,rapi,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_104,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_104,False,,3,angry,,,,,,,,,,,53,53,1.0,,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_105,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_105,False,,3,angry,,,,,,,,,,,53,53,1.0,sfx_scn_metalheavyhit,,behemoth,,,1,idle,,5,idle,,,,,,,,,Low_2
d_main_32_09_e_106,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_106,False,,3,angry,,,,,,,,,,,53,53,1.0,,,rapi,,,1,idle,,5,idle,,,,,,,rapi,,
d_main_32_09_e_107,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_107,False,,,,,,,,,,,,,,53,53,1.0,,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_108,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_108,False,,,,,,,,,,,,,,53,5,1.0,,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_109,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_109,False,,,,,,,,,,,,,,5,5,1.0,,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_110,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_110,True,,,,,,,,,,,,,,5,50,1.0,,,behemoth,behemoth,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_111,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_111,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_112,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_112,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_113,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_113,False,,,,,,,,,,,,,,50,500,1.0,sfx_scn_toolpasslight,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_114,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_114,False,,,,,,,,,,,,,,500,500,1.0,sfx_scn_phonedrop,,behemoth,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_115,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_115,True,,,,shifty_r,OP_rightup,angry,mana_op,OP_leftup,idle,,,,,500,500,1.0,,,shifty_r,shifty_r,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_116,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_116,True,,,,,OP_rightup,angry,,OP_leftup,idle,,,,,500,500,1.0,,,mana_op,mana_op,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_117,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_117,True,,,,,OP_rightup,angry,,OP_leftup,idle,,,,,500,500,1.0,,,behemoth,behemoth,,1,idle,,5,think,,,,,,,,,
d_main_32_09_e_118,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_118,False,,,,,OP_rightup,angry,,OP_leftup,idle,,,,,500,500,1.0,,,behemoth,,,1,idle,,5,think,,,,,mana_op,,,shifty_r,
d_main_32_09_e_119,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_119,False,,,,,,,,,,,,,,500,50,1.0,sfx_scn_bulletproof,,behemoth,,,1,idle,,5,think,,,,,,,,,Low_2
d_main_32_09_e_120,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_120,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,1,idle,,5,think,,,,,,,,,
d_main_32_09_e_121,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_121,False,,,,,,,,,,,,,EventScene_Chap_32_03,black,black,1.0,,,behemoth,,,1,idle,,5,think,grave_no,behemoth,,,,,,,
