id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_ex_gym_02_24,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_24,False,,1,surprise,,3,idle,,100,100,1.0,,,13,sad,Low_2,,
d_ex_gym_02_25,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_25,True,,1,surprise,,3,idle,,100,100,1.0,,,13,sad,,,
d_ex_gym_02_26,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_26,True,,1,surprise,,3,idle,,XS_30,XS_30,1.0,,,13,sad,,,
d_ex_gym_02_27,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_27,True,,1,surprise,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_28,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_28,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_29,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_29,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,13,idle,,,
d_ex_gym_02_30,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_30,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_31,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_31,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_32,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_32,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_33,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_33,True,,1,surprise,,3,idle,,12,12,1.0,,,13,idle,,,
d_ex_gym_02_34,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_34,True,,1,surprise,,3,idle,,12,12,1.0,,,13,idle,,,
d_ex_gym_02_35,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_35,True,,1,surprise,,3,idle,,12,12,1.0,,,13,idle,,,
d_ex_gym_02_36,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_36,True,,1,surprise,,3,idle,,12,100,0.3,,,13,idle,,,
d_ex_gym_02_37,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_37,True,,1,idle,,3,idle,,100,100,1.0,,,13,idle,,,
d_ex_gym_02_38,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_38,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,delight,,,
d_ex_gym_02_39,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_39,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,13,delight,,,
d_ex_gym_02_40,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_40,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_41,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_41,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_42,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_42,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_43,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_43,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_44,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_44,True,,1,idle,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_45,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_45,True,,1,idle,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_46,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_46,True,,1,idle,,3,pain,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_47,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_47,True,,1,idle,,3,pain,,XS_130,XS_1300,0.7,,,13,delight,,,
d_ex_gym_02_48,d_ex_gym_02,Self,ether,Self,Locale_SuddenStory:d_ex_gym_02_48,False,,1,idle,,3,idle,,XS_1300,XS_1300,1.0,,,13,delight,,,
d_ex_gym_02_49,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_49,False,,1,idle,,3,idle,,XS_300,XS_300,1.0,,,13,delight,,,
d_ex_gym_02_50,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_50,True,,1,idle,,3,idle,,XS_300,XS_300,1.0,,,13,delight,,,
d_ex_gym_02_51,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_51,True,,1,idle,,3,idle,,XS_1300,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_52,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_52,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_53,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_53,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,delight,,,
d_ex_gym_02_54,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_54,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,13,delight,,,
d_ex_gym_02_55,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_55,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_ex_gym_02_56,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_56,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,13,idle,,,
d_ex_gym_02_57,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_57,True,,1,idle,,3,idle,,XS_130,13,1.0,,,13,sad,,,
d_ex_gym_02_58,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_58,False,,1,idle,,3,idle,,13,12,0.3,,,13,sad,,,
d_ex_gym_02_59,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_59,True,,1,surprise,,3,idle,,12,12,0.3,,,13,sad,,,
d_ex_gym_02_60,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_60,True,,1,surprise,,3,idle,,12,12,1.0,,,13,idle,,,
d_ex_gym_02_61,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_61,True,,1,pain,,3,idle,,12,12,1.0,,,13,idle,,,
d_ex_gym_02_62,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_62,True,,1,pain,,3,idle,,12,XS_30,1.0,,,13,idle,,,
d_ex_gym_02_63,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_63,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,13,idle,,,
d_ex_gym_02_64,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_64,True,,1,idle,,3,idle,,XS_130,XS_130,1.0,,,13,delight,,,
d_ex_gym_02_65,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_65,True,,1,idle,,3,idle,,XS_30,3,1.0,,,13,delight,,,
d_ex_gym_02_66,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_66,True,,1,idle,,3,idle,,3,3,1.0,,,13,delight,,,
d_ex_gym_02_67,d_ex_gym_02,Monologue,epinel,,Locale_SuddenStory:d_ex_gym_02_67,False,,1,idle,,3,idle,,black,black,1.0,,,13,idle,,,
d_ex_gym_02_68,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_68,True,,1,idle,,3,idle,,3,2,1.0,,,13,idle,,,
d_ex_gym_02_69,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_69,False,,1,idle,,3,"expression_0,idle",,2,2,1.0,,,13,idle,,,
d_ex_gym_02_70,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_70,True,,1,idle,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_71,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_71,True,,1,idle,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_72,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_72,True,,1,idle,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_73,d_ex_gym_02,Monologue,epinel,,Locale_SuddenStory:d_ex_gym_02_73,False,,1,idle,,2,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_74,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_74,True,,1,surprise,,2,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_75,d_ex_gym_02,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_02_75,False,,1,surprise,,2,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_76,d_ex_gym_02,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_02_76,True,,2,pain,,3,idle,,2,2,1.0,,,13,idle,,,
d_ex_gym_02_77,d_ex_gym_02,Monologue,folkwang,,Locale_SuddenStory:d_ex_gym_02_77,False,,8,pain,,9,idle,,2,2,1.0,,,13,idle,,folkwang,epinel
d_ex_gym_02_78,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_78,True,,,,,,,,2,13,1.0,,,13,delight,,,
d_ex_gym_02_79,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_79,True,,,,,,,,13,13,1.0,,,13,delight,,,
d_ex_gym_02_80,d_ex_gym_02,Self,ether,Self,Locale_SuddenStory:d_ex_gym_02_80,False,,,,,,,,13,13,1.0,,,13,delight,,,
d_ex_gym_02_81,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_81,True,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_82,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_82,True,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_83,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_83,True,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_84,d_ex_gym_02,Self,ether,Self,Locale_SuddenStory:d_ex_gym_02_84,False,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_85,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_85,True,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_86,d_ex_gym_02,Self,ether,Self,Locale_SuddenStory:d_ex_gym_02_86,False,,,,,,,,13,13,1.0,,,13,idle,,,
d_ex_gym_02_87,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_87,True,,,,,,,,13,XS_130,1.0,none,,13,delight,,,
d_ex_gym_02_88,d_ex_gym_02,Speech,ether,ether,Locale_SuddenStory:d_ex_gym_02_88,True,,,,,,,,XS_1300,XS_1300,1.0,,,13,delight,,,
d_ex_gym_02_89,d_ex_gym_02,Self,ether,Self,Locale_SuddenStory:d_ex_gym_02_89,False,,,,,,,,XS_1300,XS_1300,1.0,,,13,delight,,,
