id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_flowerpark_04_77,d_ex_flowerpark_04,Speech,arcana,Locale_SuddenStory:d_ex_flowerpark_04_77,False,,4,4,1.0,,arcana,,,5,smile,,,3,idle,,,13,idle
d_ex_flowerpark_04_78,d_ex_flowerpark_04,Choice,arcana,Locale_SuddenStory:d_ex_flowerpark_04_78,False,,4,4,1.0,,,d_ex_flowerpark_04_82,,5,smile,,,3,idle,,,13,idle
d_ex_flowerpark_04_79,d_ex_flowerpark_04,Choice,arcana,Locale_SuddenStory:d_ex_flowerpark_04_79,False,,4,4,1.0,,,d_ex_flowerpark_04_80,,5,smile,,,3,idle,,,13,idle
d_ex_flowerpark_04_80,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_80,True,,4,4,1.0,,rupee,,,5,smile,,,3,delight,,,13,idle
d_ex_flowerpark_04_81,d_ex_flowerpark_04,Speech,arcana,Locale_SuddenStory:d_ex_flowerpark_04_81,True,,4,4,1.0,,arcana,d_ex_flowerpark_04_82,,5,delight,,,3,delight,,,13,idle
d_ex_flowerpark_04_82,d_ex_flowerpark_04,Monologue,arcana,Locale_SuddenStory:d_ex_flowerpark_04_82,False,,4,13,1.0,,,,,5,delight,,,3,delight,,,13,idle
d_ex_flowerpark_04_83,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_83,True,,13,130,0.5,,helm,,,5,delight,,,3,idle,,,13,no
d_ex_flowerpark_04_84,d_ex_flowerpark_04,Self,helm,Locale_SuddenStory:d_ex_flowerpark_04_84,False,,130,130,1.0,,,,,5,delight,,,3,idle,,,13,no
d_ex_flowerpark_04_85,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_85,False,,130,130,1.0,,helm,,,5,delight,,,3,idle,,,13,angry
d_ex_flowerpark_04_86,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_86,True,,130,12,1.0,,rupee,,,3,delight,,,1,idle,,,13,angry
d_ex_flowerpark_04_87,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_87,True,,12,12,1.0,,rupee,,,3,delight,,,1,idle,,,13,angry
d_ex_flowerpark_04_88,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_88,True,,12,12,1.0,,rupee,,,3,delight,,,1,idle,,,13,angry
d_ex_flowerpark_04_89,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_89,True,,12,12,1.0,,helm,,,3,delight,,,1,idle,,,13,no
d_ex_flowerpark_04_90,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_90,True,,12,12,1.0,,rupee,,,3,delight,,,1,idle,,,13,no
d_ex_flowerpark_04_91,d_ex_flowerpark_04,Self,rupee,Locale_SuddenStory:d_ex_flowerpark_04_91,False,,12,12,1.0,,,,,3,delight,,,1,idle,,,13,no
d_ex_flowerpark_04_92,d_ex_flowerpark_04,Monologue,rupee,Locale_SuddenStory:d_ex_flowerpark_04_92,False,,12,12,1.0,,,,,3,delight,,,1,idle,,,13,no
d_ex_flowerpark_04_93,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_93,True,,12,12,1.0,,helm,,,3,delight,,,1,idle,,,13,idle
d_ex_flowerpark_04_94,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_94,True,,12,12,1.0,,helm,,,3,delight,,,1,idle,,,13,idle
d_ex_flowerpark_04_95,d_ex_flowerpark_04,Speech,arcana,Locale_SuddenStory:d_ex_flowerpark_04_95,True,,12,2,1.0,,arcana,,,3,shy,,,1,idle,,,13,idle
d_ex_flowerpark_04_96,d_ex_flowerpark_04,Speech,arcana,Locale_SuddenStory:d_ex_flowerpark_04_96,True,,2,2,1.0,,arcana,,,3,shy,,,1,idle,,,13,idle
d_ex_flowerpark_04_97,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_97,True,,2,2,1.0,,rupee,,,3,shy,,,1,sad,,,13,idle
d_ex_flowerpark_04_98,d_ex_flowerpark_04,Speech,rupee,Locale_SuddenStory:d_ex_flowerpark_04_98,True,,2,2,1.0,,rupee,,,3,shy,,,1,idle,,,13,idle
d_ex_flowerpark_04_99,d_ex_flowerpark_04,Speech,arcana,Locale_SuddenStory:d_ex_flowerpark_04_99,True,,2,2,1.0,,arcana,,,3,smile,,,1,idle,,,13,idle
d_ex_flowerpark_04_100,d_ex_flowerpark_04,Self,arcana,Locale_SuddenStory:d_ex_flowerpark_04_100,False,,2,2,1.0,,,,,3,smile,,,1,idle,,,13,idle
d_ex_flowerpark_04_101,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_101,False,,2,13,1.0,,helm,,,3,smile,,,1,idle,,,13,idle
d_ex_flowerpark_04_102,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_102,True,,13,13,1.0,,helm,,,3,smile,,,1,idle,,,13,idle
d_ex_flowerpark_04_103,d_ex_flowerpark_04,Speech,helm,Locale_SuddenStory:d_ex_flowerpark_04_103,True,,13,130,1.5,,helm,,,3,smile,,,1,idle,,,13,delight
d_ex_flowerpark_04_104,d_ex_flowerpark_04,Self,helm,Locale_SuddenStory:d_ex_flowerpark_04_104,False,,130,130,1.0,,,,,3,smile,,,1,idle,,,13,delight
d_ex_flowerpark_04_105,d_ex_flowerpark_04,Monologue,helm,Locale_SuddenStory:d_ex_flowerpark_04_105,False,,black,black,1.0,,,,,3,smile,,,1,idle,,,3,delight
