id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
d_main_23_01_e_25,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_25,True,,2,2,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,anis,anis,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_26,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_26,True,,2,2,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_27,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_27,True,,2,10,1.0,,,,3,angry,,5,idle,,13,idle,,1,smile,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_28,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_28,False,,10,12,1.0,,,,3,angry,,5,idle,,13,think,,1,smile,rapi,rapi,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_29,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_29,True,,12,12,1.0,,,,3,angry,,5,idle,,13,idle,,1,smile,rapi,rapi,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_30,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_30,True,,12,12,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_31,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_31,True,,12,12,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_32,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_32,True,,30,30,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,anis,anis,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_33,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_33,True,,12,12,1.0,,,,3,angry,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_34,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_34,True,,12,12,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,rapi,rapi,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_35,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_35,True,,12,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_36,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_36,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_37,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_37,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_38,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_38,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_39,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_39,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,think,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_40,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_40,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_41,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_41,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_42,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_42,True,,10,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,anis,anis,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_43,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_43,True,,2,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_44,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_44,False,,2,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_45,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_45,False,,2,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,
d_main_23_01_e_46,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_46,True,,2,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,enikk_op_l,enikk_op_l,,,enikk_op_l,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_47,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_47,True,,2,2,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,burningum_op_r,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_48,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_48,True,,2,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_49,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_49,False,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,surprise,,,,,,,,,,,
d_main_23_01_e_50,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_50,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,surprise,,,,,,,,,,,
d_main_23_01_e_51,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_51,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,OP_rightup,surprise,,,,,,,,,,,
d_main_23_01_e_52,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_52,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,surprise,,,,,,,,,,,
d_main_23_01_e_53,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_53,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,OP_rightup,surprise,,,,,,,,,,,
d_main_23_01_e_54,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_54,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_55,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_55,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_56,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_56,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_57,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_57,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_58,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_58,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,burningum_op_r,burningum_op_r,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_59,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_59,True,,10,10,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,OP_rightup,idle,,,,,,,,,,,
d_main_23_01_e_60,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_60,True,,16,16,1.0,,,,3,void,,5,idle,,13,idle,,1,idle,poli,poli,,,,OP_leftup,special,,OP_rightup,idle,rapi,poli,15,idle,miranda,17,idle,burningum_op_r,,,
d_main_23_01_e_61,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_61,True,,16,16,1.0,,,,3,void,,5,idle,,,,,1,idle,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,15,idle,,17,idle,,,,
d_main_23_01_e_62,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_62,False,,16,16,1.0,,,,3,void,,5,idle,,,,,1,idle,miranda,miranda,,,,OP_leftup,special,,,,,,15,idle,,17,idle,,,,
d_main_23_01_e_63,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_63,True,,16,16,1.0,,,,3,void,,5,idle,,,,,1,idle,poli,poli,,,,OP_leftup,special,,,,,,15,idle,,17,idle,,,,
d_main_23_01_e_64,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_64,True,,16,16,1.0,,,,3,void,,5,idle,,,,,1,think,miranda,miranda,,,,OP_leftup,special,,,,,,15,idle,,17,idle,,,,
d_main_23_01_e_65,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_65,True,,16,16,1.0,,,,3,void,,5,idle,,,,,1,think,dorothy,dorothy,,,,OP_leftup,special,,,,,,15,idle,,17,idle,,,,
d_main_23_01_e_66,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_66,True,,16,12,1.0,,,,3,void,,5,idle,,,,,1,think,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_67,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_67,True,,12,12,1.0,,,,3,void,,5,idle,,,,,1,idle,dorothy,dorothy,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_68,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_68,True,,12,12,1.0,,,,3,void,,5,idle,,,,,1,idle,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_69,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_69,True,,12,14,1.0,,,,3,void,,5,idle,,,,,1,idle,miranda,miranda,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_70,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_70,True,,14,14,1.0,,,,3,void,,5,idle,,,,,1,idle,miranda,miranda,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_71,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_71,True,,14,14,1.0,,,,3,void,,5,idle,,,,,1,idle,poli,poli,,,,OP_leftup,special,,,,,,13,surprise,,15,idle,,,,
d_main_23_01_e_72,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_72,True,,10,10,1.0,,,,3,void,,5,idle,,,,,1,think,dorothy,dorothy,,,,OP_leftup,special,,,,,,13,surprise,,15,idle,,,,
d_main_23_01_e_73,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_73,True,,14,14,1.0,,,,3,void,,5,idle,,,,,1,think,miranda,miranda,,,,OP_leftup,special,,,,,,13,surprise,,15,idle,,,,
d_main_23_01_e_74,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_74,True,,14,14,1.0,,,,3,void,,5,idle,,,,,1,think,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_75,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_75,True,,14,14,1.0,,,,3,void,,5,idle,,,,,1,think,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_76,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_76,False,,14,14,1.0,,,,3,void,,5,idle,,,,,1,think,,,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_77,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_77,True,,14,XS_130,1.0,,,,3,void,,5,idle,,,,,1,think,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_78,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_78,True,,XS_130,XS_130,1.0,,,,3,void,,5,idle,,,,,1,think,poli,poli,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_79,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_79,False,,XS_130,XS_130,1.0,,,,3,void,,5,idle,,,,,1,think,,,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_80,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_80,True,,XS_130,12,1.0,,,,3,void,,5,idle,,,,,1,think,dorothy,dorothy,,,,OP_leftup,special,,,,,,13,idle,,15,idle,,,,
d_main_23_01_e_81,d_main_23_01_e,Narration,Locale_MainScenario:d_main_23_01_e_81,False,,12,12,1.0,,,,3,void,,5,idle,,,,,1,think,,,dorothy,,,OP_leftup,special,,,,,,13,idle,,15,idle,,poli,miranda,
d_main_23_01_e_82,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_82,False,,12,12,1.0,,,,3,void,,5,idle,,,,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_83,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_83,True,,12,2,1.0,,,,3,void,,5,idle,rapi,1,idle,,,,rapi,rapi,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_84,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_84,True,,2,2,1.0,,,,3,void,,5,idle,,1,idle,,,,rapi,rapi,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_85,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_85,True,,2,2,1.0,,,,3,void,,5,idle,,1,idle,,,,rapi,rapi,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_86,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_86,True,,2,2,1.0,,,,3,worry,,5,idle,,1,idle,,,,anis,anis,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_87,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_87,True,,2,4,1.0,,,,3,worry,,5,delight,,1,idle,,,,neon,neon,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_88,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_88,False,,4,4,1.0,,,,3,worry,,5,delight,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_89,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_89,False,,4,4,1.0,,,,3,worry,,5,delight,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_90,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_90,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_91,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_91,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_92,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_92,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_93,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_93,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_94,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_94,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,neon,neon,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_95,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_95,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_96,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_96,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_97,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_97,False,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_98,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_98,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_99,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_99,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,anis,anis,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_100,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_100,False,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_101,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_101,False,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_102,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_102,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_103,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_103,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_104,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_104,False,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_105,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_105,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_106,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_106,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_107,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_107,True,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_108,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_108,False,,4,4,1.0,,,,3,worry,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_109,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_109,False,,4,4,1.0,,,,3,void,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_110,d_main_23_01_e,Self,Locale_MainScenario:d_main_23_01_e_110,False,,4,4,1.0,,,,3,void,,5,idle,,1,idle,,,,,,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_111,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_111,True,,4,10,1.0,,,,3,void,,5,idle,,1,idle,,,,rapi,rapi,,,,OP_leftup,special,,,,,,,,,,,,,,
d_main_23_01_e_112,d_main_23_01_e,Speech,Locale_MainScenario:d_main_23_01_e_112,True,,10,10,1.0,,,,3,void,,5,idle,,1,idle,,,,enikk_op_l,enikk_op_l,,,,OP_leftup,special,,,,,,,,,,,,,,
