id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_main_23_11_e_11,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_11,False,,1,idle,,3,worry,,13,worry,,17,17,1.0,,,,,,,,,,,
d_main_23_11_e_12,d_main_23_11_e,Monologue,,,Locale_MainScenario:d_main_23_11_e_12,False,,1,idle,,3,worry,,13,worry,,17,17,1.0,,,,,,,,,,,
d_main_23_11_e_13,d_main_23_11_e,Monologue,,,Locale_MainScenario:d_main_23_11_e_13,False,,1,idle,,3,worry,,13,worry,,17,17,1.0,,,,,,,,,,,
d_main_23_11_e_14,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_14,False,,1,idle,,3,worry,,13,worry,,17,17,1.0,,,,,,,,,,,
d_main_23_11_e_15,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_15,True,,1,idle,,3,worry,,13,worry,,17,170,1.0,,,diesel_op_c,OP_center,worry,,,,,,
d_main_23_11_e_16,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_16,True,,1,idle,,3,worry,,13,worry,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_17,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_17,False,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_18,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_18,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,idle,,,,,,
d_main_23_11_e_19,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_19,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_20,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_20,False,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_21,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_21,False,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_22,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_22,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_23,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_23,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_24,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_24,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_25,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_25,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_26,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_26,False,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_27,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_27,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_28,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_28,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_29,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_29,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_30,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_30,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_31,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_31,False,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,worry,,,,,,
d_main_23_11_e_32,d_main_23_11_e,Speech,diesel_op_c,diesel_op_c,Locale_MainScenario:d_main_23_11_e_32,True,,1,idle,,3,void,,13,idle,,170,170,1.0,,,,OP_center,idle,,,,,,
d_main_23_11_e_33,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_33,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,,,OP_center,idle,diesel_op_c,black,,,,
d_main_23_11_e_34,d_main_23_11_e,Speech,neon,neon,Locale_MainScenario:d_main_23_11_e_34,True,,1,idle,,3,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,,
d_main_23_11_e_35,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_35,True,,1,idle,,3,void,,13,idle,,30,30,1.0,,,,,,,,,,,
d_main_23_11_e_36,d_main_23_11_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_11_e_36,True,,1,idle,,3,void,,13,idle,,30,2,1.0,,,,,,,,,,,
d_main_23_11_e_37,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_37,True,,1,idle,,3,void,,13,idle,,2,2,1.0,,,,,,,,,,,
d_main_23_11_e_38,d_main_23_11_e,Speech,neon,neon,Locale_MainScenario:d_main_23_11_e_38,True,,1,idle,,3,void,,13,surprise,,2,13,1.0,,,,,,,,,,,
d_main_23_11_e_39,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_39,True,,1,idle,,3,void,,13,surprise,,30,30,1.0,,,,,,,,,,,
d_main_23_11_e_40,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_40,True,,1,idle,,3,void,,13,surprise,,30,30,1.0,,,,,,,,,,,
d_main_23_11_e_41,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_41,False,,1,idle,,3,void,,13,surprise,,30,30,1.0,,,,,,,,,,,
d_main_23_11_e_42,d_main_23_11_e,Speech,neon,neon,Locale_MainScenario:d_main_23_11_e_42,True,,1,idle,,3,void,,13,idle,,S_130,S_130,1.0,,,,,,,,,,,
d_main_23_11_e_43,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_43,False,,1,idle,,3,void,,13,idle,,S_130,S_130,1.0,,,,,,,,,,,
d_main_23_11_e_44,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_44,False,,1,idle,,3,void,,13,idle,,S_130,13,1.0,,,,,,,,,,,
d_main_23_11_e_45,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_45,False,,1,idle,,3,void,,13,idle,,13,13,1.0,,,,,,,,,,,
d_main_23_11_e_46,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_46,True,,1,idle,,3,void,,13,idle,,13,2,1.0,,,,,,,,,,,
d_main_23_11_e_47,d_main_23_11_e,Speech,anis,anis,Locale_MainScenario:d_main_23_11_e_47,True,,1,idle,,3,void,,13,idle,,2,2,1.0,,,,,,,,,,,
d_main_23_11_e_48,d_main_23_11_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_11_e_48,True,,1,idle,,3,void,,13,idle,,2,2,1.0,,,,,,,,,,,
d_main_23_11_e_49,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_49,False,,1,idle,,3,void,,13,idle,,2,2,1.0,,,,,,,,,,,
d_main_23_11_e_50,d_main_23_11_e,Monologue,,,Locale_MainScenario:d_main_23_11_e_50,False,,1,idle,,3,void,,13,idle,,2,1,1.0,,,,,,,,rapi,anis,neon,
d_main_23_11_e_51,d_main_23_11_e,Monologue,,,Locale_MainScenario:d_main_23_11_e_51,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_52,d_main_23_11_e,Monologue,,,Locale_MainScenario:d_main_23_11_e_52,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_53,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_53,True,yuni,1,idle,,,,,,,,1,1,1.0,none,,,,,,,,,,
d_main_23_11_e_54,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_54,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_55,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_55,True,,1,idle,,,,,,,,1,1,1.0,bgm_mystery,,,,,,,,,,
d_main_23_11_e_56,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_56,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_57,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_57,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_58,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_58,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_59,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_59,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_60,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_60,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_61,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_61,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_62,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_62,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_63,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_63,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_64,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_64,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_65,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_65,True,,1,surprise,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_66,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_66,False,,1,surprise,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_67,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_67,False,,1,surprise,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_68,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_68,False,,1,think,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_69,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_69,False,,1,think,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_70,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_70,False,,1,think,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_71,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_71,False,,1,think,,,,,,,,1,1,1.0,,sfx_scn_electricshock,,,,,,,,,Low_1
d_main_23_11_e_72,d_main_23_11_e,Self,,,Locale_MainScenario:d_main_23_11_e_72,False,,1,think,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_73,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_73,False,,1,think,,,,,,,,1,,1.0,,sfx_scn_down,,,,,,,,,Low_2
d_main_23_11_e_74,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_74,False,,1,think,,,,,,,,1,XS_100,1.0,,,,,,,,,,,
d_main_23_11_e_75,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_75,False,,1,think,,,,,,,,XS_100,XS_100,1.0,,,,,,,,,,,
d_main_23_11_e_76,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_76,True,,1,idle,,,,,,,,XS_100,XS_10,1.0,,,,,,,,,,,
d_main_23_11_e_77,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_77,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,
d_main_23_11_e_78,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_78,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,
d_main_23_11_e_79,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_79,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,
d_main_23_11_e_80,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_80,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,
d_main_23_11_e_81,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_81,True,,1,shy,,,,,,,,XS_10,1,1.0,,,,,,,,,,,
d_main_23_11_e_82,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_82,True,,1,shy,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_83,d_main_23_11_e,Speech,yuni,yuni,Locale_MainScenario:d_main_23_11_e_83,True,,1,shy,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_84,d_main_23_11_e,Narration,,,Locale_MainScenario:d_main_23_11_e_84,False,,1,shy,,,,,,,AZXIn,1,1,1.0,,,,,,,black,yuni,,,
d_main_23_11_e_85,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_85,True,diesel,1,idle,crow,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_86,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_86,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_87,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_87,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_88,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_88,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_89,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_89,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_90,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_90,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_91,d_main_23_11_e,Speech,diesel,diesel,Locale_MainScenario:d_main_23_11_e_91,True,,1,idle,,19,idle,,,,,1,1,1.0,,,,,,,,,,,
d_main_23_11_e_92,d_main_23_11_e,Speech,crow,crow,Locale_MainScenario:d_main_23_11_e_92,False,,1,idle,,19,idle,,,,,1,19,1.0,,,,,,,,,,,
