id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_36_06_11,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_11,True,,3,3,1.0,,leviathan,,,,6,idle,,,4,think_02,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_12,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_12,True,,3,3,1.0,,leviathan,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_13,d_main_36_06,Speech,maxwell,Locale_MainScenario:d_main_36_06_13,True,,3,3,1.0,,maxwell,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_14,d_main_36_06,Self,maxwell,Locale_MainScenario:d_main_36_06_14,False,,3,3,1.0,,,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_15,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_15,True,,3,S_40,1.3,,leviathan,,,,6,idle,,,4,surprise,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_16,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_16,True,,S_40,S_400,1.3,,leviathan,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_17,d_main_36_06,Self,leviathan,Locale_MainScenario:d_main_36_06_17,False,,S_400,S_400,1.0,,,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_18,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_18,True,,S_400,S_40,1.0,,leviathan,,,,6,idle,,,4,idle,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_19,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_19,True,,S_40,S_40,1.0,,leviathan,,,,6,idle,,,4,no,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_20,d_main_36_06,Self,leviathan,Locale_MainScenario:d_main_36_06_20,False,,S_40,S_40,1.0,,,,,,6,idle,,,4,no,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_21,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_21,True,,S_40,5,1.3,,rapi_red,,,,6,idle,,,4,no,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_22,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_22,True,,5,5,1.0,,rapi_red,,,,6,idle,,,4,no,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_23,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_23,True,,5,5,1.0,,leviathan,,,,6,idle,,,4,angry,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_24,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_24,False,,5,5,1.0,,leviathan,,,,6,idle,,,4,think_02,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_25,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_25,True,,5,5,1.0,,leviathan,,,,6,idle,,,4,think_02,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_26,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_26,True,,5,5,1.0,,leviathan,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_27,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_27,True,,5,5,1.0,,rapi_red,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_28,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_28,True,,5,5,1.0,,leviathan,,,,6,idle,,,4,angry,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_29,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_29,True,,5,5,1.0,,rapi_red,,,,6,idle,,,4,angry,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_30,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_30,True,,5,S_40,1.0,,leviathan,,,,6,idle,,,4,angry,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_31,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_31,True,,12,S_120,0.7,,laplace,,,,6,idle,,,4,angry,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_32,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_32,False,,S_160,S_160,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,angry,,,18,idle,
d_main_36_06_33,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_33,True,,S_120,S_1200,1.3,,laplace,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,16,angry,,,18,idle,
d_main_36_06_34,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_34,True,,S_160,S_160,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,16,idle,,,18,idle,
d_main_36_06_35,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_35,True,,S_120,S_120,1.0,,laplace,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_36,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_36,True,,S_160,S_160,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_37,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_37,True,,S_120,S_120,1.0,,laplace,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_38,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_38,False,,S_120,S_120,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,16,idle,,,18,idle,
d_main_36_06_39,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_39,True,,S_120,S_120,1.0,,laplace,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,16,idle,,,18,idle,
d_main_36_06_40,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_40,True,,S_120,S_1200,1.3,,laplace,Low_2,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,16,idle,,,18,idle,
d_main_36_06_41,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_41,True,,S_160,S_160,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,16,angry,,,18,idle,
d_main_36_06_42,d_main_36_06,Monologue,cinderella,Locale_MainScenario:d_main_36_06_42,False,,black,black,1.0,,,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,14,angry,,,16,idle,
d_main_36_06_43,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_43,True,,13,13,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,delight,,,14,idle,,,16,idle,
d_main_36_06_44,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_44,True,,13,13,1.0,,laplace,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_45,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_45,True,,13,S_140,1.3,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,angry,,,16,idle,
d_main_36_06_46,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_46,False,EventScene_Chap_35_02,black,black,1.0,,cinderella,,,,6,idle,rapi_red,,4,think_01,leviathan,,2,idle,maxwell,,12,idle,laplace,,14,surprise,cinderella,,16,idle,grave_p
d_main_36_06_47,d_main_36_06,Monologue,cinderella,Locale_MainScenario:d_main_36_06_47,False,,d_main_36_06_47,d_main_36_06_47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_48,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_48,True,,d_main_36_06_47,d_main_36_06_47,1.0,,leviathan,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_49,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_49,True,,d_main_36_06_47,d_main_36_06_47,1.0,,cinderella,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_50,d_main_36_06,Speech,laplace,Locale_MainScenario:d_main_36_06_50,True,,d_main_36_06_47,d_main_36_06_47,1.0,,laplace,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_51,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_51,False,,d_main_36_06_47,d_main_36_06_47,1.0,,cinderella,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_52,d_main_36_06,Monologue,cinderella,Locale_MainScenario:d_main_36_06_52,False,,d_main_36_06_47,d_main_36_06_48,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_36_06_53,d_main_36_06,Narration,cinderella,Locale_MainScenario:d_main_36_06_53,False,Jungle2,black,black,1.0,,,,sfx_scn_magicbubble,rapi_red,6,idle,,leviathan,4,think_01,,maxwell,2,idle,,laplace,12,idle,,cinderella,14,idle,,grave_p,16,idle,
d_main_36_06_54,d_main_36_06,Monologue,cinderella,Locale_MainScenario:d_main_36_06_54,False,,black,black,1.0,,,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_55,d_main_36_06,Monologue,cinderella,Locale_MainScenario:d_main_36_06_55,False,,black,black,1.0,,,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_56,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_56,False,,15,15,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,surprise,,,16,idle,
d_main_36_06_57,d_main_36_06,Speech,grave_p,Locale_MainScenario:d_main_36_06_57,True,,15,15,1.0,,grave_p,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,surprise,,,16,idle,
d_main_36_06_58,d_main_36_06,Speech,cinderella,Locale_MainScenario:d_main_36_06_58,True,,15,15,1.0,,cinderella,,,,6,idle,,,4,think_01,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_59,d_main_36_06,Speech,leviathan,Locale_MainScenario:d_main_36_06_59,True,,5,5,1.0,,leviathan,,,,6,idle,,,4,surprise,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_60,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_60,False,,5,5,1.0,,rapi_red,,,,6,think,,,4,surprise,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
d_main_36_06_61,d_main_36_06,Speech,rapi_red,Locale_MainScenario:d_main_36_06_61,True,,5,60,1.3,,rapi_red,,,,6,idle,,,4,surprise,,,2,idle,,,12,idle,,,14,idle,,,16,idle,
