id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_31_09_e_37,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_37,False,,1,idle,,13,worry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_38,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_38,False,,1,idle,,13,worry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_39,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_39,False,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_40,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_40,False,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_41,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_41,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_42,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_42,False,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_43,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_43,True,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_44,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_44,False,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_45,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_45,False,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_46,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_46,False,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_47,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_47,False,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_48,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_48,False,,1,idle,,13,angry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_49,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_49,False,,1,idle,,13,think,,15,idle,,130,13,1.0,,,,,,,
d_main_31_09_e_50,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_50,False,,1,idle,,13,think,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_51,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_51,False,,1,idle,,13,think,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_52,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_52,False,,1,idle,,13,think,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_53,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_53,False,,1,idle,,13,think,,15,idle,,13,14,1.0,,,,,,,
d_main_31_09_e_54,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_54,True,,1,idle,,13,think,,15,surprise,,14,14,1.0,,,,,,,
d_main_31_09_e_55,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_55,True,,1,idle,,13,idle,,15,surprise,,14,14,1.0,,,,,,,
d_main_31_09_e_56,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_56,True,,1,idle,,13,idle,,15,surprise,,14,14,1.0,,,,,,,
d_main_31_09_e_57,d_main_31_09_e,Self,rapi,,Locale_MainScenario:d_main_31_09_e_57,False,,1,idle,,13,idle,,15,surprise,,14,14,1.0,,,,,,,
d_main_31_09_e_58,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_58,True,,1,idle,,13,idle,,15,surprise,,14,14,1.0,,,,,,,
d_main_31_09_e_59,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_59,True,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,,
d_main_31_09_e_60,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_60,True,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,,
d_main_31_09_e_61,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_61,True,,1,idle,,13,think,,15,angry,,14,14,1.0,,,,,,,
d_main_31_09_e_62,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_62,True,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,,
d_main_31_09_e_63,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_63,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,
d_main_31_09_e_64,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_64,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,
d_main_31_09_e_65,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_65,True,,1,idle,,13,idle,,15,idle,,14,130,1.0,,,,,,,
d_main_31_09_e_66,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_66,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_67,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_67,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_68,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_68,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_69,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_69,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_70,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_70,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_71,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_71,False,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_72,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_72,True,,1,idle,,13,worry,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_73,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_73,False,,1,idle,,13,worry,,15,idle,,150,150,1.0,,,,,,,
d_main_31_09_e_74,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_74,True,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_75,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_75,True,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_76,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_76,True,,1,idle,,13,think,,15,idle,,130,130,1.0,,,,,,,
d_main_31_09_e_77,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_77,False,,1,idle,,13,think,,15,idle,,130,13,1.0,,,,,,,
d_main_31_09_e_78,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_78,True,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_79,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_79,True,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_80,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_80,True,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_81,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_81,True,,1,idle,,13,think,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_82,d_main_31_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_31_09_e_82,True,,1,idle,,13,think,,15,idle,,13,13,1.0,,,,,,,
d_main_31_09_e_83,d_main_31_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_09_e_83,True,,1,idle,,13,think,,15,idle,,13,15,1.0,,,,,,,
d_main_31_09_e_84,d_main_31_09_e,Self,mana,,Locale_MainScenario:d_main_31_09_e_84,False,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,,,,,
d_main_31_09_e_85,d_main_31_09_e,Speech,mana,mana,Locale_MainScenario:d_main_31_09_e_85,True,,1,idle,,13,idle,,15,idle,,1,10,1.0,,,,,,,
d_main_31_09_e_86,d_main_31_09_e,Narration,mana,,Locale_MainScenario:d_main_31_09_e_86,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,sfx_scn_injectionfire,,,,
d_main_31_09_e_87,d_main_31_09_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_09_e_87,False,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,grave_no,3,idle,
d_main_31_09_e_88,d_main_31_09_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_09_e_88,True,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,3,idle,
d_main_31_09_e_89,d_main_31_09_e,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_09_e_89,False,,1,idle,,13,idle,,15,idle,,3,30,0.5,,,,,3,idle,
d_main_31_09_e_90,d_main_31_09_e,Monologue,grave,,Locale_MainScenario:d_main_31_09_e_90,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,grave,3,idle,grave_no
d_main_31_09_e_91,d_main_31_09_e,Monologue,grave,,Locale_MainScenario:d_main_31_09_e_91,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,3,idle,
d_main_31_09_e_92,d_main_31_09_e,Monologue,grave,,Locale_MainScenario:d_main_31_09_e_92,False,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,3,idle,
d_main_31_09_e_93,d_main_31_09_e,Monologue,grave,,Locale_MainScenario:d_main_31_09_e_93,False,,1,idle,,13,idle,,15,idle,,30,3,1.0,,,,,3,idle,
d_main_31_09_e_94,d_main_31_09_e,Self,grave,,Locale_MainScenario:d_main_31_09_e_94,False,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,3,idle,
d_main_31_09_e_95,d_main_31_09_e,Self,grave,,Locale_MainScenario:d_main_31_09_e_95,False,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,3,idle,
d_main_31_09_e_96,d_main_31_09_e,Speech,grave,grave,Locale_MainScenario:d_main_31_09_e_96,True,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,3,idle,
d_main_31_09_e_97,d_main_31_09_e,Speech,grave,grave,Locale_MainScenario:d_main_31_09_e_97,False,,1,idle,,13,idle,,15,idle,,3,30,0.5,,,,,3,idle,
d_main_31_09_e_98,d_main_31_09_e,Self,grave,,Locale_MainScenario:d_main_31_09_e_98,False,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,3,idle,
d_main_31_09_e_99,d_main_31_09_e,Speech,grave,grave,Locale_MainScenario:d_main_31_09_e_99,True,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,3,idle,
d_main_31_09_e_100,d_main_31_09_e,Speech,mana,mana,Locale_MainScenario:d_main_31_09_e_100,True,,1,idle,,13,idle,,15,idle,,30,2,1.0,,,,,3,idle,
d_main_31_09_e_101,d_main_31_09_e,Self,mana,,Locale_MainScenario:d_main_31_09_e_101,False,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,3,idle,
d_main_31_09_e_102,d_main_31_09_e,Self,mana,,Locale_MainScenario:d_main_31_09_e_102,False,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,3,idle,
