id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_35_09_e_11,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_11,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,delight,,16,16,1.0,,,,,,,,,,,,
d_main_35_09_e_12,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_12,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,delight,,16,16,1.0,,,,,,,,,,,,
d_main_35_09_e_13,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_13,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,delight,,130,130,1.0,,,,,,,,,,,,
d_main_35_09_e_14,d_main_35_09_e,Narration,maxwell,,Locale_MainScenario:d_main_35_09_e_14,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,delight,,130,13,1.0,,sfx_scn_tsunamiquakefar,Low_2,,,,,,,,,
d_main_35_09_e_15,d_main_35_09_e,Self,maxwell,,Locale_MainScenario:d_main_35_09_e_15,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,delight,EventScene_Chap_35_05_01,black,black,1.0,,,,rapi_red,cinderella,grave_p,maxwell,laplace,drake,,,
d_main_35_09_e_16,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_16,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,bgm_disaster,,,,,,,,,,,
d_main_35_09_e_17,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_17,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_18,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_18,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_19,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_19,True,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,
d_main_35_09_e_20,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_20,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_21,d_main_35_09_e,Monologue,laplace,,Locale_MainScenario:d_main_35_09_e_21,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_35_05_02,100,100,1.0,,sfx_scn_energecharge,,,,,,,,,,
d_main_35_09_e_22,d_main_35_09_e,Monologue,laplace,,Locale_MainScenario:d_main_35_09_e_22,False,,,,,,,,,,,,,,,,,,,,100,100,1.0,,sfx_scn_c100ultfire,,,,,,,,,,
d_main_35_09_e_23,d_main_35_09_e,Monologue,laplace,,Locale_MainScenario:d_main_35_09_e_23,False,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_24,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_24,True,,,,,,,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,
d_main_35_09_e_25,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_25,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_26,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_26,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_27,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_27,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_28,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_28,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_29,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_29,True,,,,,,,,,,,,,,,,,,,EventScene_Chap_35_05_03,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_30,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_30,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_31,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_31,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_32,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_32,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_33,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_33,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_35_09_e_34,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_34,True,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,
d_main_35_09_e_35,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_35,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_36,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_36,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_37,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_37,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_38,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_38,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_39,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_39,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_40,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_40,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_41,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_41,True,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,
d_main_35_09_e_42,d_main_35_09_e,Narration,maxwell,,Locale_MainScenario:d_main_35_09_e_42,False,,,,,,,,,,,,,,,,,,,,100,d_main_35_09_e_1,1.0,,sfx_scn_electriccannon,Low_2,,,,,,,,,
d_main_35_09_e_43,d_main_35_09_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_09_e_43,False,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_1,d_main_35_09_e_1,1.0,,,,,,,,,,,,
d_main_35_09_e_44,d_main_35_09_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_09_e_44,False,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_1,d_main_35_09_e_1,1.0,,sfx_scn_electricwhoosh,,,,,,,,,,
d_main_35_09_e_45,d_main_35_09_e,Narration,maxwell,,Locale_MainScenario:d_main_35_09_e_45,False,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_1,d_main_35_09_e_1,1.0,,sfx_scn_darkwaterbuzzing,Low_2,,,,,,,,,
d_main_35_09_e_46,d_main_35_09_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_09_e_46,False,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_1,d_main_35_09_e_1,1.0,,,,,,,,,,,,
d_main_35_09_e_47,d_main_35_09_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_09_e_47,False,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_1,100,1.0,,,,,,,,,,,,
d_main_35_09_e_48,d_main_35_09_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_09_e_48,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_35_05_04,100,10,1.0,,sfx_scn_mudywave,,,,,,,,,,
d_main_35_09_e_49,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_49,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,
d_main_35_09_e_50,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_50,True,,,,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,
d_main_35_09_e_51,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_51,True,,,,,,,,,,,,,,,,,,,,10,d_main_35_09_e_2,1.0,,,,,,,,,,,,
d_main_35_09_e_52,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_52,True,,,,,,,,,,,,,,,,,,,,d_main_35_09_e_2,d_main_35_09_e_3,1.0,,,,,,,,,,,,
d_main_35_09_e_53,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_53,True,rapi_red,5,idle,cinderella,3,smile,grave_p,1,delight,maxwell,13,angry,laplace,15,idle,drake,17,idle,Bog,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_54,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_54,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_55,d_main_35_09_e,Self,cinderella,,Locale_MainScenario:d_main_35_09_e_55,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
d_main_35_09_e_56,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_56,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,5,50,1.0,,,,,,,,,,,,
d_main_35_09_e_57,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_57,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_58,d_main_35_09_e,Self,rapi_red,,Locale_MainScenario:d_main_35_09_e_58,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_59,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_59,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,
d_main_35_09_e_60,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_60,True,,5,good,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_61,d_main_35_09_e,Self,rapi_red,,Locale_MainScenario:d_main_35_09_e_61,False,,5,good,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_62,d_main_35_09_e,Self,rapi_red,,Locale_MainScenario:d_main_35_09_e_62,False,,5,good,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_63,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_63,True,,5,worry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,
d_main_35_09_e_64,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_64,False,,5,worry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,500,1.0,,,,,,,,,,,,
d_main_35_09_e_65,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_65,False,,5,worry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,500,500,1.0,,,,,,,,,,,,
d_main_35_09_e_66,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_66,False,,5,think,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,500,5,1.0,,,,,,,,,,,,
d_main_35_09_e_67,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_67,False,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
d_main_35_09_e_68,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_68,True,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
d_main_35_09_e_69,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_69,False,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
d_main_35_09_e_70,d_main_35_09_e,Narration,rapi_red,,Locale_MainScenario:d_main_35_09_e_70,False,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,5,1.0,,sfx_scn_groundstomp,Low_2,,,,,,,,,
d_main_35_09_e_71,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_71,False,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,50,0.7,,,,,,,,,,,,
d_main_35_09_e_72,d_main_35_09_e,Narration,rapi_red,,Locale_MainScenario:d_main_35_09_e_72,False,,5,angry,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_3energyballfire,,rapi_red,,,,,,,,
d_main_35_09_e_73,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_73,False,,,,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_74,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_74,False,,,,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_75,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_75,False,,,,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_76,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_76,False,,,,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_main_35_09_e_77,d_main_35_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_09_e_77,False,rapi_red,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_bodyfall_down,,,,,,,,leviathan,5,angry
d_main_35_09_e_78,d_main_35_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_35_09_e_78,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,S_50,0.7,none,,,,,,,,,,5,angry
d_main_35_09_e_79,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_79,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_50,6,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_80,d_main_35_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_35_09_e_80,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,6,6,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_81,d_main_35_09_e,Self,leviathan,,Locale_MainScenario:d_main_35_09_e_81,False,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,6,6,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_82,d_main_35_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_35_09_e_82,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,6,6,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_83,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_83,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_84,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_84,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_30,S_30,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_85,d_main_35_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_35_09_e_85,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_30,S_50,1.5,,,,,,,,,,,5,angry
d_main_35_09_e_86,d_main_35_09_e,Self,leviathan,,Locale_MainScenario:d_main_35_09_e_86,False,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_87,d_main_35_09_e,Narration,leviathan,,Locale_MainScenario:d_main_35_09_e_87,False,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_50,5,1.0,,sfx_scn_aims,,,,,,,,,5,angry
d_main_35_09_e_88,d_main_35_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_35_09_e_88,False,,7,good,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,5,angry
d_main_35_09_e_89,d_main_35_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_35_09_e_89,True,,7,good,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,5,5,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_90,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_90,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,5,7,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_91,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_91,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,7,7,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_92,d_main_35_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_e_92,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,16,16,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_93,d_main_35_09_e,Speech,drake,drake,Locale_MainScenario:d_main_35_09_e_93,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,16,16,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_94,d_main_35_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_e_94,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,16,13,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_95,d_main_35_09_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_e_95,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,13,2,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_96,d_main_35_09_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_09_e_96,True,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,2,2,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_97,d_main_35_09_e,Self,leviathan,,Locale_MainScenario:d_main_35_09_e_97,False,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,2,5,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_98,d_main_35_09_e,Self,leviathan,,Locale_MainScenario:d_main_35_09_e_98,False,,7,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,5,5,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_99,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_99,False,,7,think,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,5,7,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_100,d_main_35_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_e_100,True,,7,think,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,7,70,1.0,,,,,,,,,,,5,pain
d_main_35_09_e_101,d_main_35_09_e,Self,rapi_red,,Locale_MainScenario:d_main_35_09_e_101,False,,7,think,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,angry,,70,70,1.0,,,,,,,,,,,5,pain
