id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_19_01_19,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_19,True,,1,4,2.0,,,,6,idle,,4,no,,2,idle,,12,angry
d_main_19_01_20,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_20,True,,12,12,1.0,,,,6,idle,,4,no,,2,idle,,12,delight
d_main_19_01_21,d_main_19_01,Self,papillon,Self,Locale_MainScenario:d_main_19_01_21,False,,12,12,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_22,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_22,True,,12,12,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_23,d_main_19_01,Speech,neon,neon,Locale_MainScenario:d_main_19_01_23,True,,S_60,S_60,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_24,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_24,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_25,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_25,True,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_26,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_26,True,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_27,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_27,False,,40,S_120,2.0,,,,6,idle,,4,idle,,2,idle,,12,surprise
d_main_19_01_28,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_28,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,surprise
d_main_19_01_29,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_29,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,surprise
d_main_19_01_30,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_30,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_31,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_31,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_32,d_main_19_01,Self,papillon,Self,Locale_MainScenario:d_main_19_01_32,False,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_33,d_main_19_01,Self,papillon,Self,Locale_MainScenario:d_main_19_01_33,False,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_34,d_main_19_01,Speech,rapi,rapi,Locale_MainScenario:d_main_19_01_34,True,,S_120,1,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_35,d_main_19_01,Speech,rapi,rapi,Locale_MainScenario:d_main_19_01_35,True,,1,1,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_36,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_36,True,,1,1,1.0,,,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_37,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_37,True,,1,1,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_38,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_38,True,,1,1,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_39,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_39,True,,1,S_120,2.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_40,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_40,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_41,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_41,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_42,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_42,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_43,d_main_19_01,Self,papillon,Self,Locale_MainScenario:d_main_19_01_43,False,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_44,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_44,True,,S_120,S_1200,2.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_45,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_45,True,,S_1200,S_1200,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_46,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_46,True,,S_1200,S_1200,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_47,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_47,True,,S_1200,S_1200,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_48,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_48,True,,S_1200,S_120,2.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_49,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_49,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_50,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_50,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_51,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_51,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_52,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_52,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_53,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_53,False,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_54,d_main_19_01,Speech,rapi,rapi,Locale_MainScenario:d_main_19_01_54,False,,20,20,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_55,d_main_19_01,Speech,neon,neon,Locale_MainScenario:d_main_19_01_55,True,,S_60,S_60,1.0,,,,6,surprise,,4,idle,,2,idle,,12,idle
d_main_19_01_56,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_56,True,,S_120,S_120,1.0,,,,6,surprise,,4,idle,,2,idle,,12,think
d_main_19_01_57,d_main_19_01,Choice,papillon,,Locale_MainScenario:d_main_19_01_57,False,,S_120,S_120,1.0,,d_main_19_01_59,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_58,d_main_19_01,Choice,papillon,,Locale_MainScenario:d_main_19_01_58,False,,S_120,S_120,1.0,,d_main_19_01_60,,6,idle,,4,idle,,2,idle,,12,think
d_main_19_01_59,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_59,True,,S_120,S_120,1.0,,d_main_19_01_61,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_60,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_60,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_61,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_61,True,,S_120,S_120,1.0,,,,6,idle,,4,idle,,2,idle,,12,delight
d_main_19_01_62,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_62,False,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_63,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_63,True,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_64,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_64,True,,40,40,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_65,d_main_19_01,Speech,neon,neon,Locale_MainScenario:d_main_19_01_65,True,,40,S_60,0.7,,,,6,idle,,4,idle,,2,idle,,12,idle
d_main_19_01_66,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_66,True,,5,5,1.0,,,,6,idle,,4,delight,,2,idle,,12,idle
d_main_19_01_67,d_main_19_01,Speech,anis,anis,Locale_MainScenario:d_main_19_01_67,True,,5,5,1.0,,,,6,idle,,4,delight,,2,idle,,12,idle
d_main_19_01_68,d_main_19_01,Speech,neon,neon,Locale_MainScenario:d_main_19_01_68,True,,5,5,1.0,,,,6,delight,,4,delight,,2,idle,,12,idle
d_main_19_01_69,d_main_19_01,Speech,papillon,papillon,Locale_MainScenario:d_main_19_01_69,True,,5,12,1.0,,,,6,delight,,4,delight,,2,idle,,12,angry
