id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,jump_target
d_main_19af_02_44,d_main_19af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_19af_02_44,True,,4,idle,,2,idle,,12,delight,,14,delight,,13,13,1.0,,,,,,,,
d_main_19af_02_45,d_main_19af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_19af_02_45,False,,4,no,,2,idle,,12,idle,,14,surprise,,40,40,1.0,,,,,,,,
d_main_19af_02_46,d_main_19af_02,Speech,anis,anis,Locale_MainScenario:d_main_19af_02_46,False,,4,no,,2,angry,,12,idle,,14,surprise,,20,20,1.0,,,,,,,,
d_main_19af_02_47,d_main_19af_02,Speech,neon,neon,Locale_MainScenario:d_main_19af_02_47,True,,4,idle,,2,angry,,12,idle,,14,worry,,S_140,S_140,1.0,,,,,,,,
d_main_19af_02_48,d_main_19af_02,Speech,anis,anis,Locale_MainScenario:d_main_19af_02_48,True,,4,idle,,2,angry,,12,idle,,14,worry,,S_140,S_140,1.0,,,,,,,,
d_main_19af_02_49,d_main_19af_02,Speech,neon,neon,Locale_MainScenario:d_main_19af_02_49,True,,4,idle,,2,angry,,12,idle,,14,angry,,S_140,S_140,1.0,,,,,,,,
d_main_19af_02_50,d_main_19af_02,Self,,Self,Locale_MainScenario:d_main_19af_02_50,False,,4,idle,,2,angry,,12,idle,,14,angry,,S_140,S_140,1.0,,,,,,,,
d_main_19af_02_51,d_main_19af_02,Narration,,Narration,Locale_MainScenario:d_main_19af_02_51,False,,4,idle,,3,idle,,12,idle,,14,angry,,1,1,1.0,none,,rapi,anis,papillon,neon,black,
d_main_19af_02_52,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_52,True,dorothy,1,idle,anis,3,idle,,,,,,,,1,1,1.0,bgm_inark,,,,,,,
d_main_19af_02_53,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_53,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_54,d_main_19af_02,Self,,Self,Locale_MainScenario:d_main_19af_02_54,False,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_55,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_55,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_56,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_56,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_57,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_57,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_58,d_main_19af_02,Choice,,,Locale_MainScenario:d_main_19af_02_58,False,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,d_main_19af_02_60
d_main_19af_02_59,d_main_19af_02,Choice,,,Locale_MainScenario:d_main_19af_02_59,False,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,d_main_19af_02_64
d_main_19af_02_60,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_60,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_61,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_61,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_62,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_62,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_63,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_63,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,d_main_19af_02_68
d_main_19af_02_64,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_64,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_65,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_65,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_66,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_66,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_67,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_67,True,,1,idle,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_68,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_68,True,,1,think,,3,idle,,,,,,,,1,1,1.0,,,,,,,,
d_main_19af_02_69,d_main_19af_02,Narration,,Narration,Locale_MainScenario:d_main_19af_02_69,False,,1,think,,3,idle,,,,,,,,1,10,2.0,,,,,,,,
d_main_19af_02_70,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_70,True,,1,think,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_71,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_71,True,,1,think,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_72,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_72,True,,1,think,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_73,d_main_19af_02,Speech,anis,anis,Locale_MainScenario:d_main_19af_02_73,True,,1,think,,3,worry,,,,,,,,2,2,1.0,,,,,,,,
d_main_19af_02_74,d_main_19af_02,Speech,anis,anis,Locale_MainScenario:d_main_19af_02_74,True,,1,think,,3,worry,,,,,,,,2,2,1.0,,,,,,,,
d_main_19af_02_75,d_main_19af_02,Speech,anis,anis,Locale_MainScenario:d_main_19af_02_75,True,,1,think,,3,void,,,,,,,,2,2,1.0,,,,,,,,
d_main_19af_02_76,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_76,True,,1,idle,,3,void,,,,,,,,2,2,1.0,,,,,,,,
d_main_19af_02_77,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_77,True,,1,think,,3,void,,,,,,,,2,10,2.0,,,,,,,,
d_main_19af_02_78,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_78,True,,1,idle,,3,void,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_79,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_79,True,,1,idle,,3,void,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_80,d_main_19af_02,Self,,Self,Locale_MainScenario:d_main_19af_02_80,False,,1,idle,,3,void,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_81,d_main_19af_02,Self,,Self,Locale_MainScenario:d_main_19af_02_81,False,,1,idle,,3,void,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_82,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_82,True,,1,idle,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_83,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_83,True,,1,idle,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_84,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_84,True,,1,idle,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_85,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_85,True,,1,idle,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_86,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_86,True,,1,idle,,3,idle,,,,,,,,10,10,1.0,,,,,,,,
d_main_19af_02_87,d_main_19af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19af_02_87,True,,1,idle,,3,idle,,,,,,,,10,1,2.0,,,,,,,,
