id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_workshop_01_68,d_ex_workshop_01,Choice,noah,,Locale_SuddenStory:d_ex_workshop_01_68,True,,XS_10,XS_10,1.0,,d_ex_workshop_01_70,,,1,angry,,,15,angry,
d_ex_workshop_01_69,d_ex_workshop_01,Choice,noah,,Locale_SuddenStory:d_ex_workshop_01_69,True,,XS_10,XS_10,1.0,,d_ex_workshop_01_70,,,1,angry,,,15,angry,
d_ex_workshop_01_70,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_70,False,,XS_10,XS_10,1.0,,,,,1,angry,,,15,angry,
d_ex_workshop_01_71,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_71,True,,XS_10,XS_10,1.0,,,,,1,angry,,,15,angry,
d_ex_workshop_01_72,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_72,True,,XS_10,XS_10,1.0,,,,,1,angry,,,15,angry,
d_ex_workshop_01_73,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_73,True,,XS_10,XS_10,1.0,,,,,1,angry,,,15,angry,
d_ex_workshop_01_74,d_ex_workshop_01,Narration,noah,Narration,Locale_SuddenStory:d_ex_workshop_01_74,True,,black,black,1.0,,,,,1,angry,,,15,angry,
d_ex_workshop_01_75,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_75,True,,XS_10,XS_10,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_76,d_ex_workshop_01,Self,noah,Self,Locale_SuddenStory:d_ex_workshop_01_76,True,,XS_10,L_150,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_77,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_77,True,,L_150,XS_10,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_78,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_78,True,,XS_10,XS_10,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_79,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_79,True,,XS_10,XS_10,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_80,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_80,True,,XS_10,XS_10,1.0,,,,,1,shy,,,15,angry,
d_ex_workshop_01_81,d_ex_workshop_01,Narration,noah,Narration,Locale_SuddenStory:d_ex_workshop_01_81,True,,black,black,1.0,none,,,,1,shy,,,13,angry,
d_ex_workshop_01_82,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_82,False,,XS_10,XS_10,1.0,,,,,1,shy,,,13,angry,
d_ex_workshop_01_83,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_83,False,,L_130,L_130,1.0,,,,,1,shy,,,13,angry,
d_ex_workshop_01_84,d_ex_workshop_01,Self,centi,Self,Locale_SuddenStory:d_ex_workshop_01_84,False,,113,113,1.0,,,,,1,shy,,,13,angry,
d_ex_workshop_01_85,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_85,True,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_86,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_86,True,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_87,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_87,True,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_88,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_88,False,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_89,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_89,True,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_90,d_ex_workshop_01,Monologue,noah,,Locale_SuddenStory:d_ex_workshop_01_90,True,,113,113,1.0,,,,,1,shy,,,13,idle,
d_ex_workshop_01_91,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_91,True,,113,113,1.0,bgm_story_armageddon,,,,1,shy,,,13,idle,
d_ex_workshop_01_92,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_92,True,,113,113,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_93,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_93,True,,113,113,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_94,d_ex_workshop_01,Narration,centi,Narration,Locale_SuddenStory:d_ex_workshop_01_94,True,,113,113,1.0,,,Low_2,,1,pain,,,13,idle,
d_ex_workshop_01_95,d_ex_workshop_01,Narration,centi,Narration,Locale_SuddenStory:d_ex_workshop_01_95,True,,113,113,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_96,d_ex_workshop_01,Monologue,centi,,Locale_SuddenStory:d_ex_workshop_01_96,True,,113,113,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_97,d_ex_workshop_01,Monologue,centi,,Locale_SuddenStory:d_ex_workshop_01_97,True,,113,113,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_98,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_98,True,,113,XS_10,1.0,,,,,1,pain,,,13,idle,
d_ex_workshop_01_99,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_99,True,,XS_10,XS_100,1.0,,,,,1,surprise,,,13,idle,
d_ex_workshop_01_100,d_ex_workshop_01,Self,noah,Self,Locale_SuddenStory:d_ex_workshop_01_100,True,,XS_100,XS_100,1.0,,,,,1,surprise,,,13,idle,
d_ex_workshop_01_101,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_101,True,,XS_100,L_1300,1.0,,,,,1,surprise,,,13,angry,
d_ex_workshop_01_102,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_102,True,,L_1300,L_1300,1.0,,,,,1,surprise,,,13,angry,
d_ex_workshop_01_103,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_103,True,,XS_100,XS_100,1.0,,,,,1,surprise,,,13,angry,
d_ex_workshop_01_104,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_104,True,,XS_100,XS_100,1.0,,,,,1,pain,,,13,angry,
d_ex_workshop_01_105,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_105,True,,L_1300,L_1300,1.0,,,,,1,pain,,,13,angry,
d_ex_workshop_01_106,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_106,True,,L_1300,L_1300,1.0,,,,,1,pain,,,13,angry,
d_ex_workshop_01_107,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_107,True,,L_1300,L_1300,1.0,,,,,1,pain,,,13,angry,
d_ex_workshop_01_108,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_108,True,,L_1300,113,0.5,none,,,,1,surprise,,,13,angry,
d_ex_workshop_01_109,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_109,False,,113,113,1.0,,,,,1,surprise,,,13,surprise,
d_ex_workshop_01_110,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_110,True,,113,113,1.0,,,,,1,surprise,,,13,surprise,
d_ex_workshop_01_111,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_111,True,,113,113,1.0,,,,,1,surprise,,,13,surprise,
d_ex_workshop_01_112,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_112,True,,113,113,1.0,,,,,1,shy,,,13,surprise,
d_ex_workshop_01_113,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_113,True,,113,113,1.0,bgm_story_orangepop,,,,1,pain,,,13,surprise,
d_ex_workshop_01_114,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_114,False,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_115,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_115,True,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_116,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_116,True,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_117,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_117,True,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_118,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_118,True,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_119,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_119,True,,113,113,1.0,,,,,1,pain,,,13,surprise,
d_ex_workshop_01_120,d_ex_workshop_01,Speech,noah,noah,Locale_SuddenStory:d_ex_workshop_01_120,True,,113,113,1.0,,,,,1,idle,,,13,surprise,
d_ex_workshop_01_121,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_121,True,,113,L_130,0.5,,,,,1,idle,noah,,13,surprise,
d_ex_workshop_01_122,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_122,True,,L_130,L_130,1.0,,,,,,,,,13,surprise,
d_ex_workshop_01_123,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_123,True,,L_130,L_130,1.0,,,,,,,,,13,surprise,
d_ex_workshop_01_124,d_ex_workshop_01,Self,centi,Self,Locale_SuddenStory:d_ex_workshop_01_124,True,,L_130,L_130,1.0,,,,,,,,,13,surprise,
d_ex_workshop_01_125,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_125,True,,L_130,L_1300,0.5,,,,,,,,,13,shy,
d_ex_workshop_01_126,d_ex_workshop_01,Speech,centi,centi,Locale_SuddenStory:d_ex_workshop_01_126,True,,L_1300,L_1300,1.0,,,,,,,,,13,shy,
d_ex_workshop_01_127,d_ex_workshop_01,Self,centi,Self,Locale_SuddenStory:d_ex_workshop_01_127,True,,L_1300,L_1300,1.0,,,,,,,,,13,shy,
