id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/4/hide_char_id
d_main_39_af_03_67,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_67,True,,1,idle,,3,idle,,13,idle,,,,,,,,300,300,1.0,,,
d_main_39_af_03_68,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_68,True,,1,idle,,3,idle,,13,idle,,,,,,,,300,300,1.0,,,
d_main_39_af_03_69,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_69,True,,1,idle,,3,idle,,13,idle,,,,,,,,300,300,1.0,,,
d_main_39_af_03_70,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_70,False,,1,idle,,3,idle,,13,idle,,,,,,,,300,30,1.0,,,
d_main_39_af_03_71,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_71,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_72,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_72,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_73,d_main_39_af_03,Speech,eh,neon,Locale_MainScenario:d_main_39_af_03_73,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_74,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_74,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_75,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_75,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_76,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_76,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_77,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_77,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_78,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_78,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_79,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_79,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,
d_main_39_af_03_80,d_main_39_af_03,Speech,viper,viper,Locale_MainScenario:d_main_39_af_03_80,True,,1,idle,,3,idle,,13,idle,,,,,,,,130,130,1.0,,,
d_main_39_af_03_81,d_main_39_af_03,Speech,viper,viper,Locale_MainScenario:d_main_39_af_03_81,True,,1,idle,,3,idle,,13,idle,,,,,,,,130,1300,1.0,,,
d_main_39_af_03_82,d_main_39_af_03,Speech,neon,neon,Locale_MainScenario:d_main_39_af_03_82,False,,1,idle,,3,idle,,13,idle,,,,,,,,1300,S_100,1.0,,,
d_main_39_af_03_83,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_83,True,,1,idle,,3,idle,,13,idle,,,,,,,,S_100,300,1.0,,,
d_main_39_af_03_84,d_main_39_af_03,Speech,eh,eh,Locale_MainScenario:d_main_39_af_03_84,True,,1,idle,,3,idle,,13,idle,,,,,,,,300,30,1.0,,,
