id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id
d_ex_clothingstore_09_29,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_29,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,surprise,,
d_ex_clothingstore_09_30,d_ex_clothingstore_09,Monologue,Locale_SuddenStory:d_ex_clothingstore_09_30,False,,2,S_30,0.7,,,Monologue,Monologue,,1,idle,,3,idle,,
d_ex_clothingstore_09_31,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_31,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_32,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_32,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_33,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_33,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_34,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_34,True,,S_30,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_35,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_35,True,,2,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_36,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_36,True,,2,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_37,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_37,True,,2,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_38,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_38,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_39,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_39,True,,2,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_40,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_40,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_41,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_41,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_42,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_42,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_43,d_ex_clothingstore_09,Monologue,Locale_SuddenStory:d_ex_clothingstore_09_43,False,,S_30,2,1.0,,,Monologue,Monologue,,1,idle,,3,idle,,
d_ex_clothingstore_09_44,d_ex_clothingstore_09,Monologue,Locale_SuddenStory:d_ex_clothingstore_09_44,False,,2,2,1.0,,,Monologue,Monologue,,1,idle,,3,idle,,
d_ex_clothingstore_09_45,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_45,True,,2,2,1.0,,,ludmilla,ludmilla,,1,delight,,3,idle,,
d_ex_clothingstore_09_46,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_46,True,,2,S_30,1.7,,,elegg,elegg,,1,idle,,3,surprise,Low_2,
d_ex_clothingstore_09_47,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_47,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,3,think,,
d_ex_clothingstore_09_48,d_ex_clothingstore_09,Self,Locale_SuddenStory:d_ex_clothingstore_09_48,False,,10,10,1.0,,,,,,1,idle,,3,idle,,
d_ex_clothingstore_09_49,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_49,True,,S_30,3,0.5,,,elegg,elegg,,1,idle,,3,surprise,,
d_ex_clothingstore_09_50,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_50,True,,3,3,1.0,,,elegg,elegg,,1,idle,,3,surprise,,
d_ex_clothingstore_09_51,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_51,True,,3,3,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_52,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_52,True,,3,3,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_53,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_53,True,,3,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_54,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_54,True,,2,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_55,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_55,True,,2,S_30,1.0,,,elegg,elegg,,1,idle,,3,think,,
d_ex_clothingstore_09_56,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_56,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,think,,
d_ex_clothingstore_09_57,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_57,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,surprise,Low_2,
d_ex_clothingstore_09_58,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_58,True,,S_30,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_59,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_59,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_60,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_60,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_61,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_61,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_62,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_62,True,,2,S_30,0.6,,,elegg,elegg,,1,idle,,3,surprise,,
d_ex_clothingstore_09_63,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_63,True,,S_30,S_30,1.0,,,elegg,elegg,,1,idle,,3,surprise,,
d_ex_clothingstore_09_64,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_64,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_65,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_65,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_66,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_66,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_67,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_67,True,,2,2,1.0,,,ludmilla,ludmilla,,1,idle,,3,idle,,
d_ex_clothingstore_09_68,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_68,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_69,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_69,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_70,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_70,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_71,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_71,True,,2,2,1.0,,,elegg,elegg,,1,idle,,3,idle,,
d_ex_clothingstore_09_72,d_ex_clothingstore_09,Narration,Locale_SuddenStory:d_ex_clothingstore_09_72,False,,2,2,1.0,sfx_scn_toyshopbell,,,,,1,idle,,3,idle,,elegg
d_ex_clothingstore_09_73,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_73,False,,2,1,1.0,,,ludmilla,ludmilla,,1,idle,,,,,
d_ex_clothingstore_09_74,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_74,True,,1,10,1.0,,,ludmilla,ludmilla,,1,idle,,,,,
d_ex_clothingstore_09_75,d_ex_clothingstore_09,Self,Locale_SuddenStory:d_ex_clothingstore_09_75,False,,10,10,1.0,,,,,,1,idle,,,,,
d_ex_clothingstore_09_76,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_76,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,,,,
d_ex_clothingstore_09_77,d_ex_clothingstore_09,Speech,Locale_SuddenStory:d_ex_clothingstore_09_77,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,,,,
d_ex_clothingstore_09_78,d_ex_clothingstore_09,Monologue,Locale_SuddenStory:d_ex_clothingstore_09_78,False,,black,black,1.0,,,Monologue,Monologue,,1,idle,,,,,
d_ex_clothingstore_09_79,d_ex_clothingstore_09,Monologue,Locale_SuddenStory:d_ex_clothingstore_09_79,False,,black,black,1.0,,,Monologue,Monologue,,1,idle,,,,,
