id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_filter_01,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_38_03_25,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_25,True,,10,S_130,1.0,,laplace,laplace,,,,,1,idle,,13,no,,15,idle,,,,
d_main_38_03_26,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_26,True,,S_130,S_130,1.0,,laplace,laplace,,,,,1,idle,,13,no,,15,idle,,,,
d_main_38_03_27,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_27,False,,black,black,1.0,,laplace,,,,,,1,idle,,13,no,,15,idle,,,,
d_main_38_03_28,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_28,False,,black,black,1.0,,laplace,,sfx_scn_mudywave,,,,1,idle,,13,no,,15,idle,,,,
d_main_38_03_29,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_29,True,,14,14,1.0,,laplace,laplace,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_30,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_30,True,,14,14,1.0,,drake,drake,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_31,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_31,True,,14,1,1.0,,rapi_red,rapi_red,,,,,1,no,,13,angry,,15,idle,,,,
d_main_38_03_32,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_32,False,,1,1,1.0,,rapi_red,,,,,,1,no,,13,angry,,15,idle,,,,
d_main_38_03_33,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_33,False,,1,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_34,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_34,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_35,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_35,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_36,d_main_38_03,Narration,Locale_MainScenario:d_main_38_03_36,False,,10,10,1.0,none,rapi_red,,sfx_scn_mutatemixing,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_37,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_37,False,,10,10,1.0,,rapi_red,,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_38,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_38,False,,10,10,1.0,,rapi_red,,,,,,1,idle,,13,angry,,15,idle,,,,
d_main_38_03_39,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_39,True,,10,1,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_40,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_40,True,,1,1,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_41,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_41,False,,1,5,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_42,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_42,False,,5,5,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_43,d_main_38_03,Narration,Locale_MainScenario:d_main_38_03_43,False,,5,5,1.0,,rapi_red,,sfx_scn_mutatemixing,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_44,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_44,False,,5,5,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_45,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_45,False,,5,500,1.0,bgm_story_confront,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_46,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_46,False,,500,500,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_47,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_47,False,,500,500,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_48,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_48,False,,500,500,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_49,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_49,False,,500,500,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_50,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_50,False,,500,5,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_51,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_51,False,,5,5,1.0,,rapi_red,,,Grey,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_52,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_52,False,,5,5,1.0,,rapi_red,,,Grey,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_53,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_53,False,,5,5,1.0,,rapi_red,,,Grey,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_54,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_54,False,,5,5,1.0,,rapi_red,,,Grey,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_55,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_55,False,,5,5,1.0,,rapi_red,,,Grey,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_56,d_main_38_03,Narration,Locale_MainScenario:d_main_38_03_56,False,,black,black,1.0,,rapi_red,,sfx_scn_mutateimpact_2,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_57,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_57,False,,black,black,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_58,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_58,False,,black,black,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_59,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_59,False,,black,black,1.0,,rapi_red,,,,,,1,angry,,13,angry,,15,idle,,,,
d_main_38_03_60,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_60,True,,12,12,1.0,,laplace,laplace,,,,,1,angry,,13,no,,15,idle,,,,
d_main_38_03_61,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_61,True,,12,12,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,no,,15,idle,,,,
d_main_38_03_62,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_62,False,,12,15,0.7,,rapi_red,,,,,,1,angry,,13,no,,15,idle,,,,
d_main_38_03_63,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_63,False,,15,15,1.0,,rapi_red,,,,,,1,angry,,13,no,,15,idle,,,,
d_main_38_03_64,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_64,True,,15,15,1.0,,maxwell_op,maxwell_op,,,,,1,angry,,13,no,,15,idle,maxwell_op,OP_leftup,angry,
d_main_38_03_65,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_65,True,,15,15,1.0,,drake,drake,,,,,1,angry,,13,no,,15,angry,,OP_leftup,angry,
d_main_38_03_66,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_66,True,,15,15,1.0,,maxwell_op,maxwell_op,,,,,1,angry,,13,no,,15,angry,,OP_leftup,angry,
d_main_38_03_67,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_67,False,,15,150,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,OP_leftup,angry,maxwell_op
d_main_38_03_68,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_68,False,,150,150,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_69,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_69,False,,150,150,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_70,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_70,False,,150,150,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_71,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_71,True,,150,150,1.0,,drake,drake,,,,,1,angry,,13,no,,15,no,,,,
d_main_38_03_72,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_72,False,,150,150,1.0,,drake,,,,,,1,angry,,13,no,,15,no,,,,
d_main_38_03_73,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_73,True,,150,15,0.7,,drake,drake,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_74,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_74,False,,15,15,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_75,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_75,False,,15,15,1.0,,drake,,,,,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_76,d_main_38_03,Narration,Locale_MainScenario:d_main_38_03_76,False,,15,drakefoot,1.0,,drake,,sfx_scn_jellyfishdrop,,Low_2,,1,angry,,13,no,,15,angry,,,,
d_main_38_03_77,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_77,False,,drakefoot,drakefoot,1.0,,drake,rapi_red,,,,,1,angry,,13,angry,,15,angry,,,,
d_main_38_03_78,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_78,True,,drakefoot,drakefoot,1.0,,drake,drake,,,,,1,angry,,13,angry,,15,angry,,,,
d_main_38_03_79,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_79,True,,13,S_130,1.0,,laplace,laplace,,,,,1,angry,,13,angry,,15,angry,,,,
d_main_38_03_80,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_80,True,,S_130,12,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,angry,,15,angry,,,,
d_main_38_03_81,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_81,True,,12,12,1.0,,laplace,laplace,,,,,1,angry,,13,shy,,15,angry,,,,
d_main_38_03_82,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_82,True,,12,12,1.0,,rapi_red,rapi_red,,,,,1,angry,,13,shy,,15,angry,,,,
d_main_38_03_83,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_83,True,,12,150,1.0,,maxwell_op,maxwell_op,,,,,1,angry,,13,shy,,15,angry,maxwell_op,OP_leftup,angry,
d_main_38_03_84,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_84,True,,150,150,1.0,,drake,drake,,,,,1,angry,,13,shy,,15,angry,,OP_leftup,angry,
d_main_38_03_85,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_85,True,,150,150,1.0,,maxwell_op,maxwell_op,,,,,1,angry,,13,shy,,15,angry,,OP_leftup,angry,
d_main_38_03_86,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_86,True,,150,15,1.0,,drake,drake,,,,,1,angry,,13,shy,,15,no,,OP_leftup,angry,
d_main_38_03_87,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_87,True,,15,14,1.0,,maxwell_op,maxwell_op,,,,,1,angry,,13,shy,,15,no,,OP_leftup,angry,
d_main_38_03_88,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_88,True,,14,14,1.0,,laplace,laplace,,,,,1,angry,,13,angry,,15,no,,OP_leftup,angry,
d_main_38_03_89,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_89,True,,14,14,1.0,,drake,drake,,,,,1,angry,,13,angry,,15,no,,OP_leftup,angry,
d_main_38_03_90,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_90,False,,14,14,1.0,,drake,,,,,,1,angry,,13,angry,,15,no,,OP_leftup,angry,maxwell_op
d_main_38_03_91,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_91,True,,14,150,1.0,,drake,drake,,,,,1,angry,,13,angry,,15,angry,,,,
d_main_38_03_92,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_92,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,no,,13,angry,,15,angry,,,,
d_main_38_03_93,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_93,True,,150,150,1.0,,drake,drake,,,,,1,no,,13,angry,,15,angry,,,,
d_main_38_03_94,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_94,False,,150,15,1.0,,drake,,,,,,1,idle,,13,angry,,15,angry,,,,
d_main_38_03_95,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_95,False,,15,15,1.0,,drake,,,,,,1,idle,,13,angry,,15,angry,,,,
d_main_38_03_96,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_96,False,,15,15,1.0,,drake,,,,,,1,idle,,13,angry,,15,angry,,,,
d_main_38_03_97,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_97,False,,15,15,1.0,,drake,drake,,,,,1,idle,,13,angry,,15,no,,,,
d_main_38_03_98,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_98,True,,15,15,1.0,,drake,drake,,,,,1,idle,,13,angry,,15,no,,,,
d_main_38_03_99,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_99,True,,13,S_130,0.7,,laplace,laplace,,,,,1,idle,,13,angry,,15,no,,,,
d_main_38_03_100,d_main_38_03,Narration,Locale_MainScenario:d_main_38_03_100,False,,S_130,150,0.7,,drake,,sfx_scn_comicchop,,Low_2,,1,idle,,13,angry,,15,no,,,,
d_main_38_03_101,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_101,True,,150,14,1.0,,laplace,laplace,,,,,1,idle,,13,shy,,15,angry,,,,
d_main_38_03_102,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_102,True,,14,14,1.0,,drake,drake,,,,,1,idle,,13,shy,,15,angry,,,,
d_main_38_03_103,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_103,True,,14,1,1.0,,rapi_red,rapi_red,,,,,1,no,,13,shy,,15,angry,,,,
d_main_38_03_104,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_104,True,,1,10,1.0,,maxwell_op,maxwell_op,,,,,1,no,,13,no,,15,angry,maxwell_op,OP_leftup,idle_02,
d_main_38_03_105,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_105,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,no,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_106,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_106,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,no,,13,no,,15,angry,,OP_leftup,sad,
d_main_38_03_107,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_107,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,no,,13,no,,15,angry,,OP_leftup,sad,
d_main_38_03_108,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_108,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,sad,
d_main_38_03_109,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_109,False,,10,10,1.0,,rapi_red,,,,,,1,idle,,13,no,,15,angry,,OP_leftup,sad,
d_main_38_03_110,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_110,False,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,sad,
d_main_38_03_111,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_111,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_112,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_112,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_113,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_113,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_114,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_114,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_115,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_115,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_116,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_116,True,,10,10,1.0,,rapi_red,rapi_red,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_117,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_117,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_118,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_118,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_119,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_119,True,,10,10,1.0,,maxwell_op,maxwell_op,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_120,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_120,False,,10,10,1.0,,rapi_red,,,,,,1,idle,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_121,d_main_38_03,Speech,Locale_MainScenario:d_main_38_03_121,True,,10,1,1.0,,rapi_red,rapi_red,,,,,1,think,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_122,d_main_38_03,Monologue,Locale_MainScenario:d_main_38_03_122,False,,1,5,1.0,,rapi_red,,,,,,1,think,,13,no,,15,angry,,OP_leftup,idle_02,
d_main_38_03_123,d_main_38_03,Self,Locale_MainScenario:d_main_38_03_123,False,,5,5,1.0,,rapi_red,,,,,,1,think,,13,no,,15,angry,,OP_leftup,idle_02,
