id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_redash_03_1_39,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_39,True,,L_500,5,1.0,,commander,,,,1,worry,,3,idle,,5,angry
d_ex_redash_03_1_40,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_40,True,,2,2,1.0,,liliweiss,,,,1,worry,,3,idle,,5,angry
d_ex_redash_03_1_41,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_41,True,,2,2,1.0,,liliweiss,,,,1,worry,,3,idle,,5,angry
d_ex_redash_03_1_42,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_42,True,,2,2,1.0,,liliweiss,,,,1,worry,,3,delight,,5,angry
d_ex_redash_03_1_43,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_43,True,,2,2,1.0,,dorothy,,,,1,think,,3,delight,,5,angry
d_ex_redash_03_1_44,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_44,True,,2,2,1.0,,dorothy,,,,1,think,,3,idle,,5,angry
d_ex_redash_03_1_45,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_45,True,,2,2,1.0,,liliweiss,,,,1,think,,3,think,,5,angry
d_ex_redash_03_1_46,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_46,True,,2,2,1.0,,dorothy,,,,1,think,,3,think,,5,angry
d_ex_redash_03_1_47,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_47,True,,2,2,1.0,,liliweiss,,,,1,think,,3,idle,,5,angry
d_ex_redash_03_1_48,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_48,True,,2,2,1.0,,liliweiss,,,,1,think,,3,idle,,5,angry
d_ex_redash_03_1_49,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_49,False,,2,10,1.0,,dorothy,,,,1,think,,3,idle,,5,angry
d_ex_redash_03_1_50,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_50,True,,10,10,1.0,,dorothy,,,,1,idle,,3,idle,,5,angry
d_ex_redash_03_1_51,d_ex_redash_03_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_1_51,False,,black,black,1.0,,,,,,1,idle,,3,idle,,5,angry
d_ex_redash_03_1_52,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_52,True,,10,10,1.0,,dorothy,,,,1,idle,,3,idle,,5,idle
d_ex_redash_03_1_53,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_53,True,,10,10,1.0,,dorothy,,,,1,idle,,3,idle,,5,idle
d_ex_redash_03_1_54,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_54,False,,4,4,1.0,none,commander,,,,1,idle,,3,surprise,,5,surprise
d_ex_redash_03_1_55,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_55,False,,4,4,1.0,,liliweiss,,,,1,idle,,3,surprise,,5,surprise
d_ex_redash_03_1_56,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_56,True,,10,1,1.0,,dorothy,,,,1,no,,3,surprise,,5,surprise
d_ex_redash_03_1_57,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_57,True,,1,1,1.0,,dorothy,,,,1,no,,3,surprise,,5,surprise
d_ex_redash_03_1_58,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_58,True,,5,L_50,0.5,bgm_story_whosdumber,commander,,Low_2,,1,worry,,3,surprise,,5,delight
d_ex_redash_03_1_59,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_59,True,,3,30,0.5,,liliweiss,,Low_2,,1,worry,,3,surprise,,5,delight
d_ex_redash_03_1_60,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_60,False,,10,10,1.0,,dorothy,,,,1,worry,,3,idle,,5,delight
d_ex_redash_03_1_61,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_61,True,,4,4,1.0,,commander,,,,1,worry,,3,idle,,5,delight
d_ex_redash_03_1_62,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_62,True,,4,4,1.0,,commander,,,,1,worry,,3,idle,,5,delight
d_ex_redash_03_1_63,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_63,True,,4,4,1.0,,liliweiss,,,,1,worry,,3,delight,,5,delight
d_ex_redash_03_1_64,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_64,False,,4,2,1.0,,dorothy,,,,1,worry,,3,delight,,5,delight
d_ex_redash_03_1_65,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_65,True,,2,2,1.0,,dorothy,,,,1,idle,,3,delight,,5,delight
d_ex_redash_03_1_66,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_66,True,,2,2,1.0,none,liliweiss,,,,1,idle,,3,idle,,5,delight
d_ex_redash_03_1_67,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_67,True,,2,2,1.0,event_bgm_redash_alldownhill,dorothy,,,,1,idle,,3,idle,,5,delight
d_ex_redash_03_1_68,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_68,True,,2,2,1.0,,liliweiss,,,,1,idle,,3,idle,,5,delight
d_ex_redash_03_1_69,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_69,False,,2,10,1.0,,dorothy,,,,1,think,,3,idle,,5,delight
d_ex_redash_03_1_70,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_70,True,,10,10,1.0,,dorothy,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_71,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_71,True,,10,10,1.0,,dorothy,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_72,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_72,True,,4,4,1.0,,liliweiss,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_73,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_73,True,,4,4,1.0,,commander,,,,1,think,,3,idle,,5,no
d_ex_redash_03_1_74,d_ex_redash_03_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_1_74,True,,4,4,1.0,,liliweiss,,,,1,think,,3,think,,5,no
d_ex_redash_03_1_75,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_75,True,,4,L_50,1.0,,commander,,,,1,think,,3,think,,5,no
d_ex_redash_03_1_76,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_76,True,,L_50,L_50,1.0,,commander,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_77,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_77,True,,L_50,L_50,1.0,,commander,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_78,d_ex_redash_03_1,Speech,commander,Locale_SuddenStory:d_ex_redash_03_1_78,True,,L_50,L_50,1.0,,commander,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_79,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_79,False,,10,100,1.0,,dorothy,,,,1,think,,3,idle,,5,idle
d_ex_redash_03_1_80,d_ex_redash_03_1,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_1_80,True,,100,100,1.0,,dorothy,,,,1,idle,,3,idle,,5,idle
d_ex_redash_03_1_81,d_ex_redash_03_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_1_81,False,,black,black,1.0,,,sfx_scn_windowclack,,,1,idle,,3,idle,,5,idle
