id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,fade,set_filter_01
d_ex_hotel_10_36,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_36,True,,20,20,1.0,,emma,,2,idle,,12,idle,,,
d_ex_hotel_10_37,d_ex_hotel_10,Narration,emma,Locale_SuddenStory:d_ex_hotel_10_37,False,,20,200,1.3,,,,2,idle,,12,idle,,,
d_ex_hotel_10_38,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_38,False,,200,200,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_39,d_ex_hotel_10,Narration,emma,Locale_SuddenStory:d_ex_hotel_10_39,False,,200,200,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_40,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_40,True,,200,20,1.0,,emma,,2,surprise,,12,idle,,,
d_ex_hotel_10_41,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_41,True,,20,20,1.0,,emma,,2,surprise,,12,idle,,,
d_ex_hotel_10_42,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_42,True,,20,20,1.0,,emma,,2,surprise,,12,idle,,,
d_ex_hotel_10_43,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_43,True,,20,20,1.0,,emma,,2,worry,,12,idle,,,
d_ex_hotel_10_44,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_44,True,,20,1,1.3,,trina,,2,worry,,12,think2,,,
d_ex_hotel_10_45,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_45,True,,1,1,1.0,,trina,,2,worry,,12,think2,,,
d_ex_hotel_10_46,d_ex_hotel_10,Monologue,trina,Locale_SuddenStory:d_ex_hotel_10_46,False,,1,1,1.0,,,,2,worry,,12,think2,,,
d_ex_hotel_10_47,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_47,True,,1,1,1.0,,emma,,2,surprise,,12,think2,,,
d_ex_hotel_10_48,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_48,True,,1,1,1.0,,trina,,2,surprise,,12,idle,,,
d_ex_hotel_10_49,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_49,True,,1,1,1.0,,emma,,2,surprise,,12,idle,,,
d_ex_hotel_10_50,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_50,True,,1,1,1.0,,emma,,2,surprise,,12,idle,,,
d_ex_hotel_10_51,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_51,True,,1,1,1.0,,trina,,2,surprise,,12,idle,,,
d_ex_hotel_10_52,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_52,True,,1,1,1.0,,emma,,2,idle,,12,idle,,,
d_ex_hotel_10_53,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_53,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,
d_ex_hotel_10_54,d_ex_hotel_10,Narration,emma,Locale_SuddenStory:d_ex_hotel_10_54,False,,black,black,1.0,,,,2,idle,,12,idle,sfx_scn_hairtouch,black,
d_ex_hotel_10_55,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_55,True,,L_1200,L_1200,1.0,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_56,d_ex_hotel_10,Self,trina,Locale_SuddenStory:d_ex_hotel_10_56,False,,L_1200,L_1200,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_57,d_ex_hotel_10,Monologue,trina,Locale_SuddenStory:d_ex_hotel_10_57,False,,L_1200,L_1200,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_58,d_ex_hotel_10,Narration,trina,Locale_SuddenStory:d_ex_hotel_10_58,False,,L_1200,L_120,1.0,,,,2,idle,,12,idle,sfx_scn_hairtouch,,
d_ex_hotel_10_59,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_59,True,,L_120,L_120,1.0,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_60,d_ex_hotel_10,Narration,trina,Locale_SuddenStory:d_ex_hotel_10_60,False,,L_120,20,1.3,,,,2,idle,,12,idle,,,
d_ex_hotel_10_61,d_ex_hotel_10,Monologue,trina,Locale_SuddenStory:d_ex_hotel_10_61,False,,20,20,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_62,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_62,True,,20,20,1.0,,emma,,2,delight,,12,idle,,,
d_ex_hotel_10_63,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_63,True,,20,20,1.0,,emma,,2,idle,,12,idle,,,
d_ex_hotel_10_64,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_64,True,,20,1,1.3,,trina,,2,idle,,12,delight,,,
d_ex_hotel_10_65,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_65,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_66,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_66,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_67,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_67,True,,1,1,1.0,,emma,,2,delight,,12,delight,,,
d_ex_hotel_10_68,d_ex_hotel_10,Narration,emma,Locale_SuddenStory:d_ex_hotel_10_68,False,,1,1,1.0,,,,2,delight,,12,delight,sfx_scn_hairtouch,,
d_ex_hotel_10_69,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_69,False,,1,1,1.0,,,,2,delight,,12,idle,,,
d_ex_hotel_10_70,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_70,False,,1,1,1.0,,,,2,delight,,12,idle,,,
d_ex_hotel_10_71,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_71,False,,1,1,1.0,,,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_72,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_72,True,,1,1,1.0,,trina,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_73,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_73,True,,1,1,1.0,,trina,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_74,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_74,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_75,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_75,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_76,d_ex_hotel_10,Self,emma,Locale_SuddenStory:d_ex_hotel_10_76,False,,1,1,1.0,,,,2,delight,,12,idle,,,Blur_Low
d_ex_hotel_10_77,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_77,False,Hotel_n,black,black,1.0,none,,,2,idle,,12,idle,,black,
d_ex_hotel_10_78,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_78,False,,black,black,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_79,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_79,False,,black,black,1.0,,,,2,idle,,12,idle,,,
d_ex_hotel_10_80,d_ex_hotel_10,Self,emma,Locale_SuddenStory:d_ex_hotel_10_80,False,,1,1,1.0,bgm_story_whosdumber,,,2,idle,,12,idle,,,
d_ex_hotel_10_81,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_81,True,,1,1,1.0,,trina,,2,idle,,12,delight,,,
d_ex_hotel_10_82,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_82,True,,1,1,1.0,,trina,,2,idle,,12,delight,,,
d_ex_hotel_10_83,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_83,True,,1,1,1.0,,emma,,2,delight,,12,delight,,,
d_ex_hotel_10_84,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_84,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_85,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_85,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_86,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_86,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_87,d_ex_hotel_10,Self,emma,Locale_SuddenStory:d_ex_hotel_10_87,False,,1,1,1.0,,,,2,idle,,12,delight,,,
d_ex_hotel_10_88,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_88,True,,1,1,1.0,,trina,,2,idle,,12,delight,,,
d_ex_hotel_10_89,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_89,True,,1,1,1.0,,emma,,2,delight,,12,delight,,,
d_ex_hotel_10_90,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_90,True,,1,1,1.0,,emma,,2,idle,,12,delight,,,
d_ex_hotel_10_91,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_91,True,,1,L_120,1.3,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_92,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_92,False,,L_120,L_120,1.0,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_93,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_93,True,,L_120,L_120,1.0,,trina,,2,idle,,12,think1,,,
d_ex_hotel_10_94,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_94,True,,L_120,L_120,1.0,,trina,,2,idle,,12,think1,,,
d_ex_hotel_10_95,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_95,True,,L_120,L_120,1.0,,trina,,2,idle,,12,think1,,,
d_ex_hotel_10_96,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_96,True,,L_120,20,1.3,,emma,,2,worry,,12,think1,,,
d_ex_hotel_10_97,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_97,True,,20,20,1.0,,emma,,2,angry,,12,think1,,,
d_ex_hotel_10_98,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_98,True,,20,20,1.0,,emma,,2,special,,12,think1,,,
d_ex_hotel_10_99,d_ex_hotel_10,Self,emma,Locale_SuddenStory:d_ex_hotel_10_99,False,,20,20,1.0,,,,2,special,,12,think1,,,
d_ex_hotel_10_100,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_100,True,,20,1,1.3,,trina,,2,special,,12,think2,,,
d_ex_hotel_10_101,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_101,True,,1,1,1.0,,emma,,2,idle,,12,think2,,,
d_ex_hotel_10_102,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_102,True,,1,1,1.0,,emma,,2,idle,,12,think2,,,
d_ex_hotel_10_103,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_103,True,,1,1,1.0,,emma,,2,idle,,12,think2,,,
d_ex_hotel_10_104,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_104,True,,1,1,1.0,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_105,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_105,True,,1,1,1.0,,trina,,2,idle,,12,idle,,,
d_ex_hotel_10_106,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_106,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,
d_ex_hotel_10_107,d_ex_hotel_10,Monologue,emma,Locale_SuddenStory:d_ex_hotel_10_107,False,,1,1,1.0,,,,2,delight,,12,idle,,,
d_ex_hotel_10_108,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_108,True,,1,1,1.0,,trina,,2,delight,,12,idle,,,
d_ex_hotel_10_109,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_109,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,
d_ex_hotel_10_110,d_ex_hotel_10,Speech,emma,Locale_SuddenStory:d_ex_hotel_10_110,True,,1,1,1.0,,emma,,2,delight,,12,idle,,,
d_ex_hotel_10_111,d_ex_hotel_10,Speech,trina,Locale_SuddenStory:d_ex_hotel_10_111,True,,1,1,1.0,,trina,,2,delight,,12,delight,,,
d_ex_hotel_10_112,d_ex_hotel_10,Self,trina,Locale_SuddenStory:d_ex_hotel_10_112,False,,black,black,1.0,,,,2,delight,,12,delight,,,
d_ex_hotel_10_113,d_ex_hotel_10,Monologue,trina,Locale_SuddenStory:d_ex_hotel_10_113,False,,black,black,1.0,,,,2,delight,,12,delight,,,
d_ex_hotel_10_114,d_ex_hotel_10,Monologue,trina,Locale_SuddenStory:d_ex_hotel_10_114,False,,black,black,1.0,,,,2,delight,,12,delight,,,
