id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id
d_ex_armory_06_11,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_11,True,,2,surprise,,S_20,S_20,1.0,,,neon,,12,sad,
d_ex_armory_06_12,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_12,True,,2,no,,S_20,S_200,2.0,,,neon,,12,idle,
d_ex_armory_06_13,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_13,True,,2,no,,S_200,S_200,1.0,,,neon,,12,idle,
d_ex_armory_06_14,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_14,False,,2,no,,S_200,S_200,1.0,,,,,12,idle,
d_ex_armory_06_15,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_15,True,,2,idle,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_16,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_16,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_17,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_17,False,,2,idle,,1,1,1.0,,,,,12,idle,
d_ex_armory_06_18,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_18,True,,2,idle,,1,1,1.0,,,helm_s,,12,surprise,
d_ex_armory_06_19,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_19,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_20,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_20,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_21,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_21,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_22,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_22,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_23,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_23,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_24,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_24,True,,2,surprise,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_25,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_25,True,,2,surprise,,1,1,1.0,,,helm_s,,12,sad,
d_ex_armory_06_26,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_26,True,,2,surprise,,1,1,1.0,,,neon,,12,sad,
d_ex_armory_06_27,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_27,True,,2,surprise,,1,1,1.0,,,helm_s,,12,sad,
d_ex_armory_06_28,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_28,True,,2,delight,,1,1,1.0,,,neon,,12,sad,
d_ex_armory_06_29,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_29,False,,2,delight,,1,1,1.0,,,helm_s,,12,shy,
d_ex_armory_06_30,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_30,True,,2,idle,,1,1,1.0,,,neon,,12,shy,
d_ex_armory_06_31,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_31,True,,2,idle,,1,1,1.0,,,neon,,12,shy,
d_ex_armory_06_32,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_32,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_33,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_33,True,,2,angry,,1,S_20,0.7,,,neon,,12,idle,
d_ex_armory_06_34,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_34,True,,2,angry,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_35,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_35,True,,2,angry,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_36,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_36,True,,2,angry,,S_20,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_37,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_37,True,,2,angry,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_38,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_38,True,,2,idle,,120,1,2.0,,,neon,,12,idle,
d_ex_armory_06_39,d_ex_armory_06,Monologue,Monologue,Locale_SuddenStory:d_ex_armory_06_39,False,,2,idle,,black,black,1.0,,,,,12,idle,
d_ex_armory_06_40,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_40,True,,2,idle,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_41,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_41,True,,2,idle,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_42,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_42,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_43,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_43,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_44,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_44,True,,2,idle,,1,1,1.0,,,helm_s,,12,idle,
d_ex_armory_06_45,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_45,True,,2,worry,,1,S_20,2.0,,,neon,,12,idle,
d_ex_armory_06_46,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_46,True,,2,worry,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_47,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_47,True,,2,surprise,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_48,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_48,True,,2,surprise,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_49,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_49,False,,2,surprise,,S_20,S_20,1.0,,,,,12,idle,
d_ex_armory_06_50,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_50,True,,2,idle,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_51,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_51,True,,2,idle,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_52,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_52,False,,2,idle,,120,120,1.0,,,,,12,idle,
d_ex_armory_06_53,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_53,True,,2,worry,,120,S_20,2.0,,,neon,,12,idle,
d_ex_armory_06_54,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_54,True,,2,idle,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_55,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_55,True,,2,idle,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_56,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_56,True,,2,idle,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_57,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_57,True,,2,idle,,S_20,S_20,1.0,,,neon,,12,idle,
d_ex_armory_06_58,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_58,True,,2,idle,,S_20,1,1.0,,,neon,,12,idle,
d_ex_armory_06_59,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_59,True,,2,idle,,1,1,1.0,,,helm_s,,12,surprise,
d_ex_armory_06_60,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_60,True,,2,no,,1,1,1.0,,,neon,,12,surprise,
d_ex_armory_06_61,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_61,True,,2,no,,1,1,1.0,,,neon,,12,surprise,
d_ex_armory_06_62,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_62,True,,2,no,,1,1,1.0,,,neon,,12,surprise,
d_ex_armory_06_63,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_63,True,,2,idle,,1,1,1.0,,,helm_s,,12,surprise,
d_ex_armory_06_64,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_64,True,,2,idle,,1,1,1.0,,,helm_s,,12,surprise,
d_ex_armory_06_65,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_65,True,,2,idle,,1,1,1.0,,,helm_s,,12,delight,
d_ex_armory_06_66,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_66,True,,2,idle,,1,1,1.0,,,helm_s,,12,delight,
d_ex_armory_06_67,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_67,True,,2,idle,,1,1,1.0,,,helm_s,,12,delight,
d_ex_armory_06_68,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_68,True,,2,delight,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_69,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_69,True,,2,delight,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_70,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_70,True,,2,idle,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_71,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_71,True,,2,idle,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_72,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_72,False,,2,idle,,1,1,1.0,,,,,12,idle,
d_ex_armory_06_73,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_73,True,,2,surprise,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_74,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_74,True,,2,surprise,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_75,d_ex_armory_06,Speech,neon,Locale_SuddenStory:d_ex_armory_06_75,True,,2,surprise,,1,1,1.0,,,neon,,12,idle,
d_ex_armory_06_76,d_ex_armory_06,Monologue,Monologue,Locale_SuddenStory:d_ex_armory_06_76,False,,2,surprise,,1,1,1.0,,none,,,12,idle,neon
d_ex_armory_06_77,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_77,False,,,,,1,12,1.0,,bgm_story_orangepop,,,12,idle,
d_ex_armory_06_78,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_78,True,,,,,12,12,1.0,,,helm_s,,12,delight,
d_ex_armory_06_79,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_79,False,,,,,12,12,1.0,,,,,12,delight,
d_ex_armory_06_80,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_80,True,,,,,12,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_81,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_81,True,,,,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_82,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_82,True,,,,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_83,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_83,False,,,,,120,120,1.0,,,,,12,idle,
d_ex_armory_06_84,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_84,True,,,,,120,120,1.0,,,helm_s,,12,delight,
d_ex_armory_06_85,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_85,True,,,,,120,120,1.0,,,helm_s,,12,delight,
d_ex_armory_06_86,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_86,True,,,,,120,120,1.0,,,helm_s,,12,delight,
d_ex_armory_06_87,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_87,False,,,,,120,120,1.0,,,,,12,delight,
d_ex_armory_06_88,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_88,True,,,,,120,120,1.0,,,helm_s,,12,idle,
d_ex_armory_06_89,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_89,True,,,,,120,12,1.0,,,helm_s,,12,idle,
d_ex_armory_06_90,d_ex_armory_06,Speech,helm_s,Locale_SuddenStory:d_ex_armory_06_90,True,,,,,12,12,1.0,,,helm_s,,12,idle,
d_ex_armory_06_91,d_ex_armory_06,Self,Self,Locale_SuddenStory:d_ex_armory_06_91,False,,,,,12,12,1.0,,,,,12,idle,
