id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_09af_06_31,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_31,False,,1,think,,3,angry,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_32,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_32,True,,1,think,,3,angry,,5,idle,,7,idle,,9,idle,,31,L_30,1.0,
d_main_09af_06_33,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_33,True,,1,idle,,3,angry,,5,idle,,7,idle,,9,idle,,L_30,50,1.0,
d_main_09af_06_34,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_34,True,,1,idle,,3,angry,,5,idle,,7,idle,,9,idle,,50,50,1.0,
d_main_09af_06_35,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_35,True,,1,idle,,3,angry,,5,idle,,7,idle,,9,idle,,50,50,1.0,
d_main_09af_06_36,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_36,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,50,53,1.0,
d_main_09af_06_37,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_37,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_38,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_38,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_39,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_39,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_40,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_40,True,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_41,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_41,True,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_42,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_42,True,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,53,53,1.0,
d_main_09af_06_43,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_43,False,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,53,L_30,1.0,
d_main_09af_06_44,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_44,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_45,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_45,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_46,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_46,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_47,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_47,False,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_48,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_48,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_49,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_49,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_50,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_50,True,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,31,1.0,
d_main_09af_06_51,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_51,True,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_52,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_52,False,,1,think,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_53,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_53,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_54,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_54,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
