id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id
d_ex_library_09_55,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_55,True,,4,4,1.0,,ein,,,3,shy,,5,good,
d_ex_library_09_56,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_56,True,,4,4,1.0,,ein,,,3,shy,,5,good,
d_ex_library_09_57,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_57,True,,4,4,1.0,,ein,,,3,idle,,5,good,
d_ex_library_09_58,d_ex_library_09,Monologue,ein,Locale_SuddenStory:d_ex_library_09_58,False,,4,4,1.0,,,,,3,idle,,5,good,
d_ex_library_09_59,d_ex_library_09,Monologue,ein,Locale_SuddenStory:d_ex_library_09_59,False,,black,black,1.0,,,,,3,idle,,5,good,
d_ex_library_09_60,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_60,False,,4,4,1.0,,,,,3,idle,,5,idle,
d_ex_library_09_61,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_61,True,,4,4,1.0,,marciana,,,3,idle,,5,idle,
d_ex_library_09_62,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_62,True,,4,4,1.0,,marciana,,,3,idle,,5,idle,
d_ex_library_09_63,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_63,True,,4,4,1.0,,ein,,,3,idle,,5,idle,
d_ex_library_09_64,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_64,True,,4,4,1.0,,ein,,,3,shy,,5,idle,
d_ex_library_09_65,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_65,True,,4,4,1.0,,ein,,,3,shy,,5,idle,
d_ex_library_09_66,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_66,True,,4,50,1.0,,marciana,,,3,shy,,5,idle,
d_ex_library_09_67,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_67,True,,50,50,1.0,,marciana,,,3,shy,,5,idle,
d_ex_library_09_68,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_68,True,,50,50,1.0,,marciana,,,3,shy,,5,idle,
d_ex_library_09_69,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_69,True,,50,50,1.0,,marciana,,,3,shy,,5,delight,
d_ex_library_09_70,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_70,True,,50,50,1.0,,marciana,,,3,shy,,5,delight,
d_ex_library_09_71,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_71,True,,50,50,1.0,,marciana,,,3,shy,,5,delight,
d_ex_library_09_72,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_72,True,,50,30,0.7,,ein,,,3,surprise,,5,delight,
d_ex_library_09_73,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_73,True,,30,30,1.0,,ein,,,3,surprise,,5,delight,
d_ex_library_09_74,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_74,True,,30,30,1.0,,ein,,,3,surprise,,5,delight,
d_ex_library_09_75,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_75,True,,30,30,1.0,,ein,,,3,surprise,,5,delight,
d_ex_library_09_76,d_ex_library_09,Monologue,marciana,Locale_SuddenStory:d_ex_library_09_76,False,,30,3,1.0,,,sfx_scn_cartoonrun,,3,surprise,,5,delight,ein
d_ex_library_09_77,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_77,True,,3,5,1.0,,marciana,,,,,,5,delight,
d_ex_library_09_78,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_78,True,,5,5,1.0,,marciana,,,,,,5,delight,
d_ex_library_09_79,d_ex_library_09,Self,marciana,Locale_SuddenStory:d_ex_library_09_79,False,,5,5,1.0,,,,,,,,5,delight,
d_ex_library_09_80,d_ex_library_09,Monologue,marciana,Locale_SuddenStory:d_ex_library_09_80,False,,black,black,1.0,,,,,,,,5,delight,
d_ex_library_09_81,d_ex_library_09,Monologue,marciana,Locale_SuddenStory:d_ex_library_09_81,False,,black,black,1.0,,,,,,,,5,delight,
