id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound
d_ex_theater_11_75,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_75,False,,1,think,,3,idle,,31,31,1.0,,crust,,,
d_ex_theater_11_76,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_76,True,,1,sad,,3,idle,,XS_10,XS_100,0.5,,crust,crust,,
d_ex_theater_11_77,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_77,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_78,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_78,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_79,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_79,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_80,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_80,True,,1,sad,,3,idle,,XS_100,XS_100,1.0,,crust,crust,,
d_ex_theater_11_81,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_81,True,,1,sad,,3,idle,,XS_100,XS_100,1.0,,crust,crust,,
d_ex_theater_11_82,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_82,True,,1,sad,,3,idle,,XS_100,XS_10,1.0,,crust,crust,,
d_ex_theater_11_83,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_83,False,,1,sad,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_84,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_84,True,,1,sad,,3,surprise,,XS_10,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_85,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_85,True,,1,sad,,3,surprise,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_86,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_86,True,,1,sad,,3,surprise,,31,31,1.0,,crust,crust,,
d_ex_theater_11_87,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_87,True,,1,sad,,3,surprise,,31,31,1.0,,crust,crust,,
d_ex_theater_11_88,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_88,True,,1,sad,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_89,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_89,True,,1,sad,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_90,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_90,True,,1,sad,,3,delight,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_91,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_91,True,,1,sad,,3,delight,,31,31,1.0,,crust,crust,,
d_ex_theater_11_92,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_92,False,,1,sad,,3,delight,,31,31,1.0,,crust,,,
d_ex_theater_11_93,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_93,False,,1,sad,,3,delight,,black,black,1.0,,crust,,,sfx_scn_soup
d_ex_theater_11_94,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_94,False,,1,sad,,3,delight,,black,black,1.0,,crust,,,
d_ex_theater_11_95,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_95,False,,1,sad,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_96,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_96,True,,1,sad,,3,idle,,XS_10,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_97,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_97,True,,1,sad,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_98,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_98,False,,1,sad,,3,idle,,31,31,1.0,,crust,,,
d_ex_theater_11_99,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_99,True,,1,sad,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_100,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_100,True,,1,sad,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_101,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_101,False,,1,sad,,3,idle,,31,31,1.0,,crust,,,
d_ex_theater_11_102,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_102,True,,1,sad,,3,idle,,30,300,1.0,,emma_t,emma_t,,
d_ex_theater_11_103,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_103,True,,1,sad,,3,idle,,black,black,1.0,,crust,crust,,
d_ex_theater_11_104,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_104,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_105,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_105,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_106,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_106,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
