id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,fade,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_24_04_11,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_11,True,,140,140,1.0,,,,moran,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_12,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_12,True,,140,140,1.0,,,,jin,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_13,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_13,True,,140,140,1.0,,,,jin,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_14,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_14,True,,140,140,1.0,,,,moran,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_15,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_15,True,,140,140,1.0,,,,jin,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_16,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_16,True,,140,140,1.0,,,,moran,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_17,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_17,True,,140,140,1.0,,,,jin,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_18,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_18,True,,140,140,1.0,,,,moran,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_19,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_19,True,,140,140,1.0,,,,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_20,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_20,True,,140,140,1.0,,,,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_21,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_21,True,,140,140,1.0,,,,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_22,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_22,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_23,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_23,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_24,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_24,True,,140,140,1.0,,,,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_25,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_25,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_26,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_26,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_27,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_27,True,,140,140,1.0,,,,moran,,,,14,think,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_28,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_28,True,,4,4,0.7,,,Low_2,doban,,,,14,idle,,,1,angry,,,OP_leftup,idle,jin_op,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_29,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_29,True,,4,4,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_30,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_30,True,,4,4,1.0,,,,moran,,,,14,angry,,,1,angry,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_31,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_31,True,,4,1,1.0,,,,doban,,,,14,angry,,,1,angry,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_32,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_32,True,,1,XL_10,1.0,,,,doban,,,,14,idle,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_33,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_33,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_34,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_34,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_35,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_35,True,,140,140,1.0,,,,jin,,,,14,idle,,,1,idle,,jin_op,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_36,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_36,True,,140,140,1.0,,,,moran,,,,14,worry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_37,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_37,True,,140,140,1.0,,,,jin,,,,14,worry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_38,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_38,True,,140,140,1.0,,,Low_2,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_39,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_39,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_40,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_40,True,,140,140,1.0,,,,jin,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_41,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_41,True,,140,140,1.0,,,,moran,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_42,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_42,True,,140,140,1.0,,,,jin,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_43,d_main_24_04,Speech,jin,Locale_MainScenario:d_main_24_04_43,True,,140,140,1.0,,,,jin,,,,14,idle,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_44,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_44,True,,140,1400,0.7,,,Low_2,moran,,,,14,angry,,,1,idle,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_45,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_45,False,,black,black,1.0,,sfx_scn_gunfire,,,,,,14,angry,,,1,idle,,,OP_leftup,idle,jin_op,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_46,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_46,False,,black,black,1.0,,,,,,,,14,angry,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_47,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_47,True,,XL_10,1,0.7,,,,doban,,,,14,idle,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_48,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_48,False,,1,8,2.0,,,,,,,,14,idle,,,1,surprise,,,,,,rosanna,7,idle,,consigliere,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_49,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_49,True,,8,8,1.0,,,,rosanna,,,,14,idle,,,1,surprise,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_50,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_50,True,,1,XL_10,1.0,,,,doban,,,,14,idle,,,1,surprise,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_51,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_51,True,,14,140,1.0,,,,moran,,,,14,delight,,,1,surprise,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_52,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_52,True,,70,70,1.0,,,,rosanna,,,,14,delight,,,1,surprise,,,,,,,7,good,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_53,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_53,True,,70,70,1.0,,,,doban,,,,14,idle,,,1,surprise,,,,,,,7,good,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_54,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_54,True,,70,70,1.0,,,,rosanna,,,,14,idle,,,1,surprise,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_55,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_55,True,,1,1,0.7,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_56,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_56,True,,1,7,2.0,,,,rosanna,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_57,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_57,True,,7,7,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_58,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_58,True,,7,7,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_59,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_59,True,,7,7,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,,,,,,,,,5,idle,,,3,idle,
d_main_24_04_60,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_60,True,,black,black,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,sakura,16,idle,,memberofseimeikai,18,idle,,,5,idle,,,3,idle,
d_main_24_04_61,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_61,True,,14,15,1.0,,,,moran,,,,14,worry,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_62,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_62,True,,70,70,1.0,,,,rosanna,,,,14,worry,,,1,idle,,,,,,,7,good,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_63,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_63,True,,70,70,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,good,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_64,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_64,True,,1,XL_10,1.0,,,,doban,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_65,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_65,True,,15,15,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,delight,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_66,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_66,True,,15,15,1.0,,,,moran,,,,14,think,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,delight,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_67,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_67,True,,15,15,1.0,,,,sakura,,,,14,think,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_68,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_68,True,,15,15,1.0,,,,sakura,,,,14,think,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_69,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_69,True,,15,15,1.0,,,,moran,,,,14,no,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_70,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_70,True,,1,XL_10,0.7,,,,doban,,,,14,no,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_71,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_71,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_72,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_72,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_73,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_73,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_74,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_74,True,,XL_10,XL_10,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,idle,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_75,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_75,True,,160,160,1.0,,,,sakura,,,,14,idle,,,1,angry,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_76,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_76,True,,160,160,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_77,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_77,True,,160,160,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_78,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_78,True,,160,160,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_79,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_79,True,,160,160,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_80,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_80,True,,160,15,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_81,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_81,True,,15,15,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_82,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_82,True,,15,15,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_83,d_main_24_04,Speech,sakura,Locale_MainScenario:d_main_24_04_83,True,,15,15,1.0,,,,sakura,,,,14,idle,,,1,idle,,,,,,,7,idle,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_84,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_84,True,,8,8,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_85,d_main_24_04,Speech,consigliere,Locale_MainScenario:d_main_24_04_85,True,,8,8,1.0,,,,consigliere,,,,14,idle,,,1,idle,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_86,d_main_24_04,Speech,rosanna,Locale_MainScenario:d_main_24_04_86,True,,8,8,1.0,,,,rosanna,,,,14,idle,,,1,idle,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_87,d_main_24_04,Speech,consigliere,Locale_MainScenario:d_main_24_04_87,True,,8,8,1.0,,,,consigliere,,,,14,idle,,,1,idle,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_88,d_main_24_04,Speech,doban,Locale_MainScenario:d_main_24_04_88,True,,1,XL_10,1.0,,,,doban,,,,14,idle,,,1,angry,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_89,d_main_24_04,Speech,moran,Locale_MainScenario:d_main_24_04_89,True,,14,1400,1.0,,,,moran,,,,14,angry,,,1,angry,,,,,,,7,angry,,,9,idle,,,16,angry,,,18,idle,,,5,idle,,,3,idle,
d_main_24_04_90,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_90,False,Jail,13,13,1.0,none,,,,black,,,14,angry,moran,,1,angry,doban,,,,,,7,angry,rosanna,,9,idle,consigliere,,16,angry,sakura,,18,idle,memberofseimeikai,,5,idle,soldierfa,,3,idle,product08
d_main_24_04_91,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_91,False,,13,13,1.0,bgm_mystery,,,jackal,,,mustang,3,idle,,ingrid,1,idle,,jackal,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_92,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_92,True,,13,2,1.0,,,,ingrid,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_94,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_94,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_95,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_95,True,,2,2,1.0,,,,mustang,,,,3,angry,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_96,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_96,True,,2,2,1.0,,,,ingrid,,,,3,angry,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_97,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_97,True,,2,2,1.0,,,,ingrid,,,,3,angry,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_98,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_98,True,,2,L_10,2.0,,,,ingrid,,,,3,angry,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_99,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_99,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_100,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_100,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_101,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_101,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_102,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_102,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_103,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_103,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_104,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_104,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_105,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_105,True,,L_10,2,1.0,,,,mustang,,,,3,think,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_106,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_106,True,,2,2,1.0,,,,ingrid,,,,3,think,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_107,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_107,True,,2,2,1.0,,,,ingrid,,,,3,think,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_108,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_108,True,,2,2,1.0,,,,mustang,,,,3,surprise,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
