id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
d_main_38_07_s_57,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_57,True,,130,130,1.0,,mint,mint,,5,idle,,3,angry,,1,idle,,13,sad,,,
d_main_38_07_s_58,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_58,True,,130,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_59,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_59,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_60,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_60,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_61,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_61,True,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_62,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_62,True,,S_50,S_50,1.0,,neon,neon,,5,surprise,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_63,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_63,True,,30,30,1.0,,anis,anis,,5,surprise,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_64,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_64,True,,30,30,1.0,,anis,anis,,5,surprise,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_65,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_65,True,,30,30,1.0,,anis,anis,,5,surprise,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_66,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_66,True,,30,3,1.0,,anis,anis,,5,surprise,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_67,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_67,True,,3,1,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_68,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_68,True,,1,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_69,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_69,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_70,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_70,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_71,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_71,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_72,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_72,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_73,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_73,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_74,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_74,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,sad,,1,angry,,13,sad,,,
d_main_38_07_s_75,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_75,False,,L_10,2,1.0,,anis,anis,,5,idle,,3,void,,1,angry,,13,sad,,,
d_main_38_07_s_76,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_76,False,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,angry,,13,sad,,,
d_main_38_07_s_77,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_77,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,angry,,13,sad,,,
d_main_38_07_s_78,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_78,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,angry,,13,sad,,,
d_main_38_07_s_79,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_79,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,angry,,13,sad,,,
d_main_38_07_s_80,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_80,False,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_81,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_81,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_82,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_82,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_83,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_83,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_84,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_84,True,,2,2,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_85,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_85,True,,2,2,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,sad,,,
d_main_38_07_s_86,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_86,True,,2,12,1.0,,mint,mint,,5,idle,,3,angry,,1,angry,,13,angry,,,
d_main_38_07_s_87,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_87,True,,12,12,1.0,,prika,prika,,5,idle,,3,angry,,1,angry,,13,angry,,,
d_main_38_07_s_88,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_88,False,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,angry,,13,angry,,,
d_main_38_07_s_89,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_89,False,,30,30,1.0,,anis,anis,,5,idle,,3,sad,,1,angry,,13,angry,,,
d_main_38_07_s_90,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_90,True,,30,3,1.0,,anis,anis,,5,idle,,3,sad,,1,angry,,13,angry,,,
d_main_38_07_s_91,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_91,True,,3,4,1.0,,neon,neon,,5,surprise,,3,sad,,1,angry,,13,angry,,,
d_main_38_07_s_92,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_92,False,,4,4,1.0,,anis,anis,,5,surprise,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_93,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_93,True,,4,S_50,0.7,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_94,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_94,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_95,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_95,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_96,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_96,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_97,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_97,True,,L_10,L_10,1.0,,prika,prika,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_98,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_98,True,,L_10,L_10,1.0,,prika,prika,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_99,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_99,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_100,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_100,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_101,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_101,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_102,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_102,True,,S_50,S_50,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_103,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_103,False,,12,12,1.0,,prika,prika,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_104,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_104,False,,12,12,1.0,,mint,mint,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_105,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_105,True,,S_50,S_500,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_106,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_106,True,,S_500,S_500,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_107,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_107,True,,S_500,S_500,1.0,,neon,neon,,5,angry,,3,void,,1,angry,,13,angry,,,
d_main_38_07_s_108,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_108,True,,1,1,1.0,,prika,prika,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_109,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_109,True,,1,1,1.0,,prika,prika,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_110,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_110,True,,1,4,1.0,,neon,neon,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_111,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_111,True,,4,4,1.0,,anis,anis,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_112,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_112,True,,4,4,1.0,,neon,neon,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_113,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_113,True,,4,4,1.0,,anis,anis,,5,angry,,3,void,,1,idle,,13,angry,,,
d_main_38_07_s_114,d_main_38_07_s,Narration,Locale_MainScenario:d_main_38_07_s_114,False,,4,4,1.0,none,anis,,,5,angry,,3,void,,1,idle,,13,angry,neon,anis,sfx_scn_runaway2
d_main_38_07_s_115,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_115,False,,4,12,1.0,,prika,prika,,,,,,,,1,idle,,13,angry,,,
d_main_38_07_s_116,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_116,False,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,angry,,,
d_main_38_07_s_117,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_117,True,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,angry,,,
d_main_38_07_s_118,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_118,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_119,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_119,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_120,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_120,False,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_121,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_121,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_122,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_122,True,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_123,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_123,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_124,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_124,True,,12,130,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_125,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_125,True,,130,130,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_126,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_126,True,,130,130,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_127,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_127,True,,130,130,1.0,,mint,mint,,,,,,,,1,idle,,13,sad,,,
d_main_38_07_s_128,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_128,True,,130,130,1.0,,mint,mint,,,,,,,,1,idle,,13,sad,,,
d_main_38_07_s_129,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_129,True,,130,12,1.0,,prika,prika,,,,,,,,1,idle,,13,sad,,,
d_main_38_07_s_130,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_130,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,delight,,,
d_main_38_07_s_131,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_131,True,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,delight,,,
d_main_38_07_s_132,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_132,True,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,delight,,,
d_main_38_07_s_133,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_133,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_134,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_134,True,,12,12,1.0,,prika,prika,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_135,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_135,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_136,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_136,True,,12,12,1.0,,mint,mint,,,,,,,,1,idle,,13,idle,,,
d_main_38_07_s_137,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_137,False,,12,12,1.0,,prika,prika,,,,,,,,1,think,,13,idle,,,
d_main_38_07_s_138,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_138,True,,12,12,1.0,,prika,prika,,,,,,,,1,think,,13,idle,,,
d_main_38_07_s_139,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_139,True,,12,12,1.0,,mint,mint,,,,,,,,1,think,,13,sad,,,
d_main_38_07_s_140,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_140,True,,12,12,1.0,,mint,mint,,,,,,,,1,think,,13,shy,,,
d_main_38_07_s_141,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_141,True,,12,12,1.0,,mint,mint,,,,,,,,1,think,,13,shy,,,
d_main_38_07_s_142,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_142,True,,12,12,1.0,,mint,mint,,,,,,,,1,think,,13,shy,,,
d_main_38_07_s_143,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_143,True,,12,L_10,1.0,,prika,prika,,,,,,,,1,idle,,13,shy,,,
d_main_38_07_s_144,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_144,True,,130,130,1.0,,mint,mint,,,,,,,,1,idle,,13,surprise,,,
d_main_38_07_s_145,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_145,True,,L_10,L_10,1.0,,prika,prika,,,,,,,,1,delight,,13,surprise,,,
