id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,fade,effects/0/stop_effect_id
d_main_24_14_e_39,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_39,False,,19,idle,,17,idle,,15,idle,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_40,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_40,False,,19,idle,,17,idle,,15,idle,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_41,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_41,False,,19,idle,,17,idle,,15,idle,,3,L_30,1.0,,,,,3,special,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_42,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_42,True,,19,idle,,17,idle,,15,idle,,L_30,L_30,1.0,,,,,3,special,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_43,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_43,True,,19,idle,,17,idle,,15,idle,,L_30,L_30,1.0,,,,,3,special,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_44,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_44,False,,19,idle,,17,idle,,15,idle,,black,black,1.0,,,,,3,special,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_45,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_45,False,,19,idle,,17,idle,,15,idle,,L_30,4,1.0,,,,,3,special,nihilister_a,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_46,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_46,False,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_47,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_47,False,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_48,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_48,False,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_49,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_49,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_50,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_50,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_51,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_51,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_52,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_52,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,special,,5,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_53,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_53,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,shy,,5,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_54,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_54,True,,19,idle,,17,idle,,15,idle,,4,4,1.0,,,,,3,shy,,5,smile,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_55,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_55,True,,19,idle,,17,idle,,15,idle,,4,50,2.0,,,,,3,shy,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_56,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_56,True,,19,idle,,17,idle,,15,idle,,50,50,1.0,,,,,3,shy,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_57,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_57,True,,19,idle,,17,idle,,15,idle,,L_30,L_30,1.0,,,,,3,delight,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_58,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_58,False,,19,idle,,17,void,,15,idle,,black,black,1.0,,sfx_scn_swing,,,3,delight,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_59,d_main_24_14_e,Speech,anis,anis,Locale_MainScenario:d_main_24_14_e_59,True,,19,idle,,17,void,,15,idle,,170,170,1.0,,,Low_2,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_60,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_60,False,,19,surprise,,17,void,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,anis,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_61,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_61,False,,19,surprise,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_62,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_62,False,,19,surprise,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_63,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_63,False,,19,surprise,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_64,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_64,False,,19,surprise,,,,,15,idle,,170,170,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_65,d_main_24_14_e,Speech,neon,neon,Locale_MainScenario:d_main_24_14_e_65,True,,19,surprise,,,,,15,idle,,170,S_190,0.5,,,Low_2,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_66,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_66,False,,19,surprise,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_67,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_67,False,,19,surprise,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,neon,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_68,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_68,False,,,,,,,,15,idle,,black,black,1.0,bgm_disaster,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_69,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_69,False,,,,,,,,15,idle,,3,3,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_70,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_70,False,,,,,,,,15,idle,,3,3,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_71,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_71,True,,,,,,,,15,idle,,3,3,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_72,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_72,True,,,,,,,,15,idle,,3,3,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_73,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_73,True,,,,,,,,15,idle,,3,3,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_74,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_74,True,,,,,,,,15,idle,,3,3,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_75,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_75,True,,,,,,,,15,idle,,3,4,1.0,,,,,3,special,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_76,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_76,False,,,,,,,,15,idle,,4,4,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_77,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_77,True,,,,,,,,15,angry,,4,15,0.5,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_78,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_78,False,,,,,,,,15,angry,,15,15,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_79,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_79,True,,,,,,,,15,angry,,15,15,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_80,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_80,True,,,,,,,,15,angry,,15,15,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_81,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_81,False,,,,,,,,15,angry,,15,15,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_82,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_82,True,,,,,,,,15,angry,,15,150,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_83,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_83,True,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_84,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_84,False,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_85,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_85,False,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_86,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_86,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,enikk_op_l,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_87,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_87,False,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_88,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_88,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_89,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_89,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_90,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_90,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_91,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_91,False,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_92,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_92,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,OP_leftup,special,,,,,,,,,,,,,,,,
d_main_24_14_e_93,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_93,False,,,,,,,,15,idle,,black,black,1.0,,sfx_scn_flashlightpass,,,3,idle,,5,idle,,,,OP_leftup,special,enikk_op_l,,,,,,,,,,,,,,,
d_main_24_14_e_94,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_94,False,,,,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_95,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_95,False,,,,,,,,15,idle,,4,4,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_96,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_96,False,,,,,,,,15,idle,,4,4,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_97,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_97,False,,,,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_98,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_98,False,,,,,,,,15,idle,,black,black,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_99,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_99,False,,,,,,,,15,idle,,4,7,2.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_100,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_100,False,,,,,,,,15,idle,,7,7,1.0,,,,,3,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_101,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_101,True,,,,,,,,15,idle,,7,7,1.0,,,,,3,idle,,5,idle,,,talkative,7,idle,,,,,,,,,,,,,,,,
d_main_24_14_e_102,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_102,True,,,,,,,,15,idle,,7,7,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,,,,,,,,,,,,,,
d_main_24_14_e_103,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_103,True,,,,,,,,15,idle,,7,7,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,,,,,,,,,,,,,,
d_main_24_14_e_104,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_104,False,,,,,,,,15,idle,,7,7,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,,,,,,,,,,,,,,
d_main_24_14_e_105,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_105,True,,,,,,,,15,idle,,7,XS_70,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,,,,,,,,,,,,,,
d_main_24_14_e_106,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_106,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,dorothy,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_107,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_107,False,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_108,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_108,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_109,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_109,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,,,,,,,,,,,
