id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/hide_char_id
d_main_26_5_e_23,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_23,True,,5,think,,3,go,,1,void,,13,idle,,30,30,1.0,,,
d_main_26_5_e_24,d_main_26_05_e,Speech,anis,anis,Locale_MainScenario:d_main_26_5_e_24,False,,5,think,,3,go,,1,angry,,13,idle,,12,12,1.0,,,
d_main_26_5_e_25,d_main_26_05_e,Speech,neon,neon,Locale_MainScenario:d_main_26_5_e_25,False,,5,think,,3,go,,1,angry,,13,idle,,12,12,1.0,,,
d_main_26_5_e_26,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_26,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_27,d_main_26_05_e,Speech,anis,anis,Locale_MainScenario:d_main_26_5_e_27,True,,5,think,,3,go,,1,angry,,13,idle,,10,10,1.0,,,
d_main_26_5_e_28,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_28,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_29,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_29,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_30,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_30,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_31,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_31,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_32,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_32,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_33,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_33,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_34,d_main_26_05_e,Speech,anis,anis,Locale_MainScenario:d_main_26_5_e_34,True,,5,think,,3,go,,1,angry,,13,idle,,10,10,1.0,,,
d_main_26_5_e_35,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_35,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_36,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_36,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_37,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_37,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_38,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_38,True,,5,think,,3,go,,1,angry,,13,idle,,50,50,1.0,,,
d_main_26_5_e_39,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_39,False,,5,think,,3,go,,1,angry,,13,idle,,50,4,1.0,,,
d_main_26_5_e_40,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_40,True,,5,think,,3,go,,1,angry,,13,idle,,4,4,1.0,,,
d_main_26_5_e_41,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_41,True,,5,think,,3,go,,1,angry,,13,idle,,4,4,1.0,,,
d_main_26_5_e_42,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_42,True,,5,think,,3,go,,1,angry,,13,idle,,4,4,1.0,,,
d_main_26_5_e_43,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_43,True,,5,think,,3,go,,1,angry,,13,idle,,4,4,1.0,,,
d_main_26_5_e_44,d_main_26_05_e,Speech,neon,neon,Locale_MainScenario:d_main_26_5_e_44,True,,5,think,,3,go,,1,angry,,13,surprise,,S_130,S_130,1.0,,,
d_main_26_5_e_45,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_45,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_46,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_46,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_47,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_47,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_48,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_48,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_49,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_49,False,,5,idle,,3,think,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_50,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_50,False,,5,idle,,3,angry,,1,angry,,13,surprise,,4,30,0.6,,Low_2,
d_main_26_5_e_51,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_51,True,,5,idle,,3,angry,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_52,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_52,True,,5,idle,,3,angry,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_53,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_53,True,,5,idle,,3,angry,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_54,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_54,True,,5,idle,,3,angry,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_55,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_55,True,,5,idle,,3,angry,,1,angry,,13,surprise,,50,4,1.0,,,
d_main_26_5_e_56,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_56,True,,5,idle,,3,angry,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_57,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_57,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_58,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_58,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_59,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_59,False,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_60,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_60,True,,5,idle,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_61,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_61,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_62,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_62,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_63,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_63,True,,5,think,,3,go,,1,angry,,13,surprise,,4,50,1.0,,,
d_main_26_5_e_64,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_64,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_65,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_65,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_66,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_66,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_67,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_67,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_68,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_68,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_69,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_69,True,,5,think,,3,go,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_70,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_70,True,,5,think,,3,go,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_71,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_71,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_72,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_72,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_73,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_73,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_74,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_74,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_75,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_75,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_76,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_76,True,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_77,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_77,True,,5,think,,3,go,,1,angry,,13,surprise,,50,4,1.0,bgm_story_brokenwings,,
d_main_26_5_e_78,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_78,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_79,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_79,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_80,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_80,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_81,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_81,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_82,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_82,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_83,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_83,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_84,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_84,True,,5,think,,3,go,,1,angry,,13,surprise,,4,4,1.0,,,
d_main_26_5_e_85,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_85,True,,5,think,,3,think,,1,angry,,13,surprise,,4,30,1.0,,,
d_main_26_5_e_86,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_86,True,,5,think,,3,think,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_87,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_87,True,,5,think,,3,think,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_88,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_88,True,,5,think,,3,think,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_89,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_89,True,,5,think,,3,think,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_90,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_90,True,,5,think,,3,angry,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_91,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_91,True,,5,think,,3,angry,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_92,d_main_26_05_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_5_e_92,True,,5,think,,3,angry,,1,angry,,13,surprise,,30,30,1.0,,,
d_main_26_5_e_93,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_93,False,,5,think,,3,go,,1,angry,,13,surprise,,50,50,1.0,,,
d_main_26_5_e_94,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_94,True,,5,idle,,3,go,,1,angry,,13,surprise,,50,5,1.0,,,
d_main_26_5_e_95,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_95,True,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,
d_main_26_5_e_96,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_96,True,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,
d_main_26_5_e_97,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_97,True,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,
d_main_26_5_e_98,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_98,True,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,
d_main_26_5_e_99,d_main_26_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_5_e_99,True,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,
d_main_26_5_e_100,d_main_26_05_e,Narration,,,Locale_MainScenario:d_main_26_5_e_100,False,,5,idle,,3,go,,1,angry,,13,surprise,,5,5,1.0,,,dorothy
