id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound
d_main_35_05_e_25,d_main_35_05_e,Speech,cinderella,Locale_MainScenario:d_main_35_05_e_25,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,S_30,S_30,1.0,,cinderella,
d_main_35_05_e_26,d_main_35_05_e,Speech,laplace,Locale_MainScenario:d_main_35_05_e_26,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,15,S_150,0.7,,laplace,
d_main_35_05_e_27,d_main_35_05_e,Speech,maxwell,Locale_MainScenario:d_main_35_05_e_27,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,S_150,130,1.0,,maxwell,
d_main_35_05_e_28,d_main_35_05_e,Speech,maxwell,Locale_MainScenario:d_main_35_05_e_28,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,maxwell,
d_main_35_05_e_29,d_main_35_05_e,Speech,maxwell,Locale_MainScenario:d_main_35_05_e_29,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,maxwell,
d_main_35_05_e_30,d_main_35_05_e,Speech,maxwell,Locale_MainScenario:d_main_35_05_e_30,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,maxwell,
d_main_35_05_e_31,d_main_35_05_e,Self,maxwell,Locale_MainScenario:d_main_35_05_e_31,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,
d_main_35_05_e_32,d_main_35_05_e,Speech,cinderella,Locale_MainScenario:d_main_35_05_e_32,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,2,2,1.0,,cinderella,
d_main_35_05_e_33,d_main_35_05_e,Speech,cinderella,Locale_MainScenario:d_main_35_05_e_33,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,2,2,1.0,,cinderella,
d_main_35_05_e_34,d_main_35_05_e,Speech,grave_p,Locale_MainScenario:d_main_35_05_e_34,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,2,2,1.0,,grave_p,
d_main_35_05_e_35,d_main_35_05_e,Speech,grave_p,Locale_MainScenario:d_main_35_05_e_35,True,,5,idle,,3,smile,,1,delight,,13,idle,,15,idle,,2,2,1.0,,grave_p,
d_main_35_05_e_36,d_main_35_05_e,Speech,grave_p,Locale_MainScenario:d_main_35_05_e_36,True,,5,idle,,3,smile,,1,delight,,13,idle,,15,idle,,2,2,1.0,,grave_p,
