id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
d_main_33_02_e_15,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_15,True,,1,idle,,13,idle,,10,113,1.0,,grave_no,grave_no
d_main_33_02_e_16,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_16,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_17,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_17,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_18,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_18,False,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_19,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_19,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_20,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_20,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_21,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_21,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_22,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_22,False,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_23,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_23,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_24,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_24,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_25,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_25,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_26,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_26,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_27,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_27,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_28,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_28,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_29,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_29,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_30,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_30,False,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_31,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_31,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_32,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_32,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_33,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_33,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_34,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_34,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_35,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_35,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_36,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_36,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_37,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_37,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_38,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_38,True,,1,idle,,13,idle,,113,10,1.0,,mana,mana
d_main_33_02_e_39,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_39,False,,1,idle,,13,idle,,10,10,1.0,,mana,mana
d_main_33_02_e_40,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_40,False,,1,idle,,13,idle,,10,100,0.7,,mana,mana
d_main_33_02_e_41,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_41,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_42,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_42,True,,1,idle,,13,idle,,L_1300,L_1300,1.0,,grave_no,grave_no
d_main_33_02_e_43,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_43,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_44,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_44,False,,1,idle,,13,idle,,100,L_1300,1.5,,grave_no,grave_no
d_main_33_02_e_45,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_45,True,,1,idle,,13,idle,,L_1300,L_130,1.0,,grave_no,grave_no
d_main_33_02_e_46,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_46,True,,1,idle,,13,idle,,L_130,L_130,1.0,,grave_no,grave_no
d_main_33_02_e_47,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_47,False,,1,idle,,13,idle,,L_130,L_130,1.0,,mana,mana
d_main_33_02_e_48,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_48,True,,1,idle,,13,idle,,L_130,L_130,1.0,,grave_no,grave_no
d_main_33_02_e_49,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_49,False,,1,idle,,13,idle,,L_130,10,1.0,,mana,mana
d_main_33_02_e_50,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_50,True,,1,idle,,13,idle,,10,10,1.0,,mana,mana
d_main_33_02_e_51,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_51,True,,1,idle,,13,idle,,10,100,1.0,,mana,mana
d_main_33_02_e_52,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_52,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_53,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_53,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_54,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_54,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_55,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_55,True,,1,idle,,13,idle,,100,100,1.0,,mana,mana
d_main_33_02_e_56,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_56,False,,1,idle,,13,idle,,100,100,1.0,,grave_no,grave_no
d_main_33_02_e_57,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_57,True,,1,idle,,13,idle,,100,10,1.0,,mana,mana
d_main_33_02_e_58,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_58,True,,1,idle,,13,idle,,10,10,1.0,,mana,mana
d_main_33_02_e_59,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_59,True,,1,idle,,13,idle,,10,10,1.0,,mana,mana
d_main_33_02_e_60,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_60,True,,1,idle,,13,idle,,10,10,1.0,,mana,mana
d_main_33_02_e_61,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_61,False,,1,idle,,13,idle,,10,113,1.0,,grave_no,grave_no
d_main_33_02_e_62,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_62,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_63,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_63,True,,1,idle,,13,idle,,113,113,1.0,,grave_no,grave_no
d_main_33_02_e_64,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_64,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
d_main_33_02_e_65,d_main_33_02_e,Speech,Locale_MainScenario:d_main_33_02_e_65,True,,1,idle,,13,idle,,113,113,1.0,,mana,mana
