id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_15_07_s_28,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_28,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_29,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_29,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_30,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_30,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_31,d_main_15_07_s,Choice,,,Locale_MainScenario:d_main_15_07_s_31,False,,3,3,1.0,,,d_main_15_07_s_37,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_32,d_main_15_07_s,Choice,,,Locale_MainScenario:d_main_15_07_s_32,False,,3,3,1.0,none,,d_main_15_07_s_33,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_33,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_33,False,,3,XS_30,2.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_34,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_34,False,,XS_30,XS_30,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_35,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_35,False,,XS_30,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_36,d_main_15_07_s,Self,,Self,Locale_MainScenario:d_main_15_07_s_36,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_37,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_37,False,,3,3,1.0,bgm_story_marrybad,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_38,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_38,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_39,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_39,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_40,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_40,False,GoodOffice,3,3,1.0,,,,Grey,,,6,idle,rapi,,,,,,,,,,,,,,14,idle,yan,,16,idle,rupee
d_main_15_07_s_41,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_41,False,,3,3,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_15_07_s_42,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_42,False,,3,3,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_15_07_s_43,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_43,False,Desert_02,3,3,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_15_07_s_44,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_44,False,,3,3,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_15_07_s_45,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_45,False,,3,3,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_15_07_s_46,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_46,False,JunkMountain,3,3,1.0,,,,,,rapi,6,idle,,,,,,,,,,,,,,yan,14,idle,,rupee,16,idle,
d_main_15_07_s_47,d_main_15_07_s,Monologue,,,Locale_MainScenario:d_main_15_07_s_47,False,,3,3,1.0,,,,,,,6,idle,,,,,,,,,,,,,,,14,idle,,,16,idle,
d_main_15_07_s_48,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_48,False,,black,black,1.0,none,,,,,,6,idle,,anis,4,idle,,neon,2,idle,,dolla,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_49,d_main_15_07_s,Speech,yan,yan,Locale_MainScenario:d_main_15_07_s_49,True,,S_140,S_140,1.0,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,idle,,,14,surprise,,,16,idle,
d_main_15_07_s_50,d_main_15_07_s,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_s_50,True,,S_140,S_120,1.0,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,no,,,14,surprise,,,16,idle,
d_main_15_07_s_51,d_main_15_07_s,Speech,rupee,rupee,Locale_MainScenario:d_main_15_07_s_51,True,,L_160,L_160,1.0,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,no,,,14,surprise,,,16,idle,
d_main_15_07_s_52,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_52,False,,L_160,16,0.3,,Low_2,,,,,6,idle,,,4,idle,,,2,idle,,,12,surprise,,,14,surprise,,,16,surprise,
d_main_15_07_s_53,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_53,False,,16,16,1.0,,Low_3_Loop,,,sfx_scn_collapse,,6,idle,,,4,idle,,,2,idle,,,12,surprise,,,14,surprise,,,16,surprise,
d_main_15_07_s_54,d_main_15_07_s,Speech,anis,anis,Locale_MainScenario:d_main_15_07_s_54,True,,16,4,1.0,,,,,,,6,idle,,,4,worry,,,2,idle,,,12,surprise,,,14,surprise,,,16,surprise,
d_main_15_07_s_55,d_main_15_07_s,Speech,neon,neon,Locale_MainScenario:d_main_15_07_s_55,True,,4,3,1.0,,,,,,,6,idle,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_56,d_main_15_07_s,Speech,neon,neon,Locale_MainScenario:d_main_15_07_s_56,True,,3,3,1.0,,,,,,,6,idle,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_57,d_main_15_07_s,Speech,anis,anis,Locale_MainScenario:d_main_15_07_s_57,True,,3,3,1.0,,,,,,,6,idle,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_58,d_main_15_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_15_07_s_58,True,,60,60,1.0,,,,,,,6,angry,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_59,d_main_15_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_15_07_s_59,True,,60,60,1.0,bgm_emergency,,,,,,6,angry,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_60,d_main_15_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_15_07_s_60,True,,60,60,1.0,,,,,,,6,angry,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_61,d_main_15_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_15_07_s_61,True,,60,60,1.0,,,,,,,6,angry,,,4,worry,,,2,surprise,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_62,d_main_15_07_s,Speech,neon,neon,Locale_MainScenario:d_main_15_07_s_62,True,,S_20,S_20,1.0,,,,,,,6,angry,,,4,worry,,,2,no,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_63,d_main_15_07_s,Speech,anis,anis,Locale_MainScenario:d_main_15_07_s_63,True,,S_20,40,0.3,,,,,,,6,angry,,,4,angry,,,2,no,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_64,d_main_15_07_s,Self,,Self,Locale_MainScenario:d_main_15_07_s_64,False,,40,40,1.0,,,,,,,6,angry,,,4,angry,,,2,no,,,12,idle,,,14,idle,,,16,idle,
d_main_15_07_s_65,d_main_15_07_s,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_s_65,True,,12,12,1.0,,,,,,,6,idle,,,4,angry,,,2,no,,,12,surprise,,,14,idle,,,16,idle,
d_main_15_07_s_66,d_main_15_07_s,Narration,,Narration,Locale_MainScenario:d_main_15_07_s_66,False,,black,black,1.0,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,good,,,14,idle,,,16,idle,
d_main_15_07_s_67,d_main_15_07_s,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_s_67,True,,12,S_120,0.5,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,good,,,14,idle,,,16,idle,
d_main_15_07_s_68,d_main_15_07_s,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_s_68,True,,S_120,S_120,1.0,,,,,,,6,idle,,,4,idle,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_15_07_s_69,d_main_15_07_s,Speech,anis,anis,Locale_MainScenario:d_main_15_07_s_69,True,,4,4,1.0,,,,,,,6,idle,,,4,delight,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
d_main_15_07_s_70,d_main_15_07_s,Speech,neon,neon,Locale_MainScenario:d_main_15_07_s_70,True,,4,3,0.5,,,,,,,6,idle,,,4,delight,,,2,delight,,,12,angry,,,14,idle,,,16,idle,
d_main_15_07_s_71,d_main_15_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_15_07_s_71,True,,3,6,0.5,,,,,,,6,angry,,,4,delight,,,2,delight,,,12,angry,,,14,idle,,,16,idle,
