id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,set_camera_shake
d_ex_modernbar_07_44,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_44,False,,L_100,L_100,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_45,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_45,True,,L_100,12,1.0,,,noir,noir,,1,idle,,13,idle,d_ex_modernbar_07_59,
d_ex_modernbar_07_46,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_46,True,,L_100,L_100,1.0,,,noir,noir,,1,surprise,,13,idle,,
d_ex_modernbar_07_47,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_47,True,,L_100,L_100,1.0,,,noir,noir,,1,surprise,,13,idle,,
d_ex_modernbar_07_48,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_48,True,,L_100,12,1.0,,,ade,ade,,1,surprise,,13,idle,,
d_ex_modernbar_07_49,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_49,True,,12,12,1.0,,,ade,ade,,1,surprise,,13,idle,,
d_ex_modernbar_07_50,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_50,True,,12,12,1.0,,,ade,ade,,1,surprise,,13,idle,,
d_ex_modernbar_07_51,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_51,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_52,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_52,False,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_53,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_53,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_54,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_54,False,,12,L_100,1.0,,sfx_scn_metalpartsassemble,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_55,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_55,False,,L_100,L_100,1.0,,sfx_scn_fillacup,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_56,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_56,False,,L_100,L_100,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_57,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_57,False,,L_100,L_100,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_58,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_58,True,,L_100,12,1.0,,,noir,noir,,1,idle,,13,idle,d_ex_modernbar_07_59,
d_ex_modernbar_07_59,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_59,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_60,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_60,False,,12,12,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_61,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_61,False,,12,12,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_62,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_62,False,,12,12,1.0,,sfx_scn_slurp,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_63,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_63,False,,12,12,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_64,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_64,True,,12,L_10,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_65,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_65,False,,L_10,L_10,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_66,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_66,False,,L_10,L_10,1.0,,,noir,,,1,idle,,13,idle,,
d_ex_modernbar_07_67,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_67,True,,130,130,1.0,,,ade,ade,,1,idle,,13,delight,,
d_ex_modernbar_07_68,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_68,False,,130,130,1.0,,,ade,,,1,idle,,13,delight,,
d_ex_modernbar_07_69,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_69,True,,130,130,1.0,,,ade,ade,,1,idle,,13,shy,,
d_ex_modernbar_07_70,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_70,True,,130,1300,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_71,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_71,False,,1300,1300,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_72,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_72,False,,1300,1300,1.0,,sfx_scn_slurp,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_73,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_73,True,,1300,1300,1.0,,,ade,ade,,1,idle,,13,delight,,
d_ex_modernbar_07_74,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_74,True,,1300,12,1.0,,,ade,ade,,1,idle,,13,delight,,
d_ex_modernbar_07_75,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_75,True,,12,12,1.0,,,noir,noir,,1,surprise,,13,delight,,
d_ex_modernbar_07_76,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_76,True,,12,12,1.0,,,ade,ade,,1,surprise,,13,delight,,
d_ex_modernbar_07_77,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_77,True,,12,12,1.0,,,noir,noir,,1,surprise,,13,delight,,
d_ex_modernbar_07_78,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_78,True,,12,12,1.0,,,noir,noir,,1,idle,,13,delight,,
d_ex_modernbar_07_79,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_79,False,,12,12,1.0,,sfx_scn_slurp,noir,,,1,idle,,13,delight,,
d_ex_modernbar_07_80,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_80,True,,12,12,1.0,,,noir,noir,,1,idle,,13,delight,,
d_ex_modernbar_07_81,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_81,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_82,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_82,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_83,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_83,True,,12,12,1.0,,,noir,noir,,1,idle,,13,idle,,
d_ex_modernbar_07_84,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_84,True,,12,13,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_85,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_85,True,,13,13,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_86,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_86,True,,13,13,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_87,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_87,False,,13,13,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_88,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_88,True,,13,130,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_89,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_89,False,,130,130,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_90,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_90,False,,130,1300,1.0,,sfx_scn_flyingdisc,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_91,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_91,False,,1300,1300,1.0,,sfx_scn_sugarshake,ade,,,1,idle,,13,idle,,Low_3
d_ex_modernbar_07_92,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_92,False,,1300,1300,1.0,,sfx_scn_fillacup,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_93,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_93,True,,1300,1300,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_94,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_94,False,,1300,130,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_95,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_95,False,,130,130,1.0,,sfx_scn_slurp,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_96,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_96,False,,130,130,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_97,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_97,False,,130,130,1.0,,,ade,,,1,idle,,13,idle,,
d_ex_modernbar_07_98,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_98,True,,130,130,1.0,,,ade,ade,,1,idle,,13,idle,,
d_ex_modernbar_07_99,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_99,True,,130,12,1.0,,,noir,noir,,1,shy,,13,idle,,
d_ex_modernbar_07_100,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_100,True,,12,12,1.0,none,,noir,noir,,1,shy,,13,idle,,
d_ex_modernbar_07_101,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_101,True,,12,12,1.0,bgm_story_herecomestrouble,,ade,ade,,1,shy,,13,shy,,
d_ex_modernbar_07_102,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_102,True,,12,L_10,1.0,,,noir,noir,,1,shy,,13,shy,,
d_ex_modernbar_07_103,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_103,True,,L_10,L_10,1.0,,,noir,noir,,1,shy,,13,shy,,
d_ex_modernbar_07_104,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_104,False,,L_10,130,1.0,,,ade,,,12,shy,,13,shy,,Low_2
d_ex_modernbar_07_105,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_105,True,,130,1300,1.0,,,ade,ade,,12,shy,,13,shy,,
d_ex_modernbar_07_106,d_ex_modernbar_07,Narration,Locale_SuddenStory:d_ex_modernbar_07_106,False,,black,black,1.0,,sfx_scn_heavytrip,ade,,,12,shy,,13,shy,,
d_ex_modernbar_07_107,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_107,False,,13,13,1.0,,,ade,,,12,shy,,13,worried,,
d_ex_modernbar_07_108,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_108,True,,13,13,1.0,,,ade,ade,,12,shy,,13,worried,,
d_ex_modernbar_07_109,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_109,True,,13,13,1.0,,,ade,ade,,12,shy,,13,worried,,
d_ex_modernbar_07_110,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_110,True,,13,13,1.0,,,ade,ade,,12,shy,,13,worried,,
d_ex_modernbar_07_111,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_111,True,,13,13,1.0,,,ade,ade,,12,shy,,13,worried,,
d_ex_modernbar_07_112,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_112,True,,13,13,1.0,,,ade,noir,,12,shy,,13,worried,,
d_ex_modernbar_07_113,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_113,False,,13,13,1.0,,,ade,,,12,shy,,13,worried,,
d_ex_modernbar_07_114,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_114,True,,13,130,1.0,,,ade,ade,,12,shy,,13,idle,,
d_ex_modernbar_07_115,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_115,True,,130,130,1.0,,,ade,ade,,12,shy,,13,idle,,
d_ex_modernbar_07_116,d_ex_modernbar_07,Self,Locale_SuddenStory:d_ex_modernbar_07_116,False,,130,130,1.0,,,ade,,,12,shy,,13,idle,,
d_ex_modernbar_07_117,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_117,True,,130,130,1.0,,,ade,ade,,12,shy,,13,idle,,
d_ex_modernbar_07_118,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_118,True,,130,130,1.0,,,ade,ade,,12,shy,,13,idle,,
d_ex_modernbar_07_119,d_ex_modernbar_07,Speech,Locale_SuddenStory:d_ex_modernbar_07_119,True,,130,130,1.0,,,ade,ade,,12,shy,,13,idle,,
d_ex_modernbar_07_120,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_120,False,,130,13,1.0,,,ade,,,12,shy,,13,idle,,
d_ex_modernbar_07_121,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_121,False,,black,black,1.0,,sfx_scn_toyshopbell,ade,,,12,shy,,13,idle,,
d_ex_modernbar_07_122,d_ex_modernbar_07,Monologue,Locale_SuddenStory:d_ex_modernbar_07_122,False,,black,black,1.0,,,ade,,,12,shy,,13,idle,,
