id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound
d_main_36_09_e_42,d_main_36_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_36_09_e_42,True,,4,idle,,12,idle_02,,2,sad,,14,idle,,S_20,S_20,1.0,,,
d_main_36_09_e_43,d_main_36_09_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_09_e_43,False,,4,idle,,12,sad,,2,sad,,14,no,,13,13,1.0,,,
d_main_36_09_e_44,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_44,False,,4,idle,,12,sad,,2,sad,,14,no,,13,13,1.0,,,
d_main_36_09_e_45,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_45,True,,4,idle,,12,sad,,2,sad,,14,idle,,13,140,1.3,,,
d_main_36_09_e_46,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_46,True,,4,idle,,12,sad,,2,sad,,14,idle,,140,140,1.0,,,
d_main_36_09_e_47,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_47,True,,4,idle,,12,sad,,2,sad,,14,idle,,140,140,1.0,,,
d_main_36_09_e_48,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_48,True,,4,idle,,12,sad,,2,sad,,14,idle,,140,140,1.0,,,
d_main_36_09_e_49,d_main_36_09_e,Speech,drake,drake,Locale_MainScenario:d_main_36_09_e_49,True,,4,idle,,12,sad,,2,sad,,14,idle,,140,140,1.0,,,
d_main_36_09_e_50,d_main_36_09_e,Speech,laplace,laplace,Locale_MainScenario:d_main_36_09_e_50,True,,4,idle,,12,sad,,2,angry,,14,idle,,3,3,1.0,,,
d_main_36_09_e_51,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_51,True,,4,idle,,12,sad,,2,angry,,14,idle,,3,3,1.0,,,
d_main_36_09_e_52,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_52,False,,4,idle,,12,sad,,2,angry,,14,idle,,3,3,1.0,,,
d_main_36_09_e_53,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_53,False,,4,idle,,12,sad,,2,angry,,14,idle,,3,3,1.0,,,
d_main_36_09_e_54,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_54,False,,4,idle,,12,sad,,2,angry,,14,idle,,3,3,1.0,,,
d_main_36_09_e_55,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_55,True,,4,idle,,12,sad,,2,angry,,14,idle,,3,40,1.3,,,
d_main_36_09_e_56,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_56,False,,4,idle,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_57,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_57,True,,4,think,,12,sad,,2,angry,,14,idle,,40,400,1.3,,,
d_main_36_09_e_58,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_58,False,,4,think,,12,sad,,2,angry,,14,idle,,400,400,1.0,,,
d_main_36_09_e_59,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_59,True,,4,idle,,12,sad,,2,angry,,14,idle,,400,40,1.3,,,
d_main_36_09_e_60,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_60,True,,4,idle,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_61,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_61,True,,4,idle,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_62,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_62,False,,4,idle,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_63,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_63,True,,4,delight,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_64,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_64,True,,4,delight,,12,sad,,2,angry,,14,idle,,40,40,1.0,,,
d_main_36_09_e_65,d_main_36_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_09_e_65,True,,4,delight,,12,sad,,2,angry,,14,idle,,40,4,1.3,,,
d_main_36_09_e_66,d_main_36_09_e,Self,rapi_red,,Locale_MainScenario:d_main_36_09_e_66,False,,4,delight,,12,sad,,2,angry,,14,idle,,4,4,1.0,,,
