id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id,set_filter_01,fade
d_ex_goddessofvictory_04_26,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_26,False,,1,1,1.0,,,,2,idle,,12,idle_02,,,,,,,
d_ex_goddessofvictory_04_27,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_27,True,,1,120,2.0,,rupee_w,,2,idle,,12,idle,,,,,,,
d_ex_goddessofvictory_04_28,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_28,True,,120,120,1.0,,rupee_w,,2,idle,,12,idle,,,,,,,
d_ex_goddessofvictory_04_29,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_29,True,,120,120,1.0,,rupee_w,,2,idle,,12,idle,,,,,,,
d_ex_goddessofvictory_04_30,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_30,True,,120,120,1.0,,rupee_w,,2,idle,,12,shy,,,,,,,
d_ex_goddessofvictory_04_31,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_31,True,,120,120,1.0,,rupee_w,,2,idle,,12,shy,,,,,,,
d_ex_goddessofvictory_04_32,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_32,True,,120,120,1.0,,rupee_w,,2,idle,,12,shy,,,,,,,
d_ex_goddessofvictory_04_33,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_33,True,,120,120,1.0,,rupee_w,,2,idle,,12,shy,,,,,,,
d_ex_goddessofvictory_04_34,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_34,False,,120,120,1.0,,,,2,idle,,12,shy,,,,,,,
d_ex_goddessofvictory_04_35,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_35,True,,120,1,2.0,,rupee_w,,2,idle,,12,idle,,,,,,,
d_ex_goddessofvictory_04_36,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_36,True,,1,1,1.0,,rupee_w,,2,idle,,12,idle_02,,,,,,,
d_ex_goddessofvictory_04_37,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_37,True,,1,1,1.0,,rupee_w,,2,idle,,12,idle_02,,,,,,,
d_ex_goddessofvictory_04_38,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_38,True,,1,1,1.0,,rupee_w,,2,idle,,12,special,,,,,,,
d_ex_goddessofvictory_04_39,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_39,True,,black,black,1.0,none,yan,,2,idle,,12,special,yan,14,etc,,,,
d_ex_goddessofvictory_04_40,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_40,True,,12,120,0.3,bgm_story_kneeldownfools,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_41,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_41,True,,120,120,1.0,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_42,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_42,True,,120,13,1.0,,yan,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_43,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_43,True,,13,13,1.0,,rupee_w,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_44,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_44,False,,black,black,1.0,,,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_45,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_45,False,,13,14,2.0,,,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_46,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_46,True,,14,14,1.0,,yan,,2,idle,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_47,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_47,True,,14,13,0.3,,rupee_w,,2,idle,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_48,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_48,True,,13,13,1.0,,yan,,2,idle,,12,sad,,14,no,,,,
d_ex_goddessofvictory_04_49,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_49,True,,13,1,0.5,,anne,,2,surprise,,12,sad,,14,no,,,,
d_ex_goddessofvictory_04_50,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_50,True,,1,14,1.0,,yan,,2,surprise,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_51,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_51,False,,black,black,1.0,,,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_52,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_52,True,,14,S_140,2.0,,yan,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_53,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_53,True,,S_140,S_140,1.0,,yan,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_54,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_54,True,,S_140,13,0.5,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_55,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_55,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_56,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_56,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_57,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_57,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_58,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_58,True,,13,1,1.0,,anne,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_59,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_59,True,,1,1,1.0,,anne,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_60,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_60,False,,S_140,S_140,2.5,,yan,,2,idle,,12,surprise,,14,"expression_0,delight",,,,
d_ex_goddessofvictory_04_61,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_61,True,,S_140,S_140,1.0,,yan,,2,idle,,12,surprise,,14,delight,,,,
d_ex_goddessofvictory_04_62,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_62,True,,S_140,120,2.0,,rupee_w,,2,idle,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_63,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_63,True,,120,1,2.0,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_64,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_64,True,,1,1,1.0,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_65,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_65,True,,1,1,1.0,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_66,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_66,True,,1,13,2.0,,yan,,2,idle,,12,delight,,14,etc,,,,
d_ex_goddessofvictory_04_67,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_67,True,,13,13,1.0,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_68,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_68,True,,13,13,1.0,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_69,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_69,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,sad,,,,
d_ex_goddessofvictory_04_70,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_70,False,,13,13,1.0,,rupee_w,,2,idle,,12,etc,,14,sad,,,,
d_ex_goddessofvictory_04_71,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_71,True,,13,S_140,1.0,,yan,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_72,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_72,True,,S_140,S_140,1.0,,yan,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_73,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_73,True,,S_140,120,0.5,,rupee_w,,2,idle,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_74,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_74,True,,120,S_140,0.3,,yan,,2,idle,,12,sad,,14,delight,,,,
d_ex_goddessofvictory_04_75,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_75,True,,S_140,S_140,1.0,,yan,,2,idle,,12,sad,,14,delight,,,,
d_ex_goddessofvictory_04_76,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_76,True,,S_140,120,0.5,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_77,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_77,True,,120,120,1.0,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_78,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_78,True,,120,12,0.5,,rupee_w,,2,idle,,12,delight,,14,idle,,,,
d_ex_goddessofvictory_04_79,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_79,True,,12,13,2.0,,yan,,2,idle,,12,delight,,14,etc,,,,
d_ex_goddessofvictory_04_80,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_80,True,,13,13,1.0,,rupee_w,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_81,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_81,False,,13,13,1.0,,,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_82,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_82,False,,13,13,1.0,,,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_83,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_83,True,,13,13,1.0,,rupee_w,,2,idle,,12,etc,,14,etc,,,,
d_ex_goddessofvictory_04_84,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_84,True,,13,1,1.0,,anne,,2,surprise,,12,etc,,14,etc,,,,
d_ex_goddessofvictory_04_85,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_85,True,,S_140,S_140,1.0,,yan,,2,surprise,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_86,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_86,True,,S_140,S_140,1.0,,yan,,2,idle,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_87,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_87,True,,S_140,S_140,1.0,,yan,,2,idle,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_88,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_88,False,,black,black,1.0,,,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_89,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_89,True,,13,13,1.0,,rupee_w,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_90,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_90,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_91,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_91,True,,13,13,1.0,,yan,,2,idle,,12,surprise,,14,idle,,,,
d_ex_goddessofvictory_04_92,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_92,True,,13,13,1.0,,yan,,2,idle,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_93,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_93,True,,13,13,1.0,,yan,,2,idle,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_94,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_94,True,,XS_20,XS_20,1.0,,anne,,2,shy,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_95,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_95,True,,XS_20,XS_20,1.0,,anne,,2,delight,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_96,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_96,True,,S_140,S_140,1.0,,yan,,2,delight,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_97,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_97,True,,XS_20,XS_20,1.0,,anne,,2,delight,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_98,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_98,False,,XS_20,XS_200,2.0,,,,2,idle,,12,idle,,14,idle,,,,
d_ex_goddessofvictory_04_99,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_99,True,,XS_200,13,2.0,,yan,,2,idle,,12,idle,,14,delight,,,,
d_ex_goddessofvictory_04_100,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_100,True,,13,13,1.0,,rupee_w,,2,idle,,12,sad,,14,delight,,,,
d_ex_goddessofvictory_04_101,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_101,True,,13,13,1.0,,rupee_w,,2,idle,,12,sad,,14,delight,,,,
d_ex_goddessofvictory_04_102,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_102,True,,13,13,1.0,,yan,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_103,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_103,True,,13,13,1.0,,yan,,2,idle,,12,sad,,14,etc,,,,
d_ex_goddessofvictory_04_104,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_104,True,,13,13,1.0,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_105,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_105,True,,13,13,1.0,,rupee_w,,2,idle,,12,surprise,,14,etc,,,,
d_ex_goddessofvictory_04_106,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_106,False,,13,13,2.5,,yan,,2,idle,,12,surprise,,14,"expression_0,delight",,,,
d_ex_goddessofvictory_04_107,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_107,False,,13,120,2.0,,rupee_w,,2,idle,,12,surprise,,14,delight,,,,
d_ex_goddessofvictory_04_108,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_108,True,,120,S_140,1.5,,yan,,2,idle,,12,surprise,,14,sad,,,,
d_ex_goddessofvictory_04_109,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_109,True,,S_140,S_140,1.0,,yan,,2,idle,,12,surprise,,14,sad,,,,
d_ex_goddessofvictory_04_110,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_110,True,,S_140,13,1.0,,rupee_w,,2,idle,,12,sad,,14,sad,Low_2,,,
d_ex_goddessofvictory_04_111,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_111,True,,13,13,1.0,,yan,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_112,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_112,True,,13,13,1.0,,yan,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_113,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_113,True,,13,120,0.3,,rupee_w,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_114,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_114,True,,120,120,1.0,,rupee_w,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_115,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_115,True,,120,S_140,1.0,,yan,,2,idle,,12,sad,,14,delight,,,,
d_ex_goddessofvictory_04_116,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_116,True,,S_140,120,0.3,,rupee_w,,2,idle,,12,surprise,,14,delight,,,,
d_ex_goddessofvictory_04_117,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_117,True,,S_140,S_140,1.0,,yan,,2,idle,,12,surprise,,14,delight,,,,
d_ex_goddessofvictory_04_118,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_118,True,,S_140,S_140,1.0,,yan,,2,idle,,12,surprise,,14,sad,,,,
d_ex_goddessofvictory_04_119,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_119,True,,S_140,120,2.0,,rupee_w,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_120,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_120,True,,120,120,1.0,,rupee_w,,2,idle,,12,sad,,14,sad,,,,
d_ex_goddessofvictory_04_121,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_121,True,,1,1,1.0,,anne,,2,delight,,12,special,,14,sad,,yan,Grey,black
d_ex_goddessofvictory_04_122,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_122,True,,1,1,1.0,,rupee_w,,2,delight,,12,idle_02,,14,sad,,,Grey,
d_ex_goddessofvictory_04_123,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_123,False,,120,120,1.0,,rupee_w,,2,idle,,12,etc,yan,14,sad,,,,black
d_ex_goddessofvictory_04_124,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_124,True,,120,120,1.0,,rupee_w,,2,idle,,12,etc,,14,sad,,,,
d_ex_goddessofvictory_04_125,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_125,True,,13,13,1.0,,yan,,2,idle,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_126,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_126,True,,13,13,1.0,,yan,,2,idle,,12,etc,,14,delight,,,,
