id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_main_35bf_05_84,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_84,True,,12,12,1.0,,,,3,idle,,1,angry,,,13,idle,
d_main_35bf_05_85,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_85,True,,12,12,1.0,,,,3,idle,,1,angry,,,13,idle,
d_main_35bf_05_86,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_86,True,,12,12,1.0,,,,3,idle,,1,angry,,,13,idle,
d_main_35bf_05_87,d_main_35bf_05,Speech,anis,anis,Locale_MainScenario:d_main_35bf_05_87,True,,12,12,1.0,,,,3,idle,,1,no,,,13,idle,
d_main_35bf_05_88,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_88,True,,12,12,1.0,,,,3,idle,,1,no,,,13,idle,
d_main_35bf_05_89,d_main_35bf_05,Self,neon,,Locale_MainScenario:d_main_35bf_05_89,False,,12,12,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_90,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_90,True,,12,S_130,1.0,,,,3,idle,,1,void,,,13,worry,
d_main_35bf_05_91,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_91,True,,S_130,S_130,1.0,,,,3,idle,,1,void,,,13,worry,
d_main_35bf_05_92,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_92,True,,S_130,S_130,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_93,d_main_35bf_05,Speech,anis,anis,Locale_MainScenario:d_main_35bf_05_93,False,,S_130,10,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_94,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_94,True,,10,30,1.0,,,,3,delight,,1,void,,,13,idle,
d_main_35bf_05_95,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_95,True,,30,30,1.0,,,,3,delight,,1,void,,,13,idle,
d_main_35bf_05_96,d_main_35bf_05,Speech,neon,neon,Locale_MainScenario:d_main_35bf_05_96,True,,S_130,S_130,1.0,,,,3,delight,,1,void,,,13,delight,
d_main_35bf_05_97,d_main_35bf_05,Self,neon,,Locale_MainScenario:d_main_35bf_05_97,False,,S_130,S_130,1.0,,,,3,delight,,1,void,,,13,delight,
d_main_35bf_05_98,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_98,True,,30,30,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_99,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_99,True,,30,30,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_100,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_100,False,,30,30,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_101,d_main_35bf_05,Speech,anis,anis,Locale_MainScenario:d_main_35bf_05_101,True,,30,2,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_102,d_main_35bf_05,Speech,anis,anis,Locale_MainScenario:d_main_35bf_05_102,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_103,d_main_35bf_05,Monologue,anis,,Locale_MainScenario:d_main_35bf_05_103,False,,2,2,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_104,d_main_35bf_05,Self,anis,,Locale_MainScenario:d_main_35bf_05_104,False,,2,2,1.0,,,,3,idle,,1,void,,,13,idle,
d_main_35bf_05_105,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_105,True,,2,2,1.0,,,,3,think,,1,void,,,13,idle,
d_main_35bf_05_106,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_106,False,CommanderRoom_n,30,30,1.0,,black,,3,idle,,1,void,anis,,13,idle,neon
d_main_35bf_05_107,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_107,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_108,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_108,False,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_109,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_109,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_110,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_110,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_111,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_111,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_112,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_112,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_113,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_113,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_114,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_114,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_115,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_115,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_116,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_116,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_117,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_117,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_118,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_118,False,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_119,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_119,True,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_120,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_120,False,,30,30,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_121,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_121,True,,30,30,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_122,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_122,True,,30,30,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_123,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_123,False,,30,30,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_124,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_124,True,,30,30,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_125,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_125,False,,30,30,1.0,none,,,3,delight,,,,,,,,
d_main_35bf_05_126,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_126,False,,30,300,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_127,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_127,False,,300,300,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_128,d_main_35bf_05,Self,rapi_red,,Locale_MainScenario:d_main_35bf_05_128,False,,300,300,1.0,,,,3,delight,,,,,,,,
d_main_35bf_05_129,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_129,True,,300,3,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_130,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_130,True,,3,3,1.0,,,,3,idle,,,,,,,,
d_main_35bf_05_131,d_main_35bf_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_05_131,True,,3,3,1.0,,,,3,idle,,,,,,,,
