id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,jump_target
d_ex_modernbar_11_24,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_24,True,,2,2,1.0,,,brid,brid,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_25,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_25,True,,2,2,1.0,,,brid,brid,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_26,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_26,True,,2,13,1.0,,,mana,mana,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_27,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_27,True,,13,13,1.0,,,mana,mana,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_28,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_28,True,,13,13,1.0,,,mana,mana,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_29,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_29,False,,13,3,1.0,,,mana,,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_30,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_30,False,,3,3,1.0,,,mana,,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_31,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_31,True,,3,L_30,1.0,,,yulha,yulha,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_32,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_32,False,,L_30,L_30,1.0,,,yulha,,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_33,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_33,True,,L_30,L_30,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_34,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_34,False,,black,black,1.0,,,yulha,,,3,idle,,1,delight,,13,delight,black,
d_ex_modernbar_11_35,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_35,False,,L_30,L_30,1.0,,,yulha,,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_36,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_36,False,,L_30,L_30,1.0,,,yulha,,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_37,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_37,True,,L_30,L_30,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_38,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_38,False,,L_30,130,1.0,,,yulha,,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_39,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_39,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_40,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_40,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_41,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_41,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_42,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_42,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_43,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_43,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_44,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_44,True,,130,130,1.0,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_45,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_45,False,,130,130,1.0,,,mana,,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_46,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_46,True,,130,13,0.7,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_47,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_47,True,,13,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_48,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_48,True,,13,2,1.0,,,yulha,yulha,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_49,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_49,True,,2,2,1.0,,,yulha,yulha,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_50,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_50,True,,2,2,1.0,,,brid,brid,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_51,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_51,False,,2,2,1.0,,,brid,,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_52,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_52,True,,2,L_30,1.0,,,yulha,yulha,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_53,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_53,True,,L_30,L_30,1.0,,,yulha,yulha,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_54,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_54,True,,L_30,L_30,1.0,,,yulha,yulha,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_55,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_55,False,,L_30,L_30,1.0,,,yulha,,,3,angry,,1,angry,,13,delight,,
d_ex_modernbar_11_56,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_56,True,,L_30,L_30,1.0,,,yulha,yulha,,3,idle,,1,angry,,13,delight,,
d_ex_modernbar_11_57,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_57,True,,130,130,1.0,,,mana,mana,,3,idle,,1,angry,,13,delight,,
d_ex_modernbar_11_58,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_58,True,,L_30,2,1.0,,,yulha,yulha,,3,idle,,1,angry,,13,delight,,
d_ex_modernbar_11_59,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_59,True,,130,130,1.0,,,mana,mana,,3,idle,,1,angry,,13,delight,,
d_ex_modernbar_11_60,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_60,True,,2,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_61,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_61,True,,2,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_62,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_62,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_63,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_63,True,,2,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_64,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_64,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_65,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_65,True,,2,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_66,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_66,True,,2,2,1.0,,,yulha,yulha,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_67,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_67,False,,2,13,1.0,,,yulha,,,3,angry,,1,delight,,13,delight,,
d_ex_modernbar_11_68,d_ex_modernbar_11,Choice,Locale_SuddenStory:d_ex_modernbar_11_68,False,,13,13,1.0,,,mana,,,3,idle,,1,delight,,13,delight,,d_ex_modernbar_11_73
d_ex_modernbar_11_69,d_ex_modernbar_11,Choice,Locale_SuddenStory:d_ex_modernbar_11_69,False,,13,13,1.0,,,mana,,,3,idle,,1,delight,,13,delight,,d_ex_modernbar_11_70
d_ex_modernbar_11_70,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_70,True,,13,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,cry,,
d_ex_modernbar_11_71,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_71,False,,13,13,1.0,,,mana,,,3,idle,,1,delight,,13,cry,,
d_ex_modernbar_11_72,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_72,False,,13,13,1.0,,,mana,,,3,idle,,1,delight,,13,cry,,d_ex_modernbar_11_73
d_ex_modernbar_11_73,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_73,False,,13,130,0.7,,,mana,mana,,3,idle,,1,delight,,13,shy,,
d_ex_modernbar_11_74,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_74,True,,2,2,1.0,,,brid,brid,,3,idle,,1,idle,,13,shy,,
d_ex_modernbar_11_75,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_75,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,shy,,
d_ex_modernbar_11_76,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_76,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,shy,,
d_ex_modernbar_11_77,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_77,False,,2,2,1.0,,,yulha,,,3,idle,,1,idle,,13,shy,,
d_ex_modernbar_11_78,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_78,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,shy,,
d_ex_modernbar_11_79,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_79,True,,2,2,1.0,,,brid,brid,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_80,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_80,True,,2,2,1.0,,,brid,brid,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_81,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_81,False,,2,2,1.0,,,brid,,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_82,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_82,True,,2,L_30,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_83,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_83,True,,L_30,L_30,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_84,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_84,True,,L_30,L_30,1.0,,,yulha,yulha,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_85,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_85,False,,L_30,L_30,1.0,,,yulha,,,3,idle,,1,idle,,13,delight,,
d_ex_modernbar_11_86,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_86,True,,L_30,L_30,1.0,,,yulha,yulha,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_87,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_87,True,,L_30,L_30,1.0,,,yulha,yulha,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_88,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_88,True,,L_30,L_30,1.0,,,yulha,yulha,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_89,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_89,False,,L_30,L_30,1.0,,,yulha,,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_90,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_90,False,,L_30,L_30,1.0,,,yulha,,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_91,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_91,False,,L_30,L_30,1.0,,,yulha,,,3,angry,,1,idle,,13,delight,,
d_ex_modernbar_11_92,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_92,True,,L_30,3,1.0,,,yulha,yulha,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_93,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_93,True,,3,1,1.0,,,brid,brid,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_94,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_94,True,,1,13,1.0,,,mana,mana,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_95,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_95,False,,13,13,1.0,,,mana,,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_96,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_96,False,,13,13,1.0,,,mana,,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_97,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_97,False,,13,13,1.0,,,mana,,,3,angry,,1,angry,,13,angry,,
d_ex_modernbar_11_98,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_98,True,,3,3,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_99,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_99,True,,3,1,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_100,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_100,True,,1,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_101,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_101,False,,13,13,1.0,,,mana,,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_102,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_102,True,,13,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_103,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_103,True,,13,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_104,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_104,True,,13,13,1.0,,,mana,mana,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_105,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_105,True,,13,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_106,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_106,True,,2,2,1.0,,,brid,brid,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_107,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_107,True,,2,2,1.0,,,yulha,yulha,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_108,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_108,False,,2,2,1.0,,,yulha,,,3,idle,,1,delight,,13,delight,,
d_ex_modernbar_11_109,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_109,False,,black,black,1.0,,,yulha,,,3,idle,,1,shy,,13,delight,black,
d_ex_modernbar_11_110,d_ex_modernbar_11,Narration,Locale_SuddenStory:d_ex_modernbar_11_110,False,,black,black,1.0,,,yulha,,,3,idle,,1,shy,,13,delight,,
d_ex_modernbar_11_111,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_111,True,,3,3,1.0,,,yulha,yulha,,3,shy,,1,shy,,13,delight,,
d_ex_modernbar_11_112,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_112,False,,3,3,1.0,,,yulha,,,3,shy,,1,shy,,13,delight,,
d_ex_modernbar_11_113,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_113,True,,3,3,1.0,,,yulha,yulha,,3,angry,,1,shy,,13,delight,,
d_ex_modernbar_11_114,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_114,True,,3,12,1.0,,,mana,mana,,3,angry,,1,shy,,13,delight,,
d_ex_modernbar_11_115,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_115,True,,12,12,1.0,,,brid,brid,,3,angry,,1,shy,,13,delight,,
d_ex_modernbar_11_116,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_116,True,,12,12,1.0,,,brid,brid,,3,angry,,1,shy,,13,delight,,
d_ex_modernbar_11_117,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_117,False,,12,12,1.0,,,brid,,,3,angry,,1,shy,,13,delight,,
d_ex_modernbar_11_118,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_118,True,,3,3,1.0,,,yulha,yulha,,3,idle,,1,shy,,13,delight,,
d_ex_modernbar_11_119,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_119,True,,3,3,1.0,,,yulha,yulha,,3,idle,,1,shy,,13,delight,,
d_ex_modernbar_11_120,d_ex_modernbar_11,Narration,Locale_SuddenStory:d_ex_modernbar_11_120,False,,3,L_30,0.7,,sfx_scn_tablehit,yulha,,,3,sad,,1,shy,,13,delight,,
d_ex_modernbar_11_121,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_121,True,,L_30,L_30,1.0,,,yulha,yulha,,3,sad,,1,shy,,13,delight,,
d_ex_modernbar_11_122,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_122,False,,L_30,L_30,1.0,,,yulha,,,3,sad,,1,shy,,13,delight,,
d_ex_modernbar_11_123,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_123,True,,1,1,1.0,,,brid,brid,,3,sad,,1,shy,,13,delight,,
d_ex_modernbar_11_124,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_124,True,,1,1,1.0,,,brid,brid,,3,sad,,1,shy,,13,delight,,
d_ex_modernbar_11_125,d_ex_modernbar_11,Narration,Locale_SuddenStory:d_ex_modernbar_11_125,False,,1,L_10,0.7,,sfx_scn_tablehit,brid,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_126,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_126,True,,L_10,L_10,1.0,,,brid,brid,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_127,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_127,False,,L_10,L_10,1.0,,,brid,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_128,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_128,True,,13,13,1.0,,,mana,mana,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_129,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_129,True,,13,13,1.0,,,mana,mana,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_130,d_ex_modernbar_11,Narration,Locale_SuddenStory:d_ex_modernbar_11_130,False,,13,130,0.7,,sfx_scn_tablehit,mana,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_131,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_131,True,,130,130,1.0,,,mana,mana,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_132,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_132,False,,130,2,1.0,,,mana,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_133,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_133,False,,2,2,1.0,,,mana,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_134,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_134,True,,2,2,1.0,,,yulha,yulha,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_135,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_135,True,,2,2,1.0,,,brid,brid,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_136,d_ex_modernbar_11,Speech,Locale_SuddenStory:d_ex_modernbar_11_136,True,,2,12,1.0,,,mana,mana,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_137,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_137,False,,12,12,1.0,,,mana,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_138,d_ex_modernbar_11,Monologue,Locale_SuddenStory:d_ex_modernbar_11_138,False,,black,black,1.0,,,mana,,,3,sad,,1,pain,,13,delight,,
d_ex_modernbar_11_139,d_ex_modernbar_11,Self,Locale_SuddenStory:d_ex_modernbar_11_139,False,,black,black,1.0,,,mana,,,3,sad,,1,pain,,13,delight,,
