id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
d_main_18_04_11,d_main_18_04,Speech,drake,drake,Locale_MainScenario:d_main_18_04_11,True,,7,idle,,5,idle,,3,void,,1,idle,,13,no,,15,idle,,130,130,1.0,,,OP_leftup,surprise,,,,
d_main_18_04_12,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_12,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,OP_leftup,angry,,,,
d_main_18_04_13,d_main_18_04,Speech,laplace,laplace,Locale_MainScenario:d_main_18_04_13,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,130,12,1.0,,,OP_leftup,idle,,,,
d_main_18_04_14,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_14,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,none,,OP_leftup,idle,,,,
d_main_18_04_15,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_15,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,bgm_mystery,,OP_leftup,idle,,,,
d_main_18_04_16,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_16,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,idle,,,,
d_main_18_04_17,d_main_18_04,Self,rapi,,Locale_MainScenario:d_main_18_04_17,False,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,idle,,,,
d_main_18_04_18,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_18,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_19,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_19,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_20,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_20,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_21,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_21,False,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_22,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_22,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_23,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_23,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_24,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_24,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,,,
d_main_18_04_25,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_25,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,50,4,1.0,,,OP_leftup,angry,,,,
d_main_18_04_26,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_26,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,4,4,1.0,,,OP_leftup,angry,,,,
d_main_18_04_27,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_27,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,4,4,1.0,,,OP_leftup,angry,,,,
d_main_18_04_28,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_28,True,,7,idle,,5,idle,,3,angry,,1,no,,13,idle,,15,idle,,4,4,1.0,,,OP_leftup,angry,,,,
d_main_18_04_29,d_main_18_04,Narration,syuen_op_l,,Locale_MainScenario:d_main_18_04_29,False,,7,idle,,5,idle,,3,sad,,1,no,,13,idle,,15,idle,,4,30,2.0,,,OP_leftup,idle,,,,
d_main_18_04_30,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_30,True,,7,idle,,5,idle,,3,sad,,1,no,,13,idle,,15,idle,,30,50,1.0,,,OP_leftup,idle,,,,
d_main_18_04_31,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_31,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,idle,,,,
d_main_18_04_32,d_main_18_04,Speech,neon,neon,Locale_MainScenario:d_main_18_04_32,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,50,S_70,1.0,,,OP_leftup,idle,,,,
d_main_18_04_33,d_main_18_04,Self,neon,,Locale_MainScenario:d_main_18_04_33,False,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,S_70,S_70,1.0,,,OP_leftup,idle,,,,
d_main_18_04_34,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_34,True,,7,idle,,5,idle,,3,sad,,1,no,,13,idle,,15,idle,,30,30,1.0,,,OP_leftup,idle,,,,
d_main_18_04_35,d_main_18_04,Monologue,anis,,Locale_MainScenario:d_main_18_04_35,False,,7,idle,,5,idle,,3,sad,,1,no,,13,idle,,15,idle,,30,300,1.0,,,OP_leftup,idle,,,,
d_main_18_04_36,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_36,False,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,300,300,1.0,,,OP_leftup,idle,,,,
d_main_18_04_37,d_main_18_04,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_04_37,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,300,S_100,2.0,,,OP_leftup,angry,,,,
d_main_18_04_38,d_main_18_04,Speech,laplace,laplace,Locale_MainScenario:d_main_18_04_38,True,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,S_100,1,2.0,,,OP_leftup,idle,,,,
d_main_18_04_39,d_main_18_04,Monologue,laplace,,Locale_MainScenario:d_main_18_04_39,False,,7,idle,,5,idle,,3,void,,1,no,,13,idle,,15,idle,,1,6,2.0,,,OP_leftup,idle,laplace,drake,maxwell,syuen_op_l
d_main_18_04_40,d_main_18_04,Speech,neon,neon,Locale_MainScenario:d_main_18_04_40,True,,7,idle,,5,idle,,3,void,,,,,,,,,,,6,6,1.0,,,,,,,,
d_main_18_04_41,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_41,True,,7,idle,,5,idle,,3,sad,,,,,,,,,,,6,4,1.0,,,,,,,,
d_main_18_04_42,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_42,True,,7,idle,,5,idle,,3,sad,,,,,,,,,,,4,30,1.0,,,,,,,,
d_main_18_04_43,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_43,True,,7,idle,,5,idle,,3,sad,,,,,,,,,,,30,30,1.0,,,,,,,,
d_main_18_04_44,d_main_18_04,Speech,neon,neon,Locale_MainScenario:d_main_18_04_44,True,,7,idle,,5,idle,,3,void,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,
d_main_18_04_45,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_45,True,,7,idle,,5,idle,,3,void,,,,,,,,,,,S_70,50,1.0,,,,,,,,
d_main_18_04_46,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_46,True,,7,idle,,5,idle,,3,void,,,,,,,,,,,50,50,1.0,,,,,,,,
d_main_18_04_47,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_47,True,,7,idle,,5,idle,,3,void,,,,,,,,,,,50,50,1.0,,,,,,,,
d_main_18_04_48,d_main_18_04,Speech,rapi,rapi,Locale_MainScenario:d_main_18_04_48,True,,7,idle,,5,think,,3,sad,,,,,,,,,,,50,50,1.0,,,,,,,,
d_main_18_04_49,d_main_18_04,Speech,anis,anis,Locale_MainScenario:d_main_18_04_49,True,,7,worry,,5,think,,3,sad,,,,,,,,,,,50,30,1.0,,,,,,,,
