id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_workshop_03_48,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_48,True,,113,XS_10,1.0,,,,,1,no,,13,shy,
d_ex_workshop_03_49,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_49,True,,XS_10,XS_10,1.0,,,,,1,no,,13,shy,
d_ex_workshop_03_50,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_50,True,,XS_10,XS_10,1.0,,,d_ex_workshop_03_51,,1,sorrow,,13,shy,
d_ex_workshop_03_51,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_51,False,,XS_10,XS_10,1.0,bgm_story_orangepop,,,,1,idle,,13,shy,
d_ex_workshop_03_52,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_52,True,,XS_10,XS_10,1.0,,,,,1,idle,,13,shy,
d_ex_workshop_03_53,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_53,True,,XS_10,XS_10,1.0,,,,,1,idle,,13,shy,
d_ex_workshop_03_54,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_54,True,,XS_10,XS_10,1.0,,,,,1,idle,,13,shy,
d_ex_workshop_03_55,d_ex_workshop_03,Narration,,,Locale_SuddenStory:d_ex_workshop_03_55,True,,black,black,1.0,,,,,1,idle,,13,shy,
d_ex_workshop_03_56,d_ex_workshop_03,Narration,,,Locale_SuddenStory:d_ex_workshop_03_56,True,,black,black,1.0,,,,,1,idle,,13,shy,
d_ex_workshop_03_57,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_57,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_58,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_58,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_59,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_59,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_60,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_60,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_61,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_61,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_62,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_62,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_63,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_63,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_64,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_64,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_65,d_ex_workshop_03,Narration,,,Locale_SuddenStory:d_ex_workshop_03_65,True,,113,113,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_66,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_66,True,,113,S_130,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_67,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_67,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_68,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_68,True,,S_130,S_1300,0.5,,,,,1,idle,,13,idle,
d_ex_workshop_03_69,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_69,True,,S_1300,S_1300,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_70,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_70,True,,S_1300,XS_100,1.0,,,,,1,sorrow,,13,idle,
d_ex_workshop_03_71,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_71,True,,XS_100,XS_100,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_72,d_ex_workshop_03,Self,,,Locale_SuddenStory:d_ex_workshop_03_72,True,,XS_100,XS_100,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_73,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_73,True,,XS_100,XS_100,1.0,,,,,1,sorrow,,13,idle,
d_ex_workshop_03_74,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_74,True,,XS_100,XS_100,1.0,,,,,1,sorrow,,13,idle,
d_ex_workshop_03_75,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_75,True,,XS_100,XS_100,1.0,,,,,1,sorrow,,13,idle,
d_ex_workshop_03_76,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_76,True,,XS_100,S_1300,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_77,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_77,True,,S_1300,S_1300,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_78,d_ex_workshop_03,Self,,,Locale_SuddenStory:d_ex_workshop_03_78,True,,S_1300,S_1300,1.0,,,,,1,idle,,13,idle,
d_ex_workshop_03_79,d_ex_workshop_03,Speech,maiden,maiden,Locale_SuddenStory:d_ex_workshop_03_79,True,,S_1300,S_1300,1.0,,,,,1,idle,,18,idle,maiden
d_ex_workshop_03_80,d_ex_workshop_03,Narration,,,Locale_SuddenStory:d_ex_workshop_03_80,True,,S_1300,S_1300,1.0,,sfx_scn_toyshopbell,,,1,idle,,,,
d_ex_workshop_03_81,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_81,True,,S_1300,XS_100,1.0,,,,,1,delight,,,,
d_ex_workshop_03_82,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_82,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,
d_ex_workshop_03_83,d_ex_workshop_03,Speech,liter,liter,Locale_SuddenStory:d_ex_workshop_03_83,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,
d_ex_workshop_03_84,d_ex_workshop_03,Self,,,Locale_SuddenStory:d_ex_workshop_03_84,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,
d_ex_workshop_03_85,d_ex_workshop_03,Monologue,,,Locale_SuddenStory:d_ex_workshop_03_85,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,
