id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_39_07_14,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_14,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_15,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_15,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_16,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_16,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_17,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_17,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_18,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_18,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_19,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_19,True,,113,130,1.0,,rapi_red,rapi_red,,1,idle,,13,think,,3,idle
d_main_39_07_20,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_20,True,,130,130,1.0,,rapi_red,rapi_red,,1,idle,,13,think,,3,idle
d_main_39_07_21,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_21,True,,130,130,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_22,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_22,True,,130,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_23,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_23,True,,10,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_24,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_24,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_25,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_25,False,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_26,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_26,False,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_27,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_27,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_28,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_28,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_29,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_29,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_30,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_30,False,,113,113,1.0,,rapi_red,,,1,idle,,13,idle,,3,idle
d_main_39_07_31,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_31,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_32,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_32,False,,113,113,1.0,,rapi_red,,,1,idle,,13,idle,,3,idle
d_main_39_07_33,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_33,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_34,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_34,False,,black,black,1.0,,nayuta_n,,,1,idle,,13,idle,,3,idle
d_main_39_07_35,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_35,False,,black,black,1.0,,nayuta_n,,,1,idle,,13,idle,,3,idle
d_main_39_07_36,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_36,False,,black,black,1.0,,nayuta_n,,,1,idle,,13,idle,,3,idle
d_main_39_07_37,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_37,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,idle
d_main_39_07_38,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_38,True,,10,113,1.0,,rapi_red,rapi_red,,1,idle_02,,13,idle,,3,idle
d_main_39_07_39,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_39,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,idle
d_main_39_07_40,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_40,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,idle
d_main_39_07_41,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_41,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle_02,,13,idle,,3,idle
d_main_39_07_42,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_42,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,idle
d_main_39_07_43,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_43,False,,113,113,1.0,,rapi_red,rapi_red,,1,idle_02,,13,idle,,3,idle
d_main_39_07_44,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_44,True,,113,113,1.0,,rapi_red,rapi_red,,1,idle_02,,13,think,,3,idle
d_main_39_07_45,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_45,False,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,think,,3,idle
d_main_39_07_46,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_46,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,think,,3,idle
d_main_39_07_47,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_47,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,think,,3,idle
d_main_39_07_48,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_48,False,,113,113,1.0,,nayuta_n,,,1,idle_02,,13,think,,3,idle
d_main_39_07_49,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_49,True,,L_300,L_300,1.0,,maxwell_p,maxwell_p,,1,idle_02,,13,idle,,3,no
d_main_39_07_50,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_50,True,,L_300,100,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_51,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_51,True,,100,100,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_52,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_52,False,,100,100,1.0,,nayuta_n,,,1,idle_02,,13,idle,,3,no
d_main_39_07_53,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_53,True,,100,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_54,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_54,False,,10,10,1.0,,nayuta_n,maxwell_p,,1,idle_02,,13,idle,,3,no
d_main_39_07_55,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_55,False,,10,10,1.0,,nayuta_n,rapi_red,,1,idle_02,,13,idle,,3,no
d_main_39_07_56,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_56,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_57,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_57,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_58,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_58,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_59,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_59,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,no
d_main_39_07_60,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_60,True,,10,L_30,1.0,,maxwell_p,maxwell_p,,1,idle_02,,13,idle,,3,worry
d_main_39_07_61,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_61,True,,L_30,31,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,worry
d_main_39_07_62,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_62,True,,31,31,1.0,,nayuta_n,nayuta_n,,1,idle_02,,13,idle,,3,worry
d_main_39_07_63,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_63,True,,31,31,1.0,,maxwell_p,maxwell_p,,1,idle_02,,13,idle,,3,worry
d_main_39_07_64,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_64,True,,31,113,1.5,,rapi_red,rapi_red,,1,idle_02,,13,idle,,3,worry
d_main_39_07_65,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_65,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_66,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_66,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_67,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_67,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_68,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_68,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_69,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_69,False,,113,113,1.0,,nayuta_n,,,1,idle,,13,idle,,3,worry
d_main_39_07_70,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_70,False,,113,113,1.0,,nayuta_n,,,1,idle,,13,idle,,3,worry
d_main_39_07_71,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_71,True,,113,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_72,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_72,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_73,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_73,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_74,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_74,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_75,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_75,False,,10,10,1.0,,nayuta_n,,,1,idle,,13,idle,,3,worry
d_main_39_07_76,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_76,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_77,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_77,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
d_main_39_07_78,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_78,True,,10,100,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,worry
