id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_subquest_1382_27,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_27,True,,3,30,0.6,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_28,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_28,True,,50,50,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_29,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_29,True,,50,50,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_30,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_30,False,,50,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_31,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_31,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_32,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_32,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_33,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_33,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_34,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_34,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_35,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_35,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_36,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_36,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_37,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_37,True,,5,5,1.0,,,5,idle,,3,worry,,1,void,,13,worry
d_subquest_1382_38,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_38,True,,5,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_39,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_39,True,,4,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_40,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_40,True,,4,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_41,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_41,True,,4,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_42,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_42,True,,4,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_43,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_43,False,,4,50,0.6,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_44,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_44,True,,50,50,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_45,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_45,True,,30,30,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_46,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_46,True,,30,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_47,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_47,True,,4,4,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_48,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_48,False,,4,50,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_49,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_49,True,,50,50,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_50,d_subquest_1382,Speech,escapednikke,escapednikke,Locale_SubScenario:d_subquest_1382_50,True,,50,50,1.0,,,5,idle,,3,think,,1,void,,13,worry
d_subquest_1382_51,d_subquest_1382,Speech,anis,anis,Locale_SubScenario:d_subquest_1382_51,True,,10,10,1.0,,,5,idle,,3,think,,1,sad,,13,worry
d_subquest_1382_52,d_subquest_1382,Self,,,Locale_SubScenario:d_subquest_1382_52,False,,10,10,1.0,,,5,idle,,3,think,,1,sad,,13,worry
d_subquest_1382_53,d_subquest_1382,Speech,neon,neon,Locale_SubScenario:d_subquest_1382_53,True,,S_130,S_130,1.0,,,5,idle,,3,think,,1,sad,,13,worry
d_subquest_1382_54,d_subquest_1382,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1382_54,False,,30,30,1.0,,,5,idle,,3,think,,1,sad,,13,worry
