id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,jump_target
d_ex_goddessofvictory_02_19,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_19,True,,2,2,1.0,,,1,delight,n102,n102,,3,idle,,
d_ex_goddessofvictory_02_20,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_20,True,,2,2,1.0,,,1,delight,n102,n102,,3,idle,,
d_ex_goddessofvictory_02_21,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_21,False,,2,2,1.0,,,1,delight,n102,,,3,idle,,
d_ex_goddessofvictory_02_22,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_22,False,,2,1,2.0,,,1,idle,n102,,,3,idle,,
d_ex_goddessofvictory_02_23,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_23,False,,1,7,2.0,,,1,idle,n102,,,7,idle,,
d_ex_goddessofvictory_02_24,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_24,True,,7,7,1.0,,,1,idle,rapunzel,rapunzel,,7,idle,n102,
d_ex_goddessofvictory_02_25,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_25,False,,7,7,1.0,,,,,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_26,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_26,True,,7,70,2.0,,,,,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_27,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_27,True,,70,70,1.0,,,,,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_28,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_28,True,,70,70,1.0,,,,,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_29,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_29,False,,70,70,1.0,,,,,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_30,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_30,False,,70,70,1.0,,,,,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_31,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_31,True,,70,700,2.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_32,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_32,True,,700,700,1.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_33,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_33,False,,700,700,1.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_34,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_34,True,,700,700,1.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_35,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_35,False,,700,700,1.0,,,,,rapunzel,,,7,no,,
d_ex_goddessofvictory_02_36,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_36,True,,700,70,2.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_37,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_37,True,,70,70,1.0,,,,,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_38,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_38,False,,70,70,1.0,,,,,rapunzel,,,7,no,,
d_ex_goddessofvictory_02_39,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_39,True,,70,70,1.0,,,,,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_40,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_40,True,,70,70,1.0,,,,,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_41,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_41,False,,70,6,2.0,,n102,5,delight,n102,,,7,idle,,
d_ex_goddessofvictory_02_42,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_42,True,,6,6,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_43,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_43,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_44,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_44,True,,6,6,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_45,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_45,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_46,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_46,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_47,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_47,True,,6,XS_50,0.5,,,5,pain,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_48,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_48,True,,XS_50,70,2.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_49,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_49,False,,70,700,1.0,,,5,delight,n102,,,7,idle,,
d_ex_goddessofvictory_02_50,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_50,True,,700,700,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_51,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_51,True,,XS_50,XS_50,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_52,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_52,True,,700,70,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_53,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_53,True,,70,70,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_54,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_54,True,,XS_50,XS_50,1.0,,,5,idle,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_55,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_55,True,,XS_50,XS_500,0.5,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_56,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_56,True,,XS_500,XS_500,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_57,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_57,False,,XS_500,6,1.0,,,5,delight,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_58,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_58,False,,6,6,1.0,,,5,delight,rapunzel,,,7,no,,
d_ex_goddessofvictory_02_59,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_59,True,,6,6,1.0,,,5,idle,n102,n102,,7,no,,
d_ex_goddessofvictory_02_60,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_60,True,,6,6,1.0,,,5,delight,n102,n102,,7,no,,
d_ex_goddessofvictory_02_61,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_61,True,,6,6,1.0,,,5,delight,n102,n102,,7,no,,
d_ex_goddessofvictory_02_62,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_62,False,,6,70,2.0,,,5,delight,n102,,,7,idle,,
d_ex_goddessofvictory_02_63,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_63,True,,70,70,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_64,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_64,True,,black,black,1.0,,,5,delight,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_65,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_65,False,,70,70,1.0,,,5,delight,rapunzel,rapunzel,,7,no,,
d_ex_goddessofvictory_02_66,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_66,True,,70,70,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_67,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_67,False,,70,700,2.0,,,5,delight,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_68,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_68,True,,700,XS_500,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_69,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_69,True,,XS_500,XS_500,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_70,d_ex_goddessofvictory_02,Choice,Locale_SuddenStory:d_ex_goddessofvictory_02_70,False,,XS_500,XS_500,1.0,,,5,delight,n102,,,7,idle,,d_ex_goddessofvictory_02_72
d_ex_goddessofvictory_02_71,d_ex_goddessofvictory_02,Choice,Locale_SuddenStory:d_ex_goddessofvictory_02_71,False,,XS_500,XS_500,1.0,,,5,delight,n102,,,7,idle,,d_ex_goddessofvictory_02_75
d_ex_goddessofvictory_02_72,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_72,True,,XS_500,6,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_73,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_73,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_74,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_74,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,d_ex_goddessofvictory_02_81
d_ex_goddessofvictory_02_75,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_75,True,,XS_500,XS_500,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_76,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_76,True,,XS_500,XS_500,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_77,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_77,True,,XS_500,XS_50,2.0,,,5,idle,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_78,d_ex_goddessofvictory_02,Self,Locale_SuddenStory:d_ex_goddessofvictory_02_78,False,,XS_50,XS_50,1.0,,,5,idle,n102,,,7,idle,,
d_ex_goddessofvictory_02_79,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_79,True,,XS_50,XS_50,1.0,,,5,delight,n102,n102,,7,idle,,
d_ex_goddessofvictory_02_80,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_80,False,,XS_50,6,2.0,,,5,delight,n102,,,7,idle,,
d_ex_goddessofvictory_02_81,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_81,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_82,d_ex_goddessofvictory_02,Speech,Locale_SuddenStory:d_ex_goddessofvictory_02_82,True,,6,6,1.0,,,5,delight,rapunzel,rapunzel,,7,idle,,
d_ex_goddessofvictory_02_83,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_83,False,,black,black,1.0,,,5,delight,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_84,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_84,False,,black,black,1.0,,,5,delight,rapunzel,,,7,idle,,
d_ex_goddessofvictory_02_85,d_ex_goddessofvictory_02,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_02_85,False,,black,black,1.0,,,5,delight,rapunzel,,,7,idle,,
