id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,conversation_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_27_07_21,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_21,True,,113,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_22,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_22,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_23,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_23,True,,S_130,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_24,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_24,True,,1315,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_25,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_25,True,,1315,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_26,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_26,True,,1315,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_27,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_27,True,,1315,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_28,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_28,True,,1315,1315,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_29,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_29,True,,1315,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_30,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_30,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,smile,,,,,
d_main_27_07_31,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_31,True,,150,1500,1.0,,Low_2,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_32,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_32,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_33,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_33,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_34,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_34,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_35,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_35,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_36,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_36,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_37,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_37,True,,S_130,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_38,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_38,True,,113,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_39,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_39,False,,113,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_40,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_40,False,,113,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_41,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_41,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_42,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_42,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_43,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_43,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_44,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_44,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_45,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_45,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_46,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_46,True,,S_130,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_47,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_47,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_48,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_48,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_49,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_49,False,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_50,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_50,True,,S_1300,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,special,,,15,idle,,neon,17,no,
d_main_27_07_51,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_51,True,,S_170,S_170,1.0,,,,,,,1,idle,,,,,,,,,,,13,special,,,15,idle,,,17,no,
d_main_27_07_52,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_52,False,,10,10,1.0,,,,,,,1,think,,,,,,,,,,,13,special,,,15,idle,,,17,no,
d_main_27_07_53,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_53,True,,10,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,17,no,
d_main_27_07_54,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_54,True,,113,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,17,no,neon
d_main_27_07_55,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_55,True,,113,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_56,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_56,False,,113,3,2.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_57,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_57,True,,3,3,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,shifty_c,OP_center,idle,
d_main_27_07_58,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_58,False,,3,3,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_59,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_59,True,,3,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_60,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_60,True,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_61,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_61,True,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_62,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_62,False,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_63,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_63,True,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_64,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_64,True,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_65,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_65,False,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_66,d_main_27_07,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_07_66,True,,30,30,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,
d_main_27_07_67,d_main_27_07,Narration,,,Locale_MainScenario:d_main_27_07_67,False,,30,30,1.0,,,sfx_scn_over,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,OP_center,idle,shifty_c
d_main_27_07_68,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_68,True,,30,S_130,2.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_69,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_69,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_70,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_70,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_71,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_71,False,,S_130,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_72,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_72,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_73,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_73,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_74,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_74,False,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_75,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_75,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_76,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_76,True,,S_1300,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_77,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_77,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_78,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_78,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_79,d_main_27_07,Narration,,,Locale_MainScenario:d_main_27_07_79,False,,black,black,1.0,,,sfx_scn_tools,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_80,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_80,False,,1500,1500,1.0,,Low_2,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_81,d_main_27_07,Narration,,,Locale_MainScenario:d_main_27_07_81,False,,black,black,1.0,,,sfx_scn_tools,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_82,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_82,False,,1500,1500,1.0,,Low_2,,,,,1,idle,,,,,,,,,,,13,idle,,,15,sad2,,,,,
d_main_27_07_83,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_83,False,,black,black,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,sad2,,,,,
d_main_27_07_84,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_84,True,,S_1300,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_85,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_85,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_86,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_86,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_87,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_87,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_88,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_88,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_89,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_89,False,,S_130,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_90,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_90,False,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_91,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_91,False,,S_1300,S_1300,1.0,bgm_story_whosdumber,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_92,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_92,True,,S_1300,S_1300,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_93,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_93,True,,S_1300,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_94,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_94,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_95,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_95,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_96,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_96,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_97,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_97,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_98,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_98,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_99,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_99,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_100,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_100,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_101,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_101,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_102,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_102,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_103,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_103,True,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_104,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_104,False,,S_130,S_130,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_105,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_105,True,,S_130,13,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_106,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_106,True,,13,13,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_107,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_107,True,,13,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_108,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_108,False,,113,113,1.0,,,,,,,1,idle,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_109,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_109,False,,113,113,1.0,,,,,,,1,think,,,,,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_110,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_110,True,,S_1300,S_1300,1.0,,,,,,,1,think,,liveryn,5,idle,,anis,7,void,,,13,delight,,,15,idle,,,,,
d_main_27_07_111,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_111,True,,100,100,1.0,,,,,,,1,think,,,5,idle,,,7,void,anis,,13,delight,,,15,idle,,,,,
d_main_27_07_112,d_main_27_07,Narration,,,Locale_MainScenario:d_main_27_07_112,False,,50,50,1.0,,,sfx_scn_remotesignal,m_main_27_07,black,,1,think,,,5,idle,,,,,,,13,delight,,,15,idle,,,,,
d_main_27_07_113,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_113,False,,50,50,1.0,,,,,,,1,idle,,,5,pain,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_114,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_114,True,,50,5,1.0,,,,,,,1,idle,,,5,pain,,,,,,,13,idle,,,15,idle,,,,,
d_main_27_07_115,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_115,True,,5,75,1.0,,,,,,,1,idle,,,5,pain,,anis,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_116,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_116,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_117,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_117,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_118,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_118,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_119,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_119,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_120,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_120,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_121,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_121,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_122,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_122,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_123,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_123,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_124,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_124,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_125,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_125,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,idle,,,13,idle,,,15,idle,,,,,
d_main_27_07_126,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_126,True,,75,75,1.0,,,,,,,1,idle,,,5,idle,,,7,idle,,,13,idle,,,15,idle,,,,,
d_main_27_07_127,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_127,True,,75,70,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_128,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_128,True,,70,70,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
d_main_27_07_129,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_129,True,,70,70,1.0,,,,,,,1,idle,,,5,idle,,,7,void,,,13,idle,,,15,idle,,,,,
