id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,characters/2/hide_char_id,effects/0/stop_effect_id
d_main_32_01_29,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_29,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_30,d_main_32_01,Self,rapi,Locale_MainScenario:d_main_32_01_30,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_31,d_main_32_01,Monologue,rapi,Locale_MainScenario:d_main_32_01_31,False,,1,idle,rapi,13,idle,,15,idle,,17,idle,,black,black,1.0,,,rapi_r,,,,,,,,,,,,,,,,
d_main_32_01_32,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_32,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_33,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_33,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,13,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_34,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_34,True,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_35,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_35,True,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_36,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_36,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_37,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_37,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_38,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_38,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_39,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_39,False,,1,idle,,13,think,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_40,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_40,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_41,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_41,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_42,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_42,True,,1,idle,,13,think,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,eunhwa,19,idle,,,,,,,,,,,,,
d_main_32_01_43,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_43,True,,1,idle,,13,think,,15,idle,,17,idle,,L_10,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_44,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_44,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_45,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_45,True,,1,idle,,13,think,,15,idle,,17,idle,,130,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_46,d_main_32_01,Speech,eunhwa,Locale_MainScenario:d_main_32_01_46,False,,1,idle,,13,think,,15,idle,,17,idle,,190,190,1.0,,eunhwa,,,19,idle,,,,,,,,,,,,,
d_main_32_01_47,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_47,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_48,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_48,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_49,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_49,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,19,idle,,,,,,,,,,,,,
d_main_32_01_50,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_50,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,113,1.0,,grave,,,19,idle,,,,,,,,,,,,,
d_main_32_01_51,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_51,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,19,idle,eunhwa,,,,,,,,,,,,
d_main_32_01_52,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_52,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_53,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_53,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_54,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_54,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_55,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_55,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_56,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_56,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_57,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_57,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_58,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_58,True,,1,idle,,13,think,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_59,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_59,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_60,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_60,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_61,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_61,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_62,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_62,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_63,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_63,False,,1,idle,,13,idle,,15,idle,,17,idle,,130,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_64,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_64,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_65,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_65,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_66,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_66,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_67,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_67,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_68,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_68,False,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_69,d_main_32_01,Self,,Locale_MainScenario:d_main_32_01_69,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_70,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_70,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_71,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_71,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_72,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_72,True,,1,idle,,13,idle,,15,idle,,17,idle,CountryVillage_d,black,black,1.0,,redhood,rapi,,,,,grave,redhood,3,no,neon,anis,Grey,,,,,
d_main_32_01_73,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_73,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,idle,,,Grey,fx_Eventscene_camera_recording,rec,True,,
d_main_32_01_74,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_74,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,surprise,,,Grey,,,,,
d_main_32_01_75,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_75,False,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_76,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_76,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_77,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_77,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_78,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_78,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_79,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_79,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_80,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_80,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_81,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_81,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_82,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_82,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_83,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_83,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_84,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_84,True,,,,,,,,,,,,,,30,30,1.0,,redhood,,,,,,,,3,think,,,Grey,,,,,
d_main_32_01_85,d_main_32_01,Speech,redhood,Locale_MainScenario:d_main_32_01_85,True,grave,1,idle,rapi,13,idle,neon,15,idle,,,,HarmonyCube,black,black,1.0,,redhood,,,,,,,,3,idle,,,Grey,,,,redhood,fx_Eventscene_camera_recording
d_main_32_01_86,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_86,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_87,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_87,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_88,d_main_32_01,Self,grave,Locale_MainScenario:d_main_32_01_88,False,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_89,d_main_32_01,Self,grave,Locale_MainScenario:d_main_32_01_89,False,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_90,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_90,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_91,d_main_32_01,Self,grave,Locale_MainScenario:d_main_32_01_91,False,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_92,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_92,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_93,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_93,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_94,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_94,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_95,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_95,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_96,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_96,False,,1,idle,,13,think,,15,idle,,,,,L_10,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_97,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_97,True,,1,idle,,13,think,,15,idle,,,,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_98,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_98,False,,1,idle,,13,think,,15,idle,,,,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_99,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_99,True,,1,idle,,13,think,,15,idle,,,,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_100,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_100,True,,1,idle,,13,delight,,15,idle,,,,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_101,d_main_32_01,Speech,rapi,Locale_MainScenario:d_main_32_01_101,True,,1,idle,,13,delight,,15,idle,,,,,113,113,1.0,,rapi,,,,,,,,,,,,,,,,,
d_main_32_01_102,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_102,True,,1,idle,,13,delight,,15,idle,,,,,113,113,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_103,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_103,True,,1,idle,,13,delight,,15,idle,,,,,113,1,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_104,d_main_32_01,Monologue,grave,Locale_MainScenario:d_main_32_01_104,False,,1,idle,,13,delight,,15,idle,,,,,1,L_10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_105,d_main_32_01,Monologue,grave,Locale_MainScenario:d_main_32_01_105,False,,1,idle,,13,idle,,15,idle,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,
d_main_32_01_106,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_106,True,,1,idle,,13,idle,,15,idle,,,,,L_10,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_107,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_107,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_108,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_108,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_109,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_109,False,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_110,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_110,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_111,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_111,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_100,1.0,,grave,,,,,,,,,,,,,,,,,
d_main_32_01_112,d_main_32_01,Speech,grave,Locale_MainScenario:d_main_32_01_112,True,,1,idle,,13,idle,,15,idle,,,,,L_100,L_10,1.0,,grave,,,,,,,,,,,,,,,,,
