id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,effects/0/stop_effect_id
d_ex_clothingstore_06_21,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_21,True,,12,idle,,L_120,1,1.0,,,,,,nero,2,idle,
d_ex_clothingstore_06_22,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_22,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_23,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_23,False,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_24,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_24,False,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_25,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_25,False,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_26,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_26,True,,12,sad,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_27,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_27,True,,12,sad,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_28,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_28,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_29,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_29,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_30,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_30,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_31,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_31,True,,12,idle,,1,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_32,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_32,True,,12,idle,,L_120,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_33,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_33,True,,12,idle,,L_120,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_34,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_34,True,,12,idle,,L_120,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_35,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_35,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_36,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_36,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_37,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_37,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_38,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_38,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_39,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_39,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_40,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_40,True,,12,idle,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_41,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_41,True,,12,delight,,1,L_120,0.7,,,,,,,2,idle,
d_ex_clothingstore_06_42,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_42,True,,12,delight,,L_120,L_1200,0.7,,,,,,,2,idle,
d_ex_clothingstore_06_43,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_43,True,,12,idle,,L_1200,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_44,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_44,True,,12,idle,,L_120,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_45,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_45,False,,12,idle,,L_120,L_120,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_46,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_46,False,,12,idle,,black,black,1.0,none,,,,,,2,idle,fx_Eventscene_camera_recording
d_ex_clothingstore_06_47,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_47,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_48,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_48,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_49,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_49,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_50,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_50,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_51,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_51,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_52,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_52,False,,12,idle,,black,black,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_53,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_53,True,,12,sad,,1,1,1.0,bgm_story_kneeldownfools,fx_Eventscene_camera_recording,rec,True,,,2,idle,
d_ex_clothingstore_06_54,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_54,True,,12,sad,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_55,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_55,True,,12,sad,,1,1,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_56,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_56,True,,12,sad,,1,L_20,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_57,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_57,True,,12,sad,,L_20,L_20,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_58,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_58,False,,12,sad,,black,black,1.0,,,,,,,2,sad,fx_Eventscene_camera_recording
d_ex_clothingstore_06_59,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_59,True,,12,surprise,,12,L_120,1.0,,fx_Eventscene_camera_recording,rec,True,,,2,sad,
d_ex_clothingstore_06_60,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_60,True,,12,surprise,,L_120,L_200,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_61,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_61,True,,12,surprise,,L_200,L_200,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_62,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_62,False,,12,surprise,,black,black,1.0,,,,,,,2,sad,fx_Eventscene_camera_recording
d_ex_clothingstore_06_63,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_63,True,,12,sad,,L_120,L_1200,1.0,,fx_Eventscene_camera_recording,rec,True,,,2,sad,
d_ex_clothingstore_06_64,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_64,False,,12,sad,,black,black,1.0,,,,,,,2,sad,fx_Eventscene_camera_recording
d_ex_clothingstore_06_65,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_65,False,,12,sad,,black,black,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_66,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_66,False,,12,sad,,black,black,1.0,,,,,,,2,sad,
d_ex_clothingstore_06_67,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_67,False,,12,idle,,2,2,1.0,,fx_Eventscene_camera_recording,rec,True,,,2,idle,
d_ex_clothingstore_06_68,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_68,True,,12,idle,,2,2,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_69,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_69,False,,12,idle,,2,2,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_70,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_70,True,,12,idle,,2,2,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_71,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_71,False,,12,idle,,2,2,1.0,,,,,,,2,idle,
d_ex_clothingstore_06_72,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_72,False,,12,idle,,2,4,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_73,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_73,False,,12,idle,,4,4,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_74,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_74,False,,12,sad,,4,12,2.0,,,,,,,4,idle,
d_ex_clothingstore_06_75,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_75,True,,12,sad,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_76,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_76,True,,12,sad,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_77,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_77,False,,12,sad,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_78,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_78,True,,12,sad,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_79,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_79,False,,12,sad,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_80,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_80,True,,12,idle,,12,12,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_81,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_81,False,,12,idle,,black,black,1.0,,,,,,,4,idle,fx_Eventscene_camera_recording
d_ex_clothingstore_06_82,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_82,False,,12,idle,,black,black,1.0,,,,,,,4,angry,
d_ex_clothingstore_06_83,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_83,False,,12,idle,,4,L_20,1.0,,fx_Eventscene_camera_recording,rec,True,,,2,angry,
d_ex_clothingstore_06_84,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_84,False,,12,idle,,L_20,L_20,1.0,,,,,,,2,angry,
d_ex_clothingstore_06_85,d_ex_clothingstore_06,Narration,,Narration,Locale_SuddenStory:d_ex_clothingstore_06_85,False,,12,idle,,black,black,1.0,,,,,,,2,angry,fx_Eventscene_camera_recording
d_ex_clothingstore_06_86,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_86,False,,12,idle,,black,black,1.0,,,,,,,2,angry,
d_ex_clothingstore_06_87,d_ex_clothingstore_06,Speech,nero,nero,Locale_SuddenStory:d_ex_clothingstore_06_87,False,,12,idle,,L_20,2,1.0,,fx_Eventscene_camera_recording,rec,True,,,2,idle,
d_ex_clothingstore_06_88,d_ex_clothingstore_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_clothingstore_06_88,False,,12,idle,,2,4,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_89,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_89,True,,12,surprise,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_90,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_90,True,,12,surprise,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_91,d_ex_clothingstore_06,Choice,,,Locale_SuddenStory:d_ex_clothingstore_06_91,False,,12,surprise,,L_120,L_120,1.0,,,,,d_ex_clothingstore_06_93,,4,idle,
d_ex_clothingstore_06_92,d_ex_clothingstore_06,Choice,,,Locale_SuddenStory:d_ex_clothingstore_06_92,False,,12,surprise,,L_120,L_120,1.0,,,,,d_ex_clothingstore_06_93,,4,idle,
d_ex_clothingstore_06_93,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_93,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_94,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_94,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_95,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_95,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_96,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_96,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_97,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_97,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_98,d_ex_clothingstore_06,Speech,rupee,rupee,Locale_SuddenStory:d_ex_clothingstore_06_98,True,,12,sad,,L_120,L_120,1.0,,,,,,,4,idle,
d_ex_clothingstore_06_99,d_ex_clothingstore_06,Self,,Self,Locale_SuddenStory:d_ex_clothingstore_06_99,False,,12,sad,,black,black,1.0,,,,,,,4,idle,fx_Eventscene_camera_recording
