id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_main_24af_01_62,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_62,True,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_63,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_63,False,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_66,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_66,True,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_67,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_67,False,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_68,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_68,False,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_69,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_69,False,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_70,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_70,False,,1,L_10,2.0,,,,,,,,,,,,1,think,
d_main_24af_01_71,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_71,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_72,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_72,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_73,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_73,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_74,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_74,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_75,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_75,False,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_76,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_76,True,,L_10,L_10,1.0,,,,,,,,,,,,1,good,
d_main_24af_01_77,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_77,False,,L_10,L_10,1.0,,,,,,,,,,,,1,good,
d_main_24af_01_78,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_78,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_79,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_79,True,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_80,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_80,False,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_81,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_81,True,,L_10,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_82,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_82,True,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_83,d_main_24af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24af_01_83,True,,1,1,1.0,,,,,,,,,,,,1,idle,
d_main_24af_01_84,d_main_24af_01,Self,,Self,Locale_MainScenario:d_main_24af_01_84,False,,1,1,1.0,,,,,,,,,,,,1,idle,
