id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_35_02_11,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_11,False,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
d_main_35_02_12,d_main_35_02,Speech,laplace,laplace,Locale_MainScenario:d_main_35_02_12,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
d_main_35_02_13,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_13,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
d_main_35_02_14,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_14,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_15,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_15,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_16,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_16,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_17,d_main_35_02,Speech,drake,drake,Locale_MainScenario:d_main_35_02_17,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,16,0.7,
d_main_35_02_18,d_main_35_02,Speech,drake,drake,Locale_MainScenario:d_main_35_02_18,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
d_main_35_02_19,d_main_35_02,Speech,drake,drake,Locale_MainScenario:d_main_35_02_19,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,16,16,1.0,
d_main_35_02_20,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_20,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,2,2,1.0,
d_main_35_02_21,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_21,True,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,no,,2,2,1.0,
d_main_35_02_22,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_22,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
d_main_35_02_23,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_23,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
d_main_35_02_24,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_24,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
d_main_35_02_25,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_25,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
d_main_35_02_26,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_26,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,14,1.0,
d_main_35_02_27,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_27,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_28,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_28,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_29,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_29,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_30,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_30,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_31,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_31,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_32,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_32,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_33,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_33,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,L_150,1.0,
d_main_35_02_34,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_34,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_35,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_35,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_36,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_36,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_37,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_37,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_38,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_38,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_39,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_39,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_40,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_40,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_41,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_41,True,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_42,d_main_35_02,Self,rapi_red,,Locale_MainScenario:d_main_35_02_42,False,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_43,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_43,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,1,1.0,
d_main_35_02_44,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_44,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_45,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_45,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_46,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_46,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_47,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_47,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_48,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_48,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_49,d_main_35_02,Self,rapi_red,,Locale_MainScenario:d_main_35_02_49,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_50,d_main_35_02,Self,rapi_red,,Locale_MainScenario:d_main_35_02_50,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_51,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_51,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_52,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_52,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,
d_main_35_02_53,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_53,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,1,12,1.0,
d_main_35_02_54,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_54,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_55,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_55,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_56,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_56,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_57,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_57,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_58,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_58,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,
d_main_35_02_59,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_59,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,
d_main_35_02_60,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_60,False,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,130,14,1.0,
d_main_35_02_61,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_61,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_62,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_62,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_63,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_63,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_64,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_64,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_65,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_65,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_66,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_66,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_67,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_67,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,130,1.0,
d_main_35_02_68,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_68,False,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_69,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_69,True,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_35_02_70,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_70,True,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_71,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_71,True,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_35_02_72,d_main_35_02,Speech,laplace,laplace,Locale_MainScenario:d_main_35_02_72,True,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
d_main_35_02_73,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_73,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
d_main_35_02_74,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_74,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,17,idle,,130,130,1.0,
d_main_35_02_75,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_75,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,13,1.0,
d_main_35_02_76,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_76,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,14,1.0,
d_main_35_02_77,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_77,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_78,d_main_35_02,Self,maxwell,,Locale_MainScenario:d_main_35_02_78,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
d_main_35_02_79,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_79,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_80,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_80,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_81,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_81,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,17,idle,,130,13,1.0,
d_main_35_02_82,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_82,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_83,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_83,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_84,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_84,True,,5,idle,,3,delight,,1,idle,,13,sad,,15,idle,,17,idle,,S_30,S_30,1.0,
d_main_35_02_85,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_85,True,,5,idle,,3,delight,,1,idle,,13,sad,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_86,d_main_35_02,Self,grave_p,,Locale_MainScenario:d_main_35_02_86,False,,5,idle,,3,delight,,1,idle,,13,sad,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_87,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_87,True,,5,idle,,3,delight,,1,no,,13,idle,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_88,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_88,True,,5,idle,,3,delight,,1,no,,13,idle,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_89,d_main_35_02,Self,maxwell,,Locale_MainScenario:d_main_35_02_89,False,,5,idle,,3,delight,,1,no,,13,idle,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_90,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_90,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_91,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_91,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_92,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_92,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_93,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_93,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,10,1.0,
d_main_35_02_94,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_94,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,surprise,,17,idle,,L_150,L_150,1.0,
d_main_35_02_95,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_95,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,surprise,,17,idle,,10,10,1.0,
d_main_35_02_96,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_96,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,surprise,,17,idle,,10,10,1.0,
d_main_35_02_97,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_97,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,L_150,L_150,1.0,
d_main_35_02_98,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_98,True,,5,idle,,3,idle,,1,think,,13,idle_02,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_99,d_main_35_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_02_99,True,,5,idle,,3,idle,,1,think,,13,idle_02,,15,delight,,17,idle,,L_150,L_150,1.0,
d_main_35_02_100,d_main_35_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_02_100,True,,5,idle,,3,smile,,1,think,,13,idle_02,,15,delight,,17,idle,,S_30,S_30,1.0,
d_main_35_02_101,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_101,True,,5,idle,,3,smile,,1,idle,,13,idle_02,,15,idle,,17,idle,,S_30,12,1.0,
d_main_35_02_102,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_102,True,,5,idle,,3,smile,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_103,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_103,True,,5,idle,,3,smile,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_104,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_104,True,,5,idle,,3,smile,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_105,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_105,True,,5,idle,,3,smile,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_106,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_106,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_107,d_main_35_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_02_107,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,12,12,1.0,
d_main_35_02_108,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_108,True,,5,idle,,3,idle,,1,delight,,13,idle_02,,15,idle,,17,idle,,12,10,1.0,
d_main_35_02_109,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_109,True,,5,idle,,3,idle,,1,delight,,13,idle_02,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_110,d_main_35_02,Self,rapi_red,,Locale_MainScenario:d_main_35_02_110,False,,5,idle,,3,idle,,1,delight,,13,idle_02,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_111,d_main_35_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_02_111,True,,5,idle,,3,idle,,1,delight,,13,idle_02,,15,idle,,17,idle,,10,10,1.0,
d_main_35_02_112,d_main_35_02,Self,rapi_red,,Locale_MainScenario:d_main_35_02_112,False,,5,idle,,3,idle,,1,delight,,13,idle_02,,15,idle,,17,idle,,10,10,1.0,
